name,occurrences_new
Polygonum aviculare subsp. aequale,32
Polygonum aviculare subsp. buxiforme,387
Polygonum aviculare subsp. calcatum,15
Polygonum aviculare subsp. depressum,2724
Polygonum aviculare subsp. heterophyllum,5
Polygonum aviculare subsp. microspermum,5513
Polygonum aviculare subsp. neglectum,3200
Polygonum aviculare subsp. rectum,146
Polygonum aviculare subsp. rurivagum,1110
Polygonum aviculare var. angustissimum,2
Polygonum aviculare var. depressum,2724
Polygonum aviculare var. erectum,2
Polygonum aviculare var. heterophyllum,5
Polygonum aviculare var. procumbens,1
Polygonum aviculare var. rurivagum,1110
Polygonum aviculare var. vegetum,65
Polygonum aviculare var. vulgare,2
Polygonum bioritsuense,2
Polygonum bistorta,1948
Polygonum bistorta var. bistorta,31
Polygonum buxiforme,85
Polygonum caespitosum,268
Polygonum calcatum,200
Polygonum capitatum,200
Polygonum cespitosum,207
Polygonum chinense,543
Polygonum cognatum,251
Polygonum compactum,7
Polygonum cuspidatum,565
Polygonum erectum,378
Polygonum fusiforme,36
Polygonum heterophyllum,415
Polygonum heterophyllum var. littorale,3
Polygonum humifusum,122
Polygonum hydropiper,31267
Polygonum hydropiper var. projectum,28
Polygonum incanum,1
Polygonum japonicum,263
Polygonum lanatum,63
Polygonum lapathifolium,23249
Polygonum lapathifolium ssp. pallidum,2974
Polygonum lapathifolium var. incanum,425
Polygonum lapathifolium var. incarnatum,1
Polygonum lapathifolium var. lanatum,16
Polygonum lapathifolium var. lapathifolium,5649
Polygonum lapathifolium var. salicifolium,386
Polygonum linicola,5
Polygonum littorale,2
Polygonum microspermum,28
Polygonum monspeliense,25
Polygonum neglectum,594
Polygonum nepalense,680
Polygonum nodosum,57
Polygonum pensylvanicum ssp. oneillii,11
Polygonum perfoliatum,1408
Polygonum persicaria var. tomentosum,1340
Polygonum plebeium,2800
Polygonum propinquum,14
Polygonum rurivagum,950
Polygonum sachalinense,166
Polygonum scabrum,354
Polygonum sieboldii,64
Polygonum tomentosum,40
Polygonum X bohemicum,66
Polygonum zuccarinii,1
Polypogon chilensis,42
Polypogon elongatus,730
Polypogon fugax,1357
Polypogon higegaweri,16
Polypogon imberbis,29
Polypogon maritimus,6339
Polysiphonia brodiei,833
Polysiphonia fucoides,3921
Polysiphonia morrowii,94
Pontederia rotundifolia,432
Populus longifolia,75
Portulaca paniculata,1
Portulaca patens,1
Portulaca quadrifida,451
Potamogeton capillaceus,5
Potamogeton compressus,6187
Potamogeton dimorphus,16
Potamogeton diversifolius,950
Potamogeton diversifolius var. multidenticulatus,2
Potamogeton epihydrus,1859
Potamogeton epihydrus ssp. nuttallii,185
Potamogeton epihydrus subsp. nuttallii,185
Potamogeton epihydrus var. nuttallii,185
Potamogeton epihydrus var. ramosus,15
Potamogeton natans,120609
Potamogeton trichoides,14507
Potamogeton zosterifolius ssp. zosteriformis,4
Potentilla atrovirens,1
Potentilla brooksensis,1
Potentilla floribunda,3
Potentilla fruticosa,650
Potentilla fruticosa ssp. floribunda,16
Potentilla fruticosa var. fruticosa,4
Potentilla fruticosa var. tenuifolia,5
Potentilla goldbachii,201
Potentilla heidenreichii,283
Potentilla intermedia,7957
Potentilla leucocarpa,1
Potentilla micrantha,4450
Potentilla millegrana,2
Potentilla monspeliensis,3
Potentilla neumanniana,44621
Potentilla norvegica,28155
Potentilla norvegica ssp. hirsuta,58
Potentilla norvegica ssp. monspeliensis,207
Potentilla norvegica ssp. norvegica,1354
Potentilla norvegica var. hirsuta,58
Potentilla norvegica var. labradorica,7
Potentilla pensylvanica,1092
Potentilla pensylvanica var. arida,12
Potentilla pensylvanica var. atrovirens,1
Potentilla pensylvanica var. brevipila,2
Potentilla pensylvanica var. pensylvanica,23
Potentilla pensylvanica var. strigosa,18
Potentilla pentandra,11
Potentilla pseudosericea,92
Potentilla rivalis,286
Potentilla rivalis var. millegrana,27
Potentilla rivalis var. rivalis,1
Potentilla rupestris,123
Potentilla sibirica,2
Potentilla strigosa,28
Potentilla subarenaria,2190
Potentilla supina,6345
Potentilla supina subsp. paradoxa,105
Potentilla supina var. ternata,50
Potentilla tabernaemontani,13932
Poterium officinale,5
Primula elatior,18545
Primula florindae,99
Primula juliae,28
Prosopis articulata,203
Prosopis chilensis var. velutina,1
Prosopis glandulosa,5055
Prosopis juliflora,13288
Prosopis juliflora var. articulata,6
Prosopis juliflora var. juliflora,75
Prosopis juliflora var. velutina,100
Prosopis limensis,4
Prosopis pallida,3232
Prosopis ruscifolia,91
Prosopis velutina,1270
Prunella laciniata,17148
Prunus campanulata,251
Psamma arenaria,2
Psammophiliella muralis,1540
Pseudelephantopus spicatus,245
Pseudo-elephantopus spicatus,41
Pseudochattonella verruculosa,69
Pseudognaphalium luteoalbum,13810
Pseudorlaya maritima,1
Psychrophila leptosepala,95
Pteretis nodulosa,2
Pteris marginata,17
Pteris tripartita,664
Pterocarpus macrocarpus,149
Pterocaulon virgatum,256
Pterolepis glomerata,680
Ptilostemon afer,116
Ptilostemon casabonae,324
Ptychosperma capitis-yorkii,1
Ptychosperma elegans,237
Ptychotis saxifraga,5980
Puccinellia airoides,57
Puccinellia cusickii,2
Puccinellia deschampsioides,24
Puccinellia dolicholepis,126
Puccinellia gigantea,198
Puccinellia hauptiana,626
Puccinellia interior,20
Puccinellia neglecta,21
Puccinellia nuttalliana,1083
Puccinellia poecilantha,3
Pueraria montana var. montana,9
Pueraria montana var. thomsonii,9
Pueraria phaseoloides,787
Pueraria tonkinensis,18
Pulicaria dysenterica,120151
Pulicaria hispanica,12
Pulicaria paludosa,1118
Pulsatilla vulgaris,23540
Pycreus fallaciosus,10
Pycreus flavescens,730
Pycreus flavescens var. abyssinicus,726
Pycreus flavescens var. piceus,37
Pycreus piceus,7
Pyracantha coccinea,16849
Pyrethrum partheniifolium,17
Pyrus arbutifolia var. atropurpurea,1
Quamoclit pennata,100
Quamoclit pennata var. pectinata,100
Quamoclit quamoclit,2
Quamoclit vulgaris,2
Rabdochloa,1
Radicula curvisiliqua,1
Raimannia mollissima,1
Ranunculus cymbalaria,1611
Ranunculus cymbalaria ssp. saximontanus,363
Ranunculus cymbalaria var. alpinus,4
Ranunculus cymbalaria var. cymbalaria,21
Ranunculus cymbalaria var. saximontanus,363
Ranunculus falcatus,5
Ranunculus gramineus,5716
Ranunculus lateriflorus,308
Ranunculus limosella,114
Ranunculus macrophyllus,545
Ranunculus parviflorus,8183
Ranunculus parvulus,2
Ranunculus pedatus,92
Ranunculus polyanthemos,17717
Ranunculus psilostachys,474
Ranunculus sardous,37785
Ranunculus sardous subsp. trilobus,77
Ranunculus sardous var. genuinus,37785
Ranunculus sardous var. trilobus,77
Ranunculus trilobus,3525
Raphanus orbiculatus,833
Raphanus raphanistrum subsp. sativus,97
Raphanus raphanistrum var. sativus,97
Raphanus sativus,10287
Raphanus sativus forma albus,3
Raphanus sativus forma augustanus,10287
Raphanus sativus forma autumnalis,10287
Raphanus sativus forma brunneus,10287
Raphanus sativus forma carneus,10287
Raphanus sativus forma caudatus,11
Raphanus sativus forma chinensis,10287
Raphanus sativus forma chloris,10287
Raphanus sativus forma crininus,10287
Raphanus sativus forma griseus,10287
Raphanus sativus forma julianus,10287
Raphanus sativus forma leucoplax,10287
Raphanus sativus forma melanoplax,10287
Raphanus sativus forma melanops,10287
Raphanus sativus forma niger,144
Raphanus sativus forma praecox,10287
Raphanus sativus forma purpureus,10287
Raphanus sativus forma roseus,1
Raphanus sativus forma salmoneus,10287
Raphanus sativus forma scarlatinosus,10287
Raphanus sativus forma tristis,10287
Raphanus sativus forma violaceus,10287
Raphanus sativus forma vitreus,10287
Raphanus sativus subsp. caudatus,11
Raphanus sativus subsp. niger,144
Raphanus sativus subvar. aestivus,10287
Raphanus sativus subvar. hybernus,10287
Raphanus sativus subvar. radicula,11
Raphanus sativus var. albus,3
Raphanus sativus var. edulis,10287
Raphanus sativus var. gayanus,10287
Raphanus sativus var. griseus,10287
Raphanus sativus var. hortensis,33
Raphanus sativus var. niger,144
Raphanus sativus var. oleifer,5
Raphanus sativus var. radicula,11
Raphanus sativus var. rapaceus,10287
Raphanus sativus var. vulgaris,10287
Rauvolfia caffra,503
Reichardia picroides,15827
Reineckea carnea,508
Reseda alba,3637
Reseda inodora,22
Reseda luteola,54876
Reseda luteola ssp. gussonei,53
Retama monosperma,1083
Reussia rotundifolia,10
Reutealis trisperma,28
Reynoutria japonica,96784
Reynoutria japonica var. compacta,18
Reynoutria multiflora,118
Reynoutria sachalinensis,6048
Rhamnus cathartica,106500
Rhamnus davurica,380
Rhamphicarpa fistulosa,342
Rhaphis aciculata,66
Rhaphis aciculatus,66
Rhaponticum repens,1296
Rhinanthus alectorolophus,49201
Rhinanthus angustifolius,33131
Rhinanthus apterus,8
Rhinanthus major,43
Rhodanthe manglesii,428
Rhododendron mucronatum,94
Rhododendron ponticum,46244
Rhododendron tomentosum,48296
Rhododendron tomentosum ssp. subarcticum,3
Rhus floridana,1
Rhus hirta,970
Rhus littoralis,1
Rhus longipes,216
Rhus radicans,396
Rhus radicans var. lucida,396
Rhus radicans var. opaca,396
Rhus radicans var. vulgaris,2
Rhus succedanea,496
Rhus toxicodendron subsp. vulgaris,8
Rhus toxicodendron var. vulgaris,8
Rhus typhina,32782
Rhus typhina var. laciniata,6
Rhynchosia caribaea,433
Rhynchospora colorata,1658
Rhynchospora drummondiana,1
Rhynchospora stellata,27
Richardia brasiliensis,2009
Richardia rosea,1
Richardsonia brasiliensis,4
Richardsonia rosea,1
Ridolfia segetum,742
Ripidium ravennae,1
Robinia pringlei,6
Robinia pseudo-acacia,216289
Robinia pseudoacacia,216289
Robinia pseudoacacia f. inermis,13
Robinia pseudoacacia forma bessoniana,2
Robinia pseudoacacia forma fastigiata,216289
Robinia pseudoacacia forma glaucescens,216289
Robinia pseudoacacia forma goudouinii,216289
Robinia pseudoacacia forma inermis,13
Robinia pseudoacacia forma normalis,216289
Robinia pseudoacacia forma revoluta,216289
Robinia pseudoacacia forma tortuosa,2
Robinia pseudoacacia forma umbraculifera,2
Robinia pseudoacacia subforma umbraculifera,2
Robinia pseudoacacia var. argenteovariegata,216289
Robinia pseudoacacia var. aureovariegata,216289
Robinia pseudoacacia var. bessoniana,2
Robinia pseudoacacia var. bullata,216289
Robinia pseudoacacia var. fastigiata,216289
Robinia pseudoacacia var. goudouinii,216289
Robinia pseudoacacia var. inermis,13
Robinia pseudoacacia var. monstrosa,216289
Robinia pseudoacacia var. procera,216289
Robinia pseudoacacia var. rectissima,1
Robinia pseudoacacia var. spectabilis,216289
Robinia pseudoacacia var. tragacanthoides,216289
Robinia pseudoacacia var. typica,216289
Robinia pseudoacacia var. umbraculifera,2
Robinia pseudoacacia var. uterhartii,216289
Rochelia disperma,128
Rodgersia pinnata,119
Roemeria hybrida,1331
Roldana petasitis,993
Romulea columnae,2281
Rorippa aquatica,97
Rorippa austriaca,5079
Rorippa curvisiliqua,1603
Rorippa curvisiliqua var. curvisiliqua,46
Rorippa curvisiliqua var. lyrata,16
Rorippa curvisiliqua var. nuttallii,1
Rorippa curvisiliqua var. occidentalis,36
Rorippa curvisiliqua var. orientalis,119
Rorippa curvisiliqua var. procumbens,8
Rorippa curvisiliqua var. spatulata,4
Rorippa lyrata,2
Rorippa microphylla,3571
Rorippa nasturtium-aquaticum var. longisiliqua,1
Rosa arvensis,131459
Rosa carolina,1575
Rosa carolina forma glandulosa,13
Rosa carolina var. glandulosa,13
Rosa carolina var. villosa,14
Rosa laxa,61
Rosa lucieae,162
Rosa lucieae subvar. glandulifera,1
Rosa lyonii,37
Rosa micrantha,11402
Rosa obovata,1
Rosa rubrifolia,3
Rosa rugosa,76030
Rosa rugosa f. alba,7
Rosa serrulata,2
Rosa setigera,574
Rosa setigera var. setigera,6
Rosa setigera var. tomentosa,19
Rosa virginiana subvar. villosa,1176
Rosa wichuraiana,50
Rosa wichuraiana var. glandulifera,50
Rosa wichurana,49
Rosmarinus officinalis,51296
Rosmarinus officinalis var. prostratus,3
Rotala filiformis,17
Roystonea oleracea,58
Rubacer parviflorum,42
Rubacer parviflorus,42
Rubia iberica,2
Rubia tinctoria,29
Rubia tinctorum,1811
Rubus abactus,7
Rubus ablatus,99
Rubus aboriginum,200
Rubus aboriginus,200
Rubus alceifolius,443
Rubus almus,3
Rubus andrewsianus,31
Rubus apogaeus,24
Rubus aptatus,4
Rubus arenicola,9
Rubus arenicolus,9
Rubus argutus,736
Rubus arizonensis,40
Rubus armeniacus,35150
Rubus arundelanus,13
Rubus arvensis,3
Rubus baileyanus,36
Rubus bellobatus,79
Rubus betulifolius,9
Rubus bollianus,1
Rubus burnhamii,10
Rubus bushii,23
Rubus cacaponensis,7
Rubus canadensis var. invisus,5
Rubus cardianus,2
Rubus celer,6
Rubus clarus,3
Rubus cockburnianus,310
Rubus curtipes,23
Rubus deamii,14
Rubus decor,5
Rubus densissimus,4
Rubus depavitus,26
Rubus discolor,162
Rubus elegantispinosus,400
Rubus enslenii,352
Rubus exsularis,26
Rubus fabrimontanus,965
Rubus fecundus,104
Rubus fissipetalus,3
Rubus flagellaris,1549
Rubus floricomus,29
Rubus floridus,5
Rubus frondosus,524
Rubus frustratus,1
Rubus fruticosus,355391
Rubus fuscus,238
Rubus grimesii,10
Rubus hancinianus,23
Rubus humilior,3
Rubus impar,15
Rubus iniens,4
Rubus injunctus,2
Rubus insons,3
Rubus invisus,1
Rubus ithacanus,54
Rubus jaysmithii,12
Rubus jennisonii,6
Rubus kansanus,3
Rubus laudatus,599
Rubus leviculis,210
Rubus leviculus,13
Rubus linkianus,5
Rubus loehrii,132
Rubus longipes,4
Rubus louisianus,8
Rubus meracus,93
Rubus michiganensis,48
Rubus mollior,29
Rubus multifer,41
Rubus multispinus,5
Rubus mundus,9
Rubus nemorosus,296
Rubus nutkanus,14
Rubus obsessus,8
Rubus oklahomus,15
Rubus ostryifolius,84
Rubus parviflorus,6753
Rubus parviflorus ssp. velutinus,32
Rubus parviflorus var. bifarius,13
Rubus parviflorus var. grandiflorus,7
Rubus parviflorus var. heteradenius,2
Rubus parviflorus var. hypomalacus,15
Rubus parviflorus var. parviflorus,7
Rubus parviflorus var. velutinus,32
Rubus pensilvanicus,1017
Rubus persistens,4
Rubus philadelphicus,71
Rubus plicatifolius,202
Rubus prestonensis,2
Rubus procerus,46
Rubus procumbens,106
Rubus procumbens subsp. rhodophyllus,294313
Rubus profusiflorus,4
Rubus pubifolius,4
Rubus racemosus,1
Rubus recurvicaulis,82
Rubus roribaccus,234
Rubus rosaefolius,32
Rubus rosarius,2
Rubus rosifolius,3950
Rubus russeus,12
Rubus satis,29
Rubus scambens,1
Rubus schoolcraftianus,2
Rubus semierectus,1
Rubus senticosus,401
Rubus siekensis,7
Rubus steelei,61
Rubus subuniflorus,2
Rubus suus,59
Rubus tricolor,598
Rubus tygartensis,2
Rubus ulmifolis,1
Rubus ulmifolius,81941
Rubus ulmifolius var. anoplothyrsus,105
Rubus ulmifolius var. inermis,15
Rubus ulmifolius var. ulmifolius,1882
Rubus uvidus,10
Rubus variispinus,1
Rubus vestitus,6580
Rubus villosus,5
Rubus whartoniae,1
Rudbeckia amplexicaulis,734
Rudbeckia pinnatiloba,1
Rudbeckia triloba,1432
Rudbeckia triloba var. beadlei,1
Rudbeckia triloba var. pinnatiloba,9
Rudbeckia triloba var. rupestris,1
Ruellia brevifolia,718
Ruellia colorata,20
Ruellia graecizans,33
Ruellia macrophylla,105
Ruellia rivularis,2
Rumex acetosa,665232
Rumex acetosa ssp. acetosa,50975
Rumex acetosa ssp. alpestris,46
Rumex acetosa ssp. ambiguus,41
Rumex acetosa ssp. thyrsiflorus,3
Rumex alpestris,5254
Rumex brownei,19754
Rumex brownii,430
Rumex bucephalophorus,5731
Rumex confertus,2496
Rumex conglomeratus,100215
Rumex cristatus subsp. kerneri,2
Rumex frutescens,188
Rumex lunaria,628
Rumex obovatus,170
Rumex pseudoalpinus,650
Rumex thyrsiflorus,26112
Rumex vesicarius,2474
Rumex violascens,92
Rytidosperma biannulare,27
Rytidosperma penicillatum,2882
Rytidosperma racemosum,3267
Rytidosperma tenuius,3897
Rytidostylis carthagenensis,163
Sabazia urticifolia,1
Sabazia urticifolia var. venezuelensis,1
Saccharum ravennae,588
Sagina linnaei,6
Sagina micropetala,3607
Sagina sabuletorum,848
Sagina saginoides,10778
Sagina saginoides var. hesperia,23
Sagittaria filiformis,86
Sagittaria graminea var. platyphylla,3
Sagittaria guyanensis,37
Sagittaria lancifolia,874
Sagittaria mohrii,2
Sagittaria natans,2366
Sagittaria platyphylla,4278
Sagittaria sagittifolia,57726
Sagittaria stagnorum,2
Sagittaria subulata,188
Sagittaria subulata var. gracillima,2
Sagittaria subulata var. natans,8
Sagittaria subulata var. subulata,1
Sagittaria teres,31
Salicornia europaea,28643
Salicornia virginica,55
Salix cinerea,324133
Salix cinerea ssp. cinerea,324133
Salix elaeagnos,2815
Salix eleagnos,21053
Salix fragilis,51819
Salix incana,41
Salpichroa origanifolia,2033
Salpichroa rhomboidea,20
Salsola collina,1202
Salsola damascena,18
Salsola paulsenii,288
Salsola soda,1435
Salsola vermiculata,786
Salvia amplexicaulis,94
Salvia austriaca,124
Salvia pinnata,77
Salvia tomentosa,130
Salvia verticillata,9397
Salvia viridis,1250
Salvinia,235
Salvinia auriculata,1007
Salvinia cucullata,25
Salvinia natans,2539
Salvinia oblongifolia,84
Salvinia rotundifolia,16
Sambucus bipinnata,2
Sambucus canadensis,5058
Sambucus canadensis forma acutiloba,5058
Sambucus canadensis forma maxima,5058
Sambucus canadensis forma submollis,1
Sambucus canadensis forma typica,5058
Sambucus canadensis subsp. laciniata,38
Sambucus canadensis var. acutiloba,5058
Sambucus canadensis var. glabra,5058
Sambucus canadensis var. laciniata,38
Sambucus canadensis var. mexicana,25
Sambucus eberhardtii,2
Sambucus mexicana,914
Sambucus nigra,590189
Sambucus nigra subsp. canadensis,651
Sambucus nigra var. canadensis,651
Sambucus pubens var. maxima,466
Sambucus simpsonii,26
Sambucus velutina,4
Samolus floribundus,79
Samolus parviflorus,660
Samolus valerandi,34598
Samolus valerandi ssp. parviflorus,183
Sanchezia parvibracteata,161
Sanguisorba dodecandra,96
Sanguisorba microcephala,33
Sanguisorba officinalis,110497
Sanguisorba officinalis ssp. microcephala,5
Sanguisorba x tenuifolia,355
Santolina rosmarinifolia,292
Santolina virens,23
Sanvitalia angustifolia,266
Sanvitalia procumbens,2369
Sarconema scinaioides,12
Sargassum muticum,13720
Sargassum natans,8130
Satureja montana,16921
Saururus chinensis,550
Savastana nashii,2
Saxifraga granulata,84062
Saxifraga hirsuta,1775
Scandix australis,1212
Scandix stellata,663
Schedonorus inermis,1
Schedonorus sterilis,1
Schismus barbatus,8391
Schismus barbatus ssp. calycinus,14
Schismus barbatus ssp. perennis,1
Schismus calycinus,4
Schismus marginatus,3
Schkuhria anthemoidea,24
Schkuhria anthemoidea var. wrightii,10
Schkuhria pinnata,395
Schkuhria pinnata var. guatemalensis,168
Schkuhria pinnata var. pinnata,14
Schkuhria pinnata var. wislizeni,948
Schkuhria wislizeni,23
Schkuhria wislizeni var. frustrata,9
Schkuhria wislizeni var. wrightii,9
Schkuhria wislizenii,23
Schoenefeldia gracilis,5277
Schoenoplectiella supina,34
Schoenoplectus litoralis subsp. thermalis,6
Schoenoplectus maritimus,22422
Schoenoplectus mucronatus,78
Schoenoplectus pungens,3520
Schoenus capitatus,2
Schoenus ferrugineus,16185
Schoenus pauciflorus,2180
Scilla bithynica,48
Scilla lilio-hyacinthus,460
Scilla peruviana,1620
Scirpus,5416
Scirpus americanus var. pungens,1
Scirpus atrovirens,1849
Scirpus grossus,86
Scirpus juncoides,410
Scirpus lomanus,2
Scirpus maritimus,4307
Scirpus mucronatus,210
Scirpus pungens,162
Scirpus pungens var. monostachys,5416
Scirpus rothii,1
Scirpus rothii var. monostachys,5416
Scirpus solispicatus,1
Scleranthus perennis,18725
Scolymus maculatus,1548
Scopolia carniolica,672
Scorpiurus muricatus,3730
Scorpiurus subvillosus,3
Scorpiurus sulcatus,1221
Scrophularia auriculata,76925
Scrophularia canina,9067
Scrophularia chrysantha,110
Scrophularia scopolii,200
Scrophularia scorodonia,6668
Scutellaria minor,24030
Scutellaria racemosa,688
Scutellaria rojasii,1
Scutellaria rumicifolia,6
Secale cereale,11358
Secale cereale forma apertopaleata,11358
Secale cereale forma clausopaleatum,11358
Secale cereale forma eligulatum,11358
Secale cereale var. albicans,11358
Secale cereale var. albivelutinum,11358
Secale cereale var. alborubrum,11358
Secale cereale var. armeniacum,11358
Secale cereale var. aureum,11358
Secale cereale var. auriculatum,11358
Secale cereale var. biceps,11358
Secale cereale var. brachystachyon,11358
Secale cereale var. cinnamomeum,11358
Secale cereale var. clausopaleatum,11358
Secale cereale var. coloratum,11358
Secale cereale var. compactum,11358
Secale cereale var. compositum,2
Secale cereale var. depauperatum,11358
Secale cereale var. distachyon,11358
Secale cereale var. eligulatum,11358
Secale cereale var. epruinosum,11358
Secale cereale var. ferrugineum,11358
Secale cereale var. fuscum,11358
Secale cereale var. georgicum,11358
Secale cereale var. laeve,11358
Secale cereale var. laxum,11358
Secale cereale var. longiaristatum,11358
Secale cereale var. luteum,11358
Secale cereale var. macrostachyon,11358
Secale cereale var. mediusculum,11358
Secale cereale var. melanospermum,11358
Secale cereale var. monstrosum,11358
Secale cereale var. muticum,11358
Secale cereale var. nigrescens,11358
Secale cereale var. patens,11358
Secale cereale var. pectinatum,11358
Secale cereale var. persicum,11358
Secale cereale var. piliferum,11358
Secale cereale var. pilosum,11358
Secale cereale var. polystachyon,11358
Secale cereale var. pseudo-luteum,11358
Secale cereale var. pseudo-vulgare,11358
Secale cereale var. pubescens,11358
Secale cereale var. pullum,11358
Secale cereale var. rubidum,11358
Secale cereale var. rubiginosum,11358
Secale cereale var. rubrolaxum,11358
Secale cereale var. rubrum,11358
Secale cereale var. rufum,11358
Secale cereale var. scabriusculum,11358
Secale cereale var. setoso-brunneum,11358
Secale cereale var. setoso-clausopaleatum,11358
Secale cereale var. setoso-fuscum,11358
Secale cereale var. setoso-nigrum,11358
Secale cereale var. setoso-rufum,11358
Secale cereale var. setoso-vulpinum,11358
Secale cereale var. setosum,11358
Secale cereale var. subalbicans,11358
Secale cereale var. subcompactum,11358
Secale cereale var. subferrugineum,11358
Secale cereale var. subluteum,11358
Secale cereale var. submelanospermum,11358
Secale cereale var. subrubrum,11358
Secale cereale var. subvelutinum,11358
Secale cereale var. subvulgare,11358
Secale cereale var. subvulpinum,11358
Secale cereale var. triflorum,8
Secale cereale var. tuberculato-brunneum,11358
Secale cereale var. tuberculato-cinereum,11358
Secale cereale var. tuberculato-fuscum,11358
Secale cereale var. tuberculato-nigrum,11358
Secale cereale var. tuberculato-rufum,11358
Secale cereale var. tuberculato-vulpinum,11358
Secale cereale var. tuberculatum,11358
Secale cereale var. typicum,11358
Secale cereale var. unauriculatum,11358
Secale cereale var. vavilovii,2
Secale cereale var. velutino-rufum,11358
Secale cereale var. velutinocompactum,11358
Secale cereale var. velutinum,11358
Secale cereale var. virescens,11358
Secale cereale var. viviparum,11358
Secale cereale var. vulpinum,11358
Secale cereale var. zhukovskyi,11358
Secale montanum,73
Secale sylvestre,264
Securigera securidaca,627
Sedum aizoon,678
Sedum anglicum,26265
Sedum dendroideum,239
Sedum ellacombianum,2
Sedum gracile,80
Sedum kamtschaticum,1151
Sedum kamtschaticum ssp. ellacombianum,1
Sedum lydium,411
Sedum montanum,6504
Sedum multiceps,39
Sedum purpureum,133
Sedum reflexum,1012
Sedum rubrotinctum,18
Sedum telephium,24473
Sedum telephium ssp. fabaria,612
Sedum telephium ssp. purpureum,19
Sedum telephium ssp. telephium,3333
Sedum triphyllum,1
Selinum silaifolium,126
Semele androgyna,175
Sempervivum arachnoideum,22029
Sempervivum funckii,51
Senebiera didyma,3
Senebiera pinnatifida,11
Senecio argutus,148
Senecio cannabifolius,552
Senecio cruentus,2
Senecio deltoideus,372
Senecio dubitabilis,340
Senecio elegans,1863
Senecio gallicus,1732
Senecio glastifolius,398
Senecio grandiflorus,30
Senecio inaequidens,97461
Senecio jacobaea,8081
Senecio madagascariensis,11659
Senecio mikanioides,5
Senecio petasitis,26
Senecio platensis,35
Senecio pterophorus,4206
Senecio sarracenicus,4043
Senecio serpens,10
Senecio squalidus,13273
Senecio squalidus subsp. rupestris,246
Senecio sylvatica,79244
Senecio sylvaticus,79244
Senecio tamoides,286
Senna bicapsularis,433
Senna didymobotrya,1639
Senna hirsuta,1160
Senna tora,681
Serrafalcus hordeaceus,8
Serrafalcus mollis,8
Serrafalcus squarrosus,4
Serratula quinquefolia,3
Sesbania aegyptiaca,5
Sesbania cannabina,1170
Sesbania emerus,252
Sesbania exaltata,112
Sesbania herbacea,1639
Sesbania macrocarpa,6
Sesbania macrocarpa var. picta,2
Sesbania occidentalis,1
Sesbania sesban,1412
Seseli libanotis,10401
Seseli pallasii,53
Sesleria caerulea,69312
Sesuvium distylum,1
Sesuvium microphyllum,5
Sesuvium polyandrum,69
Sesuvium portulacastrum,4349
Sesuvium sessile,58
Setaria geminata,184
Sibthorpia europaea,5102
Sida cordata,108
Sida hederacea,39
Sida humilis,2
Sida javensis ssp. expilosa,2
Sida leprosa,7
Sida leprosa var. hederacea,14
Sida linifolia,1930
Sida repens,91
Sidalcea malvaeflora ssp. patula,1
Sidalcea malviflora,1761
Sideritis montana,1315
Sieglingia decumbens,1311
Sigesbeckia serrata,119
Silaum silaus,45362
Silene alba,4607
Silene alba var. divaricata,50
Silene antirrhina,2711
Silene antirrhina forma apetala,3
Silene antirrhina forma bicolor,1
Silene antirrhina forma deaneana,10
Silene antirrhina var. divaricata,1
Silene antirrhina var. linaria,2711
Silene behen,730
Silene bellidifolia,160
Silene conoidea,911
Silene crassipes,62
Silene cucubalus,464
Silene disticha,79
Silene fimbriata,9
Silene flavescens,13
Silene fuscata,278
Silene inflata,128
Silene latifolia,467896
Silene latifolia subsp. alba,78640
Silene muscipula,781
Silene polypetala,4
Silene pratensis,9769
Silene psammitis,958
Silene pusilla,2795
Silene sibirica,89
Silene subconica,165
Silene tatarica,1146
Silene vulgaris,172835
Silybum marianum,31774
Sinapis arvensis,117413
Sinapis arvensis forma calcigena,117413
Sinapis arvensis forma dolichopetala,117413
Sinapis arvensis forma hirsuta,117413
Sinapis arvensis forma integrifolia,117413
Sinapis arvensis forma laevis,117413
Sinapis arvensis forma longiflora,117413
Sinapis arvensis forma louronensis,117413
Sinapis arvensis forma orientalis,723
Sinapis arvensis forma subuliformis,117413
Sinapis arvensis ssp. arvensis,5399
Sinapis arvensis var. brachycarpa,117413
Sinapis arvensis var. brevirostris,117413
Sinapis arvensis var. desertorum,117413
Sinapis arvensis var. divaricata,117413
Sinapis arvensis var. glabra,117413
Sinapis arvensis var. hispidula,117413
Sinapis arvensis var. latirostris,117413
Sinapis arvensis var. leiocarpa,11
Sinapis arvensis var. media,117413
Sinapis arvensis var. orientalis,723
Sinapis arvensis var. psilocarpa,117413
Sinapis arvensis var. raphanifolia,117413
Sinapis arvensis var. retrohirsuta,117413
Sinapis arvensis var. retrohispida,117413
Sinapis arvensis var. schkuhriana,5
Sinapis arvensis var. tenuirostris,117413
Sinapis arvensis var. torulosa,117413
Sinapis arvensis var. trivialis,117413
Sinapis arvensis var. typica,117413
Sinapis arvensis var. vera,117413
Sinapis arvensis var. villosa,1
Sinapis arvensis var. vulgaris,117413
Sinapis kaber,1
Sinapis orientalis,1
Sisymbrium assoanum,36
Sisymbrium sophia,8
Sisymbrium strictissimum,1512
Sisyrinchium anceps,3
Sisyrinchium angustifolium,2229
Sisyrinchium apiculatum,2
Sisyrinchium atlanticum,672
Sisyrinchium bermudiana,319
