name,occurrences
Albizia chinensis,346
Alhagi maurorum,1015
Alnus glutinosa,471663
Alopecurus myosuroides,67675
Alyssum desertorum,971
Alyssum simplex,5680
Amaranthus tricolor,347
Ammophila arenaria,48205
Annona cherimola,945
Anthoxanthum odoratum,547771
Areca catechu,162
Arenga pinnata,122
Arrhenatherum elatius,515186
Astragalus crenatus,191
Avena barbata,85037
Avena fatua,78408
Avena sterilis,64259
Bambusa bambos,81
Bassia hyssopifolia,871
Brachypodium distachyon,20887
Brachypodium sylvaticum,281279
Brassica tournefortii,15757
Briza maxima,33533
Bromus diandrus,48538
Bromus hordeaceus,304077
Bromus madritensis,23297
Bromus rubens,23160
Bromus sterilis,227181
Calopogonium mucunoides,3018
Canavalia cathartica,344
Carduus nutans,53497
Castilla elastica,611
Cenchrus biflorus,5731
Centrosema pubescens,2869
Cinchona pubescens,1274
Cinnamomum verum,768
Cirsium arvense,618823
Clidemia hirta,3860
Cortaderia jubata,9367
Corymbia citriodora,2779
Cotoneaster horizontalis,9588
Crassula ovata,436
Crataegus monogyna,643915
Crypsis schoenoides,0
Crypsis vaginiflora,5
Cutandia memphitica,431
Cyclosorus parasiticus,314
Cylindropuntia fulgida,2557
Cylindropuntia rosea,381
Cynodon plectostachyus,257
Cyperus imbricatus,545
Cytisus scoparius,255450
Danthonia decumbens,150168
Delairea odorata,4018
Dendrocalamus strictus,68
Descurainia sophia,31267
Dichanthium annulatum,2252
Dichanthium caricosum,63
Digitaria abyssinica,846
Digitaria fuscescens,255
Dioscorea cayenensis,2146
Dovyalis caffra,1171
Echinochloa pyramidalis,1841
Echium plantagineum,51871
Elephantopus mollis,3869
Elymus repens,381186
Eragrostis trichophora,1038
Erythrina berteroana,457
Etlingera elatior,550
Eucalyptus sideroxylon,3365
Euphorbia terracina,7343
Euphorbia umbellata,76
Falcataria moluccana,465
Fallopia sachalinensis,6286
Flemingia strobilifera,664
Genista monspessulana,10681
Genista stenopetala,449
Geoffroea decorticans,276
Glyceria declinata,27806
Glyceria fluitans,279154
Gomphocarpus physocarpus,1666
Hedychium flavescens,350
Helminthotheca echioides,77039
Heterotis rotundifolia,369
Hevea brasiliensis,1116
Ipomoea ochracea,214
Ischaemum rugosum,779
Ischaemum timorense,305
Lawsonia inermis,750
Lepidium draba,31537
Lepidium latifolium,10238
Leptospermum scoparium,14271
Limnobium laevigatum,452
Lolium rigidum,28232
Luffa acutangula,118
Lycium ferocissimum,108908
Malva pusilla,6214
Malva sylvestris,100727
Matthiola longipetala,883
Medicago italica,0
Medicago monspeliaca,7242
Mentha aquatica,285990
Mesembryanthemum crystallinum,5893
Mimosa diplotricha,1121
Montanoa hibiscifolia,186
Moorochloa eruciformis,157
Moraea collina,140
Myosotis arvensis,204864
Nasturtium microphyllum,26577
Neonotonia wightii,1311
Ocimum tenuiflorum,734
Opuntia aurantiaca,1424
Opuntia elatior,183
Oryza barthii,3236
Oxalis latifolia,3239
Oxalis pes-caprae,26756
Papaver hybridum,8760
Parkia biglobosa,2638
Paspalum scrobiculatum,6905
Passiflora tripartita var. mollissima,408
Pastinaca sativa,138193
Persicaria chinensis,2551
Petrorhagia prolifera,37672
Phalaris arundinacea,391216
Pinus radiata,28138
Plantago coronopus,92062
Poa compressa,74803
Poa nemoralis,245998
Prosopis juliflora,3146
Prosopis pallida,3057
Prosopis velutina,1205
Reseda luteola,51240
Retama monosperma,1710
Rhaponticum repens,1935
Rhynchosia caribaea,458
Rosmarinus officinalis,336234
Rubus rosifolius,4907
Rubus ulmifolius,95823
Salsola vermiculata,3756
Schismus barbatus,7961
Scorpiurus muricatus,8792
Securigera securidaca,598
Senna bicapsularis,633
Senna didymobotrya,2196
Sesbania sesban,2031
Sida repens,89
Silene vulgaris,183373
Silybum marianum,21933
Solanum rostratum,3915
Spartina densiflora,506
Spergularia rubra,80309
Sporobolus africanus,9047
Stachys officinalis,14841
Stipa capensis,0
Striga asiatica,905
Syzygium grande,75
Taeniatherum caput-medusae,3044
Tamarix aphylla,1890
Tamarix chinensis,877
Tamarix ramosissima,3488
Tephrosia candida,263
Thalictrum minus,35742
Toona ciliata,2600
Toxicodendron succedaneum,1258
Trachypogon spicatus,3046
Urochloa decumbens,723
Urochloa panicoides,1449
Ventenata dubia,846
Veronica serpyllifolia,145066
Vigna marina,1485
Vulpia geniculata,2380
Acer platanoides,163732
Alopecurus pratensis,281793
Apera interrupta,3354
Carex ovalis,0
Centaurea diffusa,1282
Elaeagnus angustifolia,4691
Euonymus japonicus,1661
Euphorbia esula,38016
Heliconia bihai,554
Inula britannica,3518
Lamium galeobdolon,210263
Lindernia antipoda,146
Lindernia procumbens,2924
Macaranga tanarius,3177
Mosla dianthera,1891
Myosoton aquaticum,72493
Persicaria perfoliata,2495
Poa supina,10448
Polypogon fugax,1226
Rorippa austriaca,5061
Salix cinerea,260589
Salvinia auriculata,925
Schoenoplectus mucronatus,0
Senna tora,1694
Sphaerophysa salsula,282
Stachys byzantina,3689
Stachys cretica,525
Stachys macrantha,108
Tanacetum balsamita,688
Tanacetum vulgare,226946
Trifolium medium,134121
Urena sinuata,135
Veronica biloba,251
Zingiber montanum,19
Artemisia frigida,2479
Calopogonium caeruleum,1227
Geum aleppicum,3448
Glyceria maxima,184632
Lathyrus palustris,21199
Lepidium appelianum,438
Lonicera maackii,3344
Lonicera morrowii,1054
Neslia paniculata,14818
Pandanus tectorius,1060
Pueraria montana var. montana,250
Ranunculus cymbalaria,1386
Rhus typhina,15148
Rosa rugosa,52025
Sanguisorba officinalis,100458
Aconitum lycoctonum,29986
Artemisia biennis,2934
Beckmannia syzigachne,2032
Elodea nuttallii,70290
Exochorda racemosa,327
Mikania cordata,502
Nymphaea tetragona,2192
Phedimus aizoon,1759
Photinia serratifolia,1370
Phyllostachys flexuosa,11
Phyllostachys nigra,404
Reutealis trisperma,39
Spartina anglica,17030
Alternanthera paronychioides,364
Impatiens glandulifera,156662
Phyllanthus niruri,0
Polygonum plebeium,0
Themeda arguens,768
Turgenia latifolia,4812
Amaranthus tuberculatus,1057
Chloris pycnothrix,680
Filipendula vulgaris,67784
Juncus ensifolius,1833
Passiflora morifolia,503
Pyracantha coccinea,4457
Rumex acetosa,606224
Berberis thunbergii,11145
Erigeron,532975
Fallopia x bohemica,1162
Gardenia jasminoides,1845
Gypsophila muralis,9709
Heterotheca grandiflora,2050
Linum virginianum,239
Poa trivialis,532864
Rumex thyrsiflorus,23356
Symphytum officinale,209629
Cyperus meyenianus,235
Filipendula ulmaria,552321
Silene conoidea,1590
Chimonobambusa quadrangularis,69
Achnatherum hymenoides,2974
Euphorbia lagascae,493
Holosteum umbellatum,12513
Origanum onites,147
Triticum carthlicum,297
Albizia carbonaria,254
Ambrosia peruviana,346
Aristida ternipes,1456
Arracacia xanthorrhiza,411
Costus spicatus,165
Croton argenteus,525
Cyclanthera pedata,220
Desmodium intortum,967
Euphorbia trigona,18
Garcia nutans,178
Heliconia wagneriana,331
Heliocarpus americanus,1893
Hippeastrum puniceum,309
Leptochloa fusca,465
Lupinus plattensis,93
Mimosa arenosa,654
Opuntia triacantha,14
Paspalum densum,119
Paspalum millegrana,90
Roldana petasitis,969
Sanvitalia procumbens,1849
Talipariti tiliaceum,3570
Tripsacum latifolium,86
Amelanchier spicata,10689
Aronia x prunifolia,1664
Artemisia absinthium,30712
Bifora testiculata,1552
Bromus inermis,48425
Bromus squarrosus,7053
Bunium bulbocastanum,15284
Centaurea debeauxii,11589
Cyclachaena xanthiifolia,1882
Cynosurus echinatus,18881
Deschampsia cespitosa,456524
Digitaria aequiglumis,608
Dysphania botrys,5817
Echinocystis lobata,3922
Equisetum palustre,213686
Euphorbia glyptosperma,1437
Euphorbia rigida,142
Filipendula rubra,295
Galeopsis speciosa,45148
Gastridium ventricosum,6061
Geranium versicolor,352
Glandularia peruviana,580
Glyceria canadensis,1388
Goodyera repens,49118
Hieracium flagellare,33
Hieracium piloselloides,464
Ionopsidium acaule,209
Iris foetidissima,24720
Iris versicolor,3018
Juncus dudleyi,1919
Lamium confertum,4838
Lepidium heterophyllum,12034
Linanthus pungens,1381
Lopezia racemosa,1805
Lysichiton americanus,5494
Lythrum portula,41663
Malva moschata,81528
Matteuccia struthiopteris,29764
Montia fontana,45417
Nassella filiculmis,113
Nassella formicarum,27
Oenothera flava,301
Oenothera parviflora,3365
Opuntia macrorhiza,906
Paeonia mascula,1182
Panicum philadelphicum,278
Parapholis strigosa,6810
Pentaglottis sempervirens,14779
Peucedanum ostruthium,5060
Phalaris platensis,0
Philadelphus pubescens,425
Phleum exaratum,287
Plantago patagonica,2101
Polypogon chilensis,87
Polypogon elongatus,923
Polypogon imberbis,76
Potentilla intermedia,7992
Potentilla norvegica,27753
Potentilla rivalis,310
Puccinellia nuttalliana,1113
Pulicaria dysenterica,119647
Rhinanthus major,0
Rubus parviflorus,7268
Rumex brownii,18153
Rumex confertus,1429
Salix eleagnos,16962
Santolina rosmarinifolia,2773
Schkuhria pinnata,3167
Senecio sylvaticus,80270
Thymus pulegioides,131971
Veronica cymbalaria,3175
Viola selkirkii,4491
Vulpia antucensis,40
Alchemilla glaucescens,24485
Carex nigra,305553
Cycloloma atriplicifolium,727
Dichanthelium acuminatum,1093
Gamochaeta americana,1574
Gunnera tinctoria,1259
Holcus mollis,209013
Juncus articulatus,269062
Kalmia angustifolia,2626
Luzula campestris,277845
Maianthemum stellatum,5457
Muehlenbeckia complexa,2361
Najas gracillima,266
Nassella neesiana,7101
Odontites vulgaris,41424
Oncosiphon suffruticosum,647
Oxalis decaphylla,380
Potentilla pensylvanica,1226
Vincetoxicum nigrum,3477
Cuscuta approximata,834
Euphorbia carpatica,1
Maianthemum bifolium,138670
Mycelis muralis,73546
Phacelia tanacetifolia,12058
Spartina maritima,1458
Xanthoceras sorbifolium,1
Atriplex hortensis,3209
Dasiphora fruticosa,12747
Geranium lucidum,27056
Kyllinga gracillima,48
Mibora minima,9432
Muhlenbergia frondosa,509
Nopalea dejecta,247
Sagina saginoides,10814
Silene sibirica,64
Tiarella cordifolia,2279
Bromus kalmii,474
Calystegia soldanella,11293
Carex livida,10308
Cuphea viscosissima,400
Eleutheranthera ruderalis,532
Euphorbia leptocaula,45
Howea belmoreana,432
Ixia campanulata,47
Juncus hybridus,10686
Nepeta racemosa,1405
Panicum dichotomiflorum,10807
Passiflora antioquiensis,113
Pulicaria paludosa,3485
Ruellia brevifolia,838
Vincetoxicum rossicum,1656
Atriplex portulacoides,23329
Helianthus giganteus,889
Malvella leprosa,1116
Opuntia tomentosa,1808
Rhododendron tomentosum,53221
Rorippa curvisiliqua,1730
Tolpis barbata,8614
Alisma subcordatum,596
Caltha leptosepala,1518
Caltha natans,187
Cryptocoryne spiralis,4
Downingia elegans,128
Hieracium murorum,81762
Hordeum pubiflorum,173
Pericallis hybrida,133
Poa flabellata,105
Rytidosperma racemosum,14803
Sagittaria teres,29
Samolus valerandi,34500
Sidalcea malviflora,1681
Thalia dealbata,143
Vallisneria natans,224
Euphorbia sareptana,7
Microthlaspi perfoliatum,36321
Thymelaea passerina,5771
Arceuthobium campylopodum,480
Arceuthobium pusillum,332
Arceuthobium vaginatum,436
Cladophora sericea,3046
Draba verna,153314
Kunzea ericoides,9014
Amelichloa brachychaeta,118
Billardiera heterophylla,1527
Jarava plumosa,229
Eragrostis paniciformis,139
Leptochloa,8898
Desmodium sandwicense,17
Geranium homeanum,3760
Geranium thunbergii,1319
Lachnagrostis filiformis,17030
Melastoma septemnervium,49
Melochia umbellata,293
Passiflora bicornis,378
Rytidosperma biannulare,148
Rytidosperma penicillatum,3541
Sparganium glomeratum,3872
Vachellia nilotica,7135
Antidesma bunius,677
Balanites aegyptiacus,0
Bromus diandrus var. rigidus,42
Brugmansia X candida,502
Clinopodium nepeta,17689
Campylopus pilifer,9765
Cecropia schreberiana ssp. antillarum,29
Ranunculus testiculatus,401
Matricaria chamomilla,147827
Tanacetum corymbosum,29887
Callitropsis arizonica,1
Datura quercifolia,332
Datura inoxia,0
Logfia gallica,10973
Rhamnus frangula,63824
Philenoptera cyanescens,557
Ehrharta stipoides,54881
Opuntia engelmannii,5233
Cenchrus clandestinus,11680
Cenchrus macrourus,1995
Polygonum aviculare ssp. depressum,2447
Persicaria nepalensis,1473
Rubus bifrons,6523
Rubus plicatus,157899
Schoenoplectus juncoides,575
Bolboschoenus maritimus,80865
Jacobaea vulgaris,239973
Stachytarpheta jamaicensis,2898
Macrochloa tenacissima,1006
Paraderris elliptica,103
Schedonorus pratensis,51180
Tripleurospermum inodorum,168848
Persicaria hydropiper,183227
Phedimus kamtschaticus,570
Xerochrysum bracteatum,6972
Cotoneaster franchetii,2121
Phyllostachys reticulata,1049
Sorghum X drummondii,260
Senecio glomeratus,0
Cynoglossum wallichii,168
Gamochaeta calviceps,1349
Jacobaea cannabifolia,547
Myosotis scorpioides,242634
Gnaphalium uliginosum,132001
Calceolaria tripartita,832
Citrus X aurantiifolia,921
Echinodorus bolivianus,4
Leptochloa fusca ssp. fascicularis,549
Nephrolepis brownii,648
Sambucus nigra ssp. canadensis,429
Agrostis hyemalis,1577
Alopecurus magellanicus,2558
Anchusa officinalis,25987
Kochia prostrata,742
Echinochloa turneriana,429
Euphorbia stricta,17929
Logfia arvensis,17013
Logfia minima,35678
Omalotheca supina,16944
Amphibromus neesii,562
Anthoxanthum nitens,22865
Lamium purpureum var. incisum,516
Lythrum hyssopifolia,23943
Claytonia sibirica,12223
Panicum paludosum,629
Hopia obtusa,941
Papaver orientale,1025
Physalis philadelphica var. immaculata,6
Physalis longifolia var. longifolia,443
Polygonatum latifolium,99
Aconogonon alpinum,544
Bistorta officinalis,47836
Potentilla thuringiaca,3966
Puccinellia distans ssp. hauptiana,7
Anemone pulsatilla,0
Rosa glauca,8854
Secale strictum,120
Sedum rupestre,0
Solanum villosum,4900
Dysphania aristata,276
Thymus praecox ssp. arcticus,249
Vicia cracca,353323
Symphyotrichum dumosum var. dumosum,40
Austroderia richardii,1349
Erodium cicutarium ssp. jacquinianum,11
Fumaria reuteri,908
Oenothera lindheimeri,652
Acmispon americanus var. americanus,1004
Opuntia,121132
Potentilla verna,151770
Sisyrinchium iridifolium,670
Achnatherum splendens,173
Utricularia ochroleuca,2170
Arida riparia,2
Hackelia deflexa var. americana,42
Luzula pallescens,11477
Nuphar microphylla,99
Hilaria jamesii,928
Potamogeton zosteriformis,656
Sphaeralcea bonariensis,276
Eragrostis pectinacea,5624
Matricaria discoidea,213881
Salicornia depressa,345
Callitriche terrestris,192
Carex canescens ssp. canescens,14883
Erigeron strigosus var. strigosus,650
Lilaeopsis carolinensis,65
Lotus parviflorus,2951
Parietaria floridana,175
Poa pratensis ssp. angustifolia,836
Scutellaria racemosa,664
Calystegia sepium ssp. americana,414
Physalis viscosa,734
Pleioblastus simonii,471
Eurybia schreberi,298
Bidens aurea,2071
Bromus condensatus,31
Montia parvifolia,787
Grindelia hirsutula,2206
Micranthemum umbrosum,290
Micranthemum micranthemoides,3
Shinnersia rivularis,38
Vallisneria americana,1240
Euphorbia chamaesyce,1730
Hordeum murinum ssp. glaucum,9204
Mentha X gracilis,0
Arthraxon hispidus var. hispidus,462
Opuntia engelmannii var. lindheimeri,485
Taraxacum officinale ssp. officinale,55
Eleutherococcus sieboldianus,130
Persicaria posumbu,2528
Tripidium ravennae ssp. ravennae,0
Rosa rubiginosa var. nemoralis,3
Acacia hockii,1048
Sagittaria guyanensis,20
Chrysanthemum macrophyllum,3
Scirpus grossus,87
Trachomitum venetum,21
Desmazeria marina,419
Serratula quinquefolia,3
Gagea arvensis,0
Muscari azureum,143
Bassia tricuspis,0
Chrysanthemum millefoliatum,1
Corispermum membranaceum,0
Crocus purpureus,5
Dentaria glandulosa,29
Eragrostis schimperi,0
Erigeron septentrionalis,265
Euonymus hederaceus,447
Ferulago campestris,425
Helipterum strictum,2
Hieracium brachiatum,18
Hieracium pachyodon,121
Hieracium speluncarum,73
Honorius nutans,1172
Hyacinthella rumelica,1
Oenothera issleri,120
Plantago holosteum,5999
Stellaria cupaniana,214
Arabidopsis pumila,16
Bufonia willkommiana,5
Centaurea nicaeensis,88
Chartolepis glastifolia,10
Chrysanthemum praealtum,1
Cotula dioica,4
Cynoglossum mathezii,13
Geranium rubescens,7
Geranium submolle,2
Haplophyllum villosum,9
Juncus glaucus,4
Odontites glutinosus,0
Alyssum libycum,3
Aster patulus,4
Chenopodium wolffii,0
Inula conyzae,17051
Leptinella squalida,957
Aconogonon coriarium,0
Aster versicolor,0
Chenopodium vachelii,0
Hylotelephium carpaticum,0
Phalacroloma septentrionale,24
Rhinanthus angustifolius,49605
Solanum tenuifolium,3
Clytostoma callistegioides,16
Erysimum wahlenbergii,1
Gladiolus blandus,5
Ligularia tussilaginea,13
Nolina recurvata,10
Pleioblastus argenteo-striatus,0
Tinantia fugax,9
Adenocaulon adhaerescens,6
Cyperus auricomus,30
Narcissus minor,1451
Senecio pauciflorus,13
Solanum microcarpum,0
Aponogeton fenestralis,1
Aponogeton kraussianus,0
Baumea rubiginosa,3600
Ceratochloa sitchensis,674
Convallaria bifolia,0
Cryptocoryne balansae,0
Echinodorus bleheri,0
Echinodorus horemanii,1
Echinodorus magdalenensis,0
Echinodorus schlueteri,0
Helichrysum bellidioides,10
Hieracium lanatum,13
Hieracium oblongum,79
Hieracium scotostictum,101
Nectaroscordum siculum,75
Selinum silaifolium,994
Anacyclus officinarum,2
Bunias arvensis,0
Festuca fallax,21
Hyoscyamus pallidus,1
Rubia iberica,2
Cassinia leptophylla,0
Retama raetum,0
Sedum gracile,70
Abutilon indicum,1387
Acacia cyclops,1977
Acrocarpus fraxinifolius,125
Alectra vogelii,66
Amaranthus graecizans,4310
Annona muricata,1201
Anubias afzelii,28
Aponogeton desertorum,79
Arceuthobium oxycedri,1397
Arctotheca calendula,19846
Arenaria montana,9855
Atriplex semibaccata,10311
Avena clauda,75
Barleria prionitis,269
Barringtonia asiatica,500
Bocconia frutescens,2948
Boehmeria penduliflora,169
Brassica procumbens,15
Caesalpinia violacea,146
Calendula stellata,101
Calotropis gigantea,755
Capsicum baccatum,1140
Cardiospermum grandiflorum,2629
Carduus pycnocephalus,12055
Caulerpa taxifolia,1319
Cedrela odorata,3122
Centaurea melitensis,14786
Centranthus longiflorus,107
Cerastium perfoliatum,339
Chondrilla juncea,27315
Chrysanthemoides monilifera,2400
Clematis vitalba,206046
Clivia nobilis,42
Conium maculatum,46249
Copaifera officinalis,92
Crupina vulgaris,7312
Cuscuta epithymum,30608
Cuscuta europaea,24289
Cuscuta reflexa,243
Cynara cardunculus,6345
Cynoglossum amabile,1453
Dactyloctenium australe,316
Dahlia imperialis,237
Desmostachya bipinnata,261
Diascia barberae,53
Digitaria debilis,461
Ehrharta erecta,9100
Emex australis,954
Enarthrocarpus clavatus,16
Eragrostis plana,416
Erepsia heteropetala,38
Erigeron karvinskianus,10099
Erodium botrys,6028
Erythrina poeppigiana,474
Eucalyptus,1150523
Eucalyptus cladocalyx,2112
Eucalyptus globulus,131326
Eucalyptus paniculata,3694
Fragaria vesca,347344
Fumaria densiflora,3799
Galega officinalis,10580
Galinsoga parviflora,34170
Geranium robertianum,434557
Goniolimon tataricum,307
Gymnocoronis spilanthoides,522
Haematoxylum campechianum,1490
Hakea gibbosa,776
Hakea sericea,6865
Halophila stipulacea,171
Hedychium gardnerianum,5798
Hovenia dulcis,710
Hyoscyamus niger,13660
Hyoscyamus pusillus,165
Hypericum androsaemum,24276
Hypericum perforatum,397491
Ipomoea carnea,2046
Isatis tinctoria,16098
Ixora finlaysoniana,162
Kalanchoe beharensis,112
Kyllinga polyphylla,62
Lagarosiphon major,2839
Lampranthus multiradiatus,305
Lappula barbata,538
Lathyrus setifolius,2363
Lepidium graminifolium,7068
Leucaena diversifolia,552
Ligustrum obtusifolium,1659
Ligustrum robustum subsp. walkeri,16
Ligustrum vulgare,277160
Linaria dalmatica,1144
Lonicera confusa,99
Lotus cytisoides,2287
Lotus drepanocarpus,11
Ludwigia hyssopifolia,2282
Marrubium vulgare,39040
Martynia annua,1330
Matthiola lunata,330
Medicago coronata,1588
Medicago murex,1156
Medicago rigidula,10498
Mentha pulegium,51563
Merremia peltata,351
Miconia calvescens,94563
Moraea miniata,536
Morus nigra,1311
Myroxylon balsamum,494
Neomarica caerulea,48
Nigella hispanica,1150
Noaea mucronata,1033
Nypa fruticans,259
Olea europaea subsp. cuspidata,3731
Ononis natrix,25100
Onopordum acaulon,45235
Opuntia microdasys,626
Ornithopus compressus,14237
Orobanche,114698
Orobanche cernua,1026
Orobanche crenata,1346
Orobanche ramosa,0
Oryza glaberrima,8689
Oryza punctata,458
Papaver dubium,84228
Parentucellia viscosa,10535
Passiflora maliformis,254
Passiflora subpeltata,1726
Passiflora tarminiana,523
Pelargonium inquinans,169
Pelargonium odoratissimum,135
Pelargonium peltatum,465
Pelargonium zonale,380
Phormium tenax,3890
Pinus halepensis,350629
Pinus oocarpa,1225
Pinus patula,1414
Pinus pinaster,252320
Pittosporum undulatum,21210
Portulaca quadrifida,365
Potentilla supina,10712
Prosopis glandulosa,5943
Pueraria phaseoloides,1307
Rauvolfia caffra,634
Reseda alba,5057
Rhamnus cathartica,97803
Rhamphicarpa fistulosa,350
Rhus longipes,218
Roystonea oleracea,57
Rubus alceifolius,480
Rumex bucephalophorus,9760
Rumex conglomeratus,97352
Rumex vesicarius,2492
Salix fragilis,71717
Salsola soda,1677
Sambucus nigra,487287
Scolymus maculatus,2088
Scrophularia auriculata,72582
Scrophularia canina,12426
Senecio glastifolius,364
Senecio inaequidens,89814
Senecio madagascariensis,10267
Senecio pterophorus,4027
Senna hirsuta,2170
Sida linifolia,1831
Sideritis montana,1445
Solanum campylacanthum,4551
Solanum mammosum,533
Sonchus arvensis,175885
Spartium junceum,19965
Sterculia foetida,151
Striga aspera,283
Striga densiflora,3
Striga hermonthica,1051
Strobilanthes hamiltoniana,124
Tectona grandis,1509
Tephrosia vogelii,473
Tibouchina urvilleana,540
Toona sinensis,318
Torilis japonica,139876
Trifolium angustifolium,21461
Trifolium argutum,740
Trifolium constantinopolitanum,71
Trifolium isthmocarpum,655
Trifolium ligusticum,2643
Trifolium phleoides,284
Trigonella maritima,26
Triplaris americana,734
Ulex europaeus,142526
Ulva pertusa,506
Vicia disperma,2065
Vulpia ligustica,419
Zaleya pentandra,394
Arceuthobium minutissimum,12
Arceuthobium pini,57
Artemisia capillaris,708
Berberis vulgaris,61176
Buddleja asiatica,964
Bunias orientalis,28180
Carduus crispus,83302
Centaurea iberica,1188
Centaurea macrocephala,187
Cynoglossum officinale,39905
Echinops sphaerocephalus,12298
Erechtites valerianifolius,2123
Fragaria viridis,37046
Geranium himalayense,357
Geranium nepalense,1216
Glycosmis pentaphylla,257
Hydrocharis morsus-ranae,61866
Impatiens parviflora,57764
Lepidium perfoliatum,2346
Lepidium pinnatifidum,247
Lilium monadelphum,69
Linaria genistifolia,972
Lindernia anagallis,110
Lupinus polyphyllus,111039
Mangifera sylvatica,47
Myagrum perfoliatum,3337
Pimpinella saxifraga,231697
Pluchea indica,486
Primula elatior,118741
Pterocarpus macrocarpus,146
Pueraria montana var. thomsonii,0
Salsola paulsenii,70
Salvia verticillata,9106
Scrophularia scopolii,188
Secale sylvestre,257
Trifolium diffusum,616
Veronica chamaedrys,360373
Vicia sepium,256952
Xyris complanata,2694
Carex kobomugi,349
Euonymus fortunei,3844
Jasminum beesianum,98
Leersia japonica,119
Leonurus sibiricus,926
Ligustrum henryi,462
Phyllostachys aureosulcata,36
Rhamnus davurica,300
Rhododendron ponticum,36369
Rubus cockburnianus,266
Rubus tricolor,410
Solidago canadensis,82801
Spiraea chamaedryfolia,3017
Symphyotrichum novi-belgii,14393
Thalictrum delavayi,963
Thalictrum simplex,11452
Celastrus orbiculatus,6622
Commelina paludosa,440
Gaultheria shallon,4247
Lathyrus japonicus,11108
Lonicera standishii,33
Photinia beauverdiana,989
Potamogeton natans,107500
Salsola collina,865
Urtica cannabina,216
Acer pseudoplatanus,427813
Avena sterilis subsp. ludoviciana,2219
Cryptocoryne retrospiralis,6
Dendrophthoe,4480
Fraxinus uhdei,861
Geranium pratense,42600
Ludwigia perennis,1391
Sagittaria sagittifolia,57441
Sanchezia parvibracteata,135
Sonchus wightianus,72
Wolffia arrhiza,10762
Alpinia purpurata,839
Austroeupatorium inulifolium,802
Enchylaena tomentosa,30865
Gladiolus palustris,1751
Heracleum persicum,238
Lepidium spinosum,84
Oenothera rosea,5864
Orlaya grandiflora,6283
Salvia pinnata,112
Schoenefeldia gracilis,5683
Solanum quitoense,512
Spinacia turkestanica,112
Sternbergia lutea,792
Acer rufinerve,1599
Artemisia sieversiana,668
Arundinella hirta,2691
Cirsium ochrocentrum,489
Gratiola officinalis,8870
Ligusticum scoticum,8868
Lisaea heterocarpa,11
Potentilla supina var. ternata,150
Sanguisorba x tenuifolia,168
Satureja montana,13080
Cryptocoryne lingua,2
Ottochloa nodosa,408
Stenochlaena palustris,1277
Onopordum illyricum,1795
Bellevalia trifoliata,172
Gahnia aspera subsp. globosa,2
Galanthus reginae-olgae,16
Geranium psilostemon,87
Hydrocotyle ramiflora,699
Oldenlandia capensis,180
Oxyspora paniculata,260
Pinus contorta,8876
Piper sarmentosum,322
Schoenoplectiella supina,1329
Alternanthera halimifolia,157
Begonia nelumbiifolia,236
Carludovica palmata,565
Catalpa longissima,97
Cirsium mexicanum,580
Citharexylum ellipticum,99
Costus scaber,1751
Crotalaria maypurensis,830
Cuscuta,83319
Dalea scandens,191
Echinodorus grisebachii,82
Flemingia lineata,544
Helenium quadridentatum,295
Heliocarpus donnellsmithii,791
Ipomoea obscura,2514
Ixora thwaitesii,6
Lantana x strigocamara,135
Mimosa casta,45
Mimosa ceratonia,123
Plectranthus monostachyus,642
Pterolepis glomerata,615
Ruellia macrophylla,118
Rytidostylis carthagenensis,158
Salvinia,14275
Solanum wendlandii,417
Triumfetta bogotensis,925
Typha x glauca,2184
Viguiera dentata,3023
Achillea ptarmica,179967
Anchusa thessala,11
Asperugo procumbens,9514
Atriplex argentea,401
Blumenbachia insignis,79
Bombycilaena erecta,12963
Calotis lappulacea,6442
Calystegia sepium,376620
Carlina vulgaris,98981
Caucalis platycarpos subsp. bischoffii,0
Chenopodium polyspermum,50311
Chloris pumilio,288
Cichorium endivia,1394
Corynephorus divaricatus,1601
Crambe koktebelica,27
Daucus glochidiatus,21382
Draba aizoides,11581
Dysphania glomulifera,1456
Elymus scabrus,7
Eriolobus trilobatus,50
Fimbristylis bisumbellata,695
Fumaria kralikii,177
Fumaria schleicheri,1039
Gagea granulosa,73
Galega orientalis,1155
Galeopsis tetrahit,260379
Galium album,129393
Geranium sylvaticum,147026
Helictotrichon pratense,23982
Heliotropium dolosum,115
Heteranthera zosterifolia,65
Hieracium amplexicaule,8095
Hieracium pannosum,78
Hydrocotyle novae-zelandiae,0
Inula ensifolia,472
Inula germanica,0
Inula hirta,0
Inula spiraeifolia,15
Juncus radula,1032
Kickxia commutata,1275
Knautia integrifola,0
Lamium purpureum var. moluccellifolium,2
Laserpitium archangelica,0
Leontice leontopetalum,255
Lepidium schinzii,32
Limonium platyphyllum,32
Limosella aquatica,15095
Linaria arvensis,4898
Linaria caesia,204
Linaria chalepensis,190
Linaria hirta,1165
Linaria purpurea,6901
Linaria supina,11339
Linaria triornithophora,1133
Lobelia pedunculata,2476
Lobelia siphilitica,3240
Lysichiton camtschatcensis,250
Lysimachia atropurpurea,73
Lythrum junceum,4773
Lythrum virgatum,398
Malcolmia chia,255
Malope malacoides,257
Malvella sherardiana,149
Meum athamanticum,17312
Mimulus moschatus,1413
Minuartia viscosa,816
Myosotis ramosissima,59385
Nepeta sibirica,231
