Taxon,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date
Cephaleuros virescens,,,virescens,NA,NA,,,,FALSE,1.1,,,Cephaleuros,,virescens,NA,,,,,TRUE,FALSE,FALSE,2021-08-03
Cerastium perfoliatum,Cerastium,,perfoliatum,NA,NA,,,kew-2710727,TRUE,1.1,Accepted,Caryophyllaceae,Cerastium,,perfoliatum,,,L.,kew-2710727,Accepted,FALSE,FALSE,FALSE,2021-08-03
Ceratocephala testiculata,Ceratocephala,,testiculata,NA,NA,,,kew-2711093,TRUE,1.1,Accepted,Ranunculaceae,Ceratocephala,,testiculata,,,(Crantz) Besser,kew-2711093,Accepted,FALSE,FALSE,FALSE,2021-08-03
Chamomilla recutita,Chamomilla,,recutita,NA,NA,,,gcc-109955,TRUE,1.1,Synonym,Compositae,Matricaria,,chamomilla,,,L.,gcc-103038,Accepted,FALSE,FALSE,FALSE,2021-08-03
Chenopodium album,Chenopodium,,album,NA,NA,,,kew-2716945,TRUE,1.1,Accepted,Amaranthaceae,Chenopodium,,album,,,L.,kew-2716945,Accepted,FALSE,FALSE,FALSE,2021-08-03
Chloris barbata,Chloris,,barbata,NA,NA,,,kew-404690,TRUE,1.1,Accepted,Poaceae,Chloris,,barbata,,,Sw.,kew-404690,Accepted,FALSE,FALSE,FALSE,2021-08-03
Chondrilla juncea,Chondrilla,,juncea,NA,NA,,,gcc-129129,TRUE,1.1,Accepted,Compositae,Chondrilla,,juncea,,,L.,gcc-129129,Accepted,FALSE,FALSE,FALSE,2021-08-03
Chrysanthemoides monilifera,Chrysanthemoides,,monilifera,NA,NA,,,gcc-81550,TRUE,1.1,Accepted,Compositae,Chrysanthemoides,,monilifera,,,(L.) Norl.,gcc-81550,Accepted,FALSE,FALSE,FALSE,2021-08-03
Chrysanthemum corymbosum,Chrysanthemum,,corymbosum,NA,NA,,,gcc-32030,TRUE,1.1,Synonym,Compositae,Tanacetum,,corymbosum,,,(L.) Sch.Bip.,gcc-103006,Accepted,FALSE,FALSE,FALSE,2021-08-03
Chrysopogon aciculatus,Chrysopogon,,aciculatus,NA,NA,,,kew-405042,TRUE,1.1,Accepted,Poaceae,Chrysopogon,,aciculatus,,,(Retz.) Trin.,kew-405042,Accepted,FALSE,FALSE,FALSE,2021-08-03
Cinchona pubescens,Cinchona,,pubescens,NA,NA,,,kew-40760,TRUE,1.1,Accepted,Rubiaceae,Cinchona,,pubescens,,,Vahl,kew-40760,Accepted,FALSE,FALSE,FALSE,2021-08-03
Cinnamomum verum,Cinnamomum,,verum,NA,NA,,,kew-2721692,TRUE,1.1,Accepted,Lauraceae,Cinnamomum,,verum,,,J.Presl,kew-2721692,Accepted,FALSE,FALSE,FALSE,2021-08-03
Cirsium arvense,Cirsium,,arvense,NA,NA,,,gcc-106632,TRUE,1.1,Accepted,Compositae,Cirsium,,arvense,,,(L.) Scop.,gcc-106632,Accepted,FALSE,FALSE,FALSE,2021-08-03
Clematis vitalba,Clematis,,vitalba,NA,NA,,,kew-2726964,TRUE,1.1,Accepted,Ranunculaceae,Clematis,,vitalba,,,L.,kew-2726964,Accepted,FALSE,FALSE,FALSE,2021-08-03
Clidemia hirta,Clidemia,,hirta,NA,NA,,,tro-20302133,TRUE,1.1,Accepted,Melastomataceae,Clidemia,,hirta,,,(L.) D. Don,tro-20302133,Accepted,FALSE,FALSE,FALSE,2021-08-03
Clivia nobilis,Clivia,,nobilis,NA,NA,,,kew-302706,TRUE,1.1,Accepted,Amaryllidaceae,Clivia,,nobilis,,,Lindl.,kew-302706,Accepted,FALSE,FALSE,FALSE,2021-08-03
Codium fragile subsp. tomentosoides,Codium,,fragile,NA,subsp.,tomentosoides,,,FALSE,1.1,,,Codium,,fragile,subsp.,tomentosoides,,,,TRUE,FALSE,FALSE,2021-08-03
Codium parvulum,Codium,,parvulum,NA,NA,,,,FALSE,1.1,,,Codium,,parvulum,NA,,,,,TRUE,FALSE,FALSE,2021-08-03
Colpomenia peregrina,,,peregrina,NA,NA,,,,FALSE,1.1,,,Colpomenia,,peregrina,NA,,,,,TRUE,FALSE,FALSE,2021-08-03
Conium maculatum,Conium,,maculatum,NA,NA,,,kew-2734165,TRUE,1.1,Accepted,Apiaceae,Conium,,maculatum,,,L.,kew-2734165,Accepted,FALSE,FALSE,FALSE,2021-08-03
Conyza bonariensis,Conyza,,bonariensis,NA,NA,,,gcc-142320,TRUE,1.1,Synonym,Compositae,Erigeron,,bonariensis,,,L.,gcc-32032,Accepted,FALSE,FALSE,FALSE,2021-08-03
Conyza sumatrensis,Conyza,,sumatrensis,NA,NA,,,gcc-30092,TRUE,1.1,Accepted,Compositae,Conyza,,sumatrensis,,,(S.F.Blake) Pruski & G.Sancho,gcc-30092,Accepted,FALSE,FALSE,FALSE,2021-08-03
Copaifera officinalis,Copaifera,,officinalis,NA,NA,,,ild-1166,TRUE,1.1,Accepted,Leguminosae,Copaifera,,officinalis,,,L.,ild-1166,Accepted,FALSE,FALSE,FALSE,2021-08-03
Corchorus aestuans,Corchorus,,aestuans,NA,NA,,,kew-2736302,TRUE,1.1,Accepted,Malvaceae,Corchorus,,aestuans,,,L.,kew-2736302,Accepted,FALSE,FALSE,FALSE,2021-08-03
Coriandrum sativum,Coriandrum,,sativum,NA,NA,,,kew-2737546,TRUE,1.1,Accepted,Apiaceae,Coriandrum,,sativum,,,L.,kew-2737546,Accepted,FALSE,FALSE,FALSE,2021-08-03
Cortaderia jubata,Cortaderia,,jubata,NA,NA,,,kew-405788,TRUE,1.1,Accepted,Poaceae,Cortaderia,,jubata,,,(Lemoine ex Carrière) Stapf,kew-405788,Accepted,FALSE,FALSE,FALSE,2021-08-03
Cortaderia selloana,Cortaderia,,selloana,NA,NA,,,kew-405805,TRUE,1.1,Accepted,Poaceae,Cortaderia,,selloana,,,(Schult. & Schult.f.) Asch. & Graebn.,kew-405805,Accepted,FALSE,FALSE,FALSE,2021-08-03
Corymbia citriodora,Corymbia,,citriodora,NA,NA,,,kew-47992,TRUE,1.1,Accepted,Myrtaceae,Corymbia,,citriodora,,,(Hook.) K.D.Hill & L.A.S.Johnson,kew-47992,Accepted,FALSE,FALSE,FALSE,2021-08-03
Cotoneaster horizontalis,Cotoneaster,,horizontalis,NA,NA,,,rjp-1169,TRUE,1.1,Accepted,Rosaceae,Cotoneaster,,horizontalis,,,Decne.,rjp-1169,Accepted,FALSE,FALSE,FALSE,2021-08-03
Crassula ovata,Crassula,,ovata,NA,NA,,,kew-2741970,TRUE,1.1,Accepted,Crassulaceae,Crassula,,ovata,,,(Mill.) Druce,kew-2741970,Accepted,FALSE,FALSE,FALSE,2021-08-03
Crataegus monogyna,Crataegus,,monogyna,NA,NA,,,rjp-49,TRUE,1.1,Accepted,Rosaceae,Crataegus,,monogyna,,,Jacq.,rjp-49,Accepted,FALSE,FALSE,FALSE,2021-08-03
Crupina vulgaris,Crupina,,vulgaris,NA,NA,,,gcc-3691,TRUE,1.1,Accepted,Compositae,Crupina,,vulgaris,,,Pers. ex Cass.,gcc-3691,Accepted,FALSE,FALSE,FALSE,2021-08-03
Crypsis schoenoides,Crypsis,,schoenoides,NA,NA,,,kew-405983,TRUE,1.1,Accepted,Poaceae,Crypsis,,schoenoides,,,(L.) Lam.,kew-405983,Accepted,FALSE,FALSE,FALSE,2021-08-03
Crypsis vaginiflora,Crypsis,,vaginiflora,NA,NA,,,kew-405992,TRUE,1.1,Accepted,Poaceae,Crypsis,,vaginiflora,,,(Forssk.) Opiz,kew-405992,Accepted,FALSE,FALSE,FALSE,2021-08-03
Cuphea hyssopifolia,Cuphea,,hyssopifolia,NA,NA,,,kew-2748114,TRUE,1.1,Accepted,Lythraceae,Cuphea,,hyssopifolia,,,Kunth,kew-2748114,Accepted,FALSE,FALSE,FALSE,2021-08-03
Cupressus arizonica,Cupressus,,arizonica,NA,NA,,,kew-2748585,TRUE,1.1,Accepted,Cupressaceae,Cupressus,,arizonica,,,Greene,kew-2748585,Accepted,FALSE,FALSE,FALSE,2021-08-03
Cuscuta epithymum,Cuscuta,,epithymum,NA,NA,,,tro-8500035,TRUE,1.1,Accepted,Convolvulaceae,Cuscuta,,epithymum,,,(L.) L.,tro-8500035,Accepted,FALSE,FALSE,FALSE,2021-08-03
Cuscuta europaea,Cuscuta,,europaea,NA,NA,,,tro-8501087,TRUE,1.1,Accepted,Convolvulaceae,Cuscuta,,europaea,,,L.,tro-8501087,Accepted,FALSE,FALSE,FALSE,2021-08-03
Cuscuta reflexa,Cuscuta,,reflexa,NA,NA,,,tro-8500037,TRUE,1.1,Accepted,Convolvulaceae,Cuscuta,,reflexa,,,Roxb.,tro-8500037,Accepted,FALSE,FALSE,FALSE,2021-08-03
Cutandia memphitica,Cutandia,,memphitica,NA,NA,,,kew-406073,TRUE,1.1,Accepted,Poaceae,Cutandia,,memphitica,,,(Spreng.) Benth.,kew-406073,Accepted,FALSE,FALSE,FALSE,2021-08-03
Cyclosorus parasiticus,Cyclosorus,,parasiticus,NA,NA,,,tro-26600117,TRUE,1.1,Accepted,Thelypteridaceae,Cyclosorus,,parasiticus,,,(L.) Farw.,tro-26600117,Accepted,FALSE,FALSE,FALSE,2021-08-03
Cylindropuntia fulgida,Cylindropuntia,,fulgida,NA,NA,,,kew-2750396,TRUE,1.1,Accepted,Cactaceae,Cylindropuntia,,fulgida,,,(Engelm.) F.M.Knuth,kew-2750396,Accepted,FALSE,FALSE,FALSE,2021-08-03
Cylindropuntia rosea,Cylindropuntia,,rosea,NA,NA,,,kew-2750442,TRUE,1.1,Accepted,Cactaceae,Cylindropuntia,,rosea,,,(DC.) Backeb.,kew-2750442,Accepted,FALSE,FALSE,FALSE,2021-08-03
Cymbopogon citratus,Cymbopogon,,citratus,NA,NA,,,kew-406132,TRUE,1.1,Accepted,Poaceae,Cymbopogon,,citratus,,,(DC.) Stapf,kew-406132,Accepted,FALSE,FALSE,FALSE,2021-08-03
Cynara cardunculus,Cynara,,cardunculus,NA,NA,,,gcc-112928,TRUE,1.1,Accepted,Compositae,Cynara,,cardunculus,,,L.,gcc-112928,Accepted,FALSE,FALSE,FALSE,2021-08-03
Cynodon plectostachyus,Cynodon,,plectostachyus,NA,NA,,,kew-406415,TRUE,1.1,Accepted,Poaceae,Cynodon,,plectostachyus,,,(K.Schum.) Pilg.,kew-406415,Accepted,FALSE,FALSE,FALSE,2021-08-03
Cynoglossum amabile,Cynoglossum,,amabile,NA,NA,,,kew-2751851,TRUE,1.1,Accepted,Boraginaceae,Cynoglossum,,amabile,,,Stapf & J.R.Drumm.,kew-2751851,Accepted,FALSE,FALSE,FALSE,2021-08-03
Cyperus imbricatus,Cyperus,,imbricatus,NA,NA,,,kew-237000,TRUE,1.1,Accepted,Cyperaceae,Cyperus,,imbricatus,,,Retz.,kew-237000,Accepted,FALSE,FALSE,FALSE,2021-08-03
Cyperus iria,Cyperus,,iria,NA,NA,,,kew-237067,TRUE,1.1,Accepted,Cyperaceae,Cyperus,,iria,,,L.,kew-237067,Accepted,FALSE,FALSE,FALSE,2021-08-03
Cytisus scoparius,Cytisus,,scoparius,NA,NA,,,ild-8778,TRUE,1.1,Accepted,Leguminosae,Cytisus,,scoparius,,,(L.) Link,ild-8778,Accepted,FALSE,FALSE,FALSE,2021-08-03
Dactyloctenium australe,Dactyloctenium,,australe,NA,NA,,,kew-406849,TRUE,1.1,Accepted,Poaceae,Dactyloctenium,,australe,,,Steud.,kew-406849,Accepted,FALSE,FALSE,FALSE,2021-08-03
Dahlia imperialis,Dahlia,,imperialis,NA,NA,,,gcc-36687,TRUE,1.1,Accepted,Compositae,Dahlia,,imperialis,,,Roezl ex Ortgies,gcc-36687,Accepted,FALSE,FALSE,FALSE,2021-08-03
Danthonia decumbens,Danthonia,,decumbens,NA,NA,,,kew-407014,TRUE,1.1,Accepted,Poaceae,Danthonia,,decumbens,,,(L.) DC.,kew-407014,Accepted,FALSE,FALSE,FALSE,2021-08-03
Datura ferox,Datura,,ferox,NA,NA,,,kew-2757788,TRUE,1.1,Accepted,Solanaceae,Datura,,ferox,,,L.,kew-2757788,Accepted,FALSE,FALSE,FALSE,2021-08-03
Datura innoxia,Datura,,innoxia,NA,NA,,,kew-2757799,TRUE,1.1,Accepted,Solanaceae,Datura,,innoxia,,,Mill.,kew-2757799,Accepted,FALSE,FALSE,FALSE,2021-08-03
Delairea odorata,Delairea,,odorata,NA,NA,,,gcc-26037,TRUE,1.1,Accepted,Compositae,Delairea,,odorata,,,Lem.,gcc-26037,Accepted,FALSE,FALSE,FALSE,2021-08-03
Dendrocalamus strictus,Dendrocalamus,,strictus,NA,NA,,,kew-407508,TRUE,1.1,Accepted,Poaceae,Dendrocalamus,,strictus,,,(Roxb.) Nees,kew-407508,Accepted,FALSE,FALSE,FALSE,2021-08-03
Descurainia sophia,Descurainia,,sophia,NA,NA,,,kew-2761851,TRUE,1.1,Accepted,Brassicaceae,Descurainia,,sophia,,,(L.) Webb ex Prantl,kew-2761851,Accepted,FALSE,FALSE,FALSE,2021-08-03
Desmostachya bipinnata,Desmostachya,,bipinnata,NA,NA,,,kew-407869,TRUE,1.1,Accepted,Poaceae,Desmostachya,,bipinnata,,,(L.) Stapf,kew-407869,Accepted,FALSE,FALSE,FALSE,2021-08-03
Diascia barberae,Diascia,,barberae,NA,NA,,,kew-2765320,TRUE,1.1,Accepted,Scrophulariaceae,Diascia,,barberae,,,Hook.f.,kew-2765320,Accepted,FALSE,FALSE,FALSE,2021-08-03
Dichanthium annulatum,Dichanthium,,annulatum,NA,NA,,,kew-408597,TRUE,1.1,Accepted,Poaceae,Dichanthium,,annulatum,,,(Forssk.) Stapf,kew-408597,Accepted,FALSE,FALSE,FALSE,2021-08-03
Dichanthium caricosum,Dichanthium,,caricosum,NA,NA,,,kew-408606,TRUE,1.1,Accepted,Poaceae,Dichanthium,,caricosum,,,(L.) A.Camus,kew-408606,Accepted,FALSE,FALSE,FALSE,2021-08-03
Digitaria abyssinica,Digitaria,,abyssinica,NA,NA,,,kew-408721,TRUE,1.1,Accepted,Poaceae,Digitaria,,abyssinica,,,(A.Rich.) Stapf,kew-408721,Accepted,FALSE,FALSE,FALSE,2021-08-03
Digitaria debilis,Digitaria,,debilis,NA,NA,,,kew-408903,TRUE,1.1,Accepted,Poaceae,Digitaria,,debilis,,,(Desf.) Willd.,kew-408903,Accepted,FALSE,FALSE,FALSE,2021-08-03
Digitaria fuscescens,Digitaria,,fuscescens,NA,NA,,,kew-409011,TRUE,1.1,Accepted,Poaceae,Digitaria,,fuscescens,,,(J.Presl) Henrard,kew-409011,Accepted,FALSE,FALSE,FALSE,2021-08-03
Dioscorea cayenensis,Dioscorea,,cayenensis,NA,NA,,,tro-11000519,TRUE,1.1,Accepted,Dioscoreaceae,Dioscorea,,cavenensis,,,Lam.,tro-11000519,Accepted,TRUE,FALSE,FALSE,2021-08-03
Dovyalis caffra,Dovyalis,,caffra,NA,NA,,,kew-4776111,TRUE,1.1,Accepted,Salicaceae,Dovyalis,,caffra,,,(Hook.f. & Harv.) Sim,kew-4776111,Accepted,FALSE,FALSE,FALSE,2021-08-03
Echinochloa pyramidalis,Echinochloa,,pyramidalis,NA,NA,,,kew-410353,TRUE,1.1,Accepted,Poaceae,Echinochloa,,pyramidalis,,,(Lam.) Hitchc. & Chase,kew-410353,Accepted,FALSE,FALSE,FALSE,2021-08-03
Echium plantagineum,Echium,,plantagineum,NA,NA,,,kew-2784282,TRUE,1.1,Accepted,Boraginaceae,Echium,,plantagineum,,,L.,kew-2784282,Accepted,FALSE,FALSE,FALSE,2021-08-03
Ehrharta calycina,Ehrharta,,calycina,NA,NA,,,kew-410473,TRUE,1.1,Accepted,Poaceae,Ehrharta,,calycina,,,Sm.,kew-410473,Accepted,FALSE,FALSE,FALSE,2021-08-03
Ehrharta erecta,Ehrharta,,erecta,NA,NA,,,kew-410495,TRUE,1.1,Accepted,Poaceae,Ehrharta,,erecta,,,Lam.,kew-410495,Accepted,FALSE,FALSE,FALSE,2021-08-03
Elephantopus mollis,Elephantopus,,mollis,NA,NA,,,gcc-112146,TRUE,1.1,Accepted,Compositae,Elephantopus,,mollis,,,Kunth,gcc-112146,Accepted,FALSE,FALSE,FALSE,2021-08-03
Elymus repens,Elymus,,repens,NA,NA,,,kew-411505,TRUE,1.1,Accepted,Poaceae,Elymus,,repens,,,(L.) Gould,kew-411505,Accepted,FALSE,FALSE,FALSE,2021-08-03
Emex australis,Emex,,australis,NA,NA,,,kew-2788376,TRUE,1.1,Accepted,Polygonaceae,Emex,,australis,,,Steinh.,kew-2788376,Accepted,FALSE,FALSE,FALSE,2021-08-03
Enarthrocarpus clavatus,Enarthrocarpus,,clavatus,NA,NA,,,kew-2788559,TRUE,1.1,Accepted,Brassicaceae,Enarthrocarpus,,clavatus,,,Delile ex Godr.,kew-2788559,Accepted,FALSE,FALSE,FALSE,2021-08-03
Eragrostis plana,Eragrostis,,plana,NA,NA,,,kew-413029,TRUE,1.1,Accepted,Poaceae,Eragrostis,,plana,,,Nees,kew-413029,Accepted,FALSE,FALSE,FALSE,2021-08-03
Eragrostis trichophora,Eragrostis,,trichophora,NA,NA,,,kew-413316,TRUE,1.1,Synonym,Poaceae,Eragrostis,,cylindriflora,,,Hochst.,kew-412447,Accepted,FALSE,FALSE,FALSE,2021-08-03
Erepsia heteropetala,Erepsia,,heteropetala,NA,NA,,,kew-2792420,TRUE,1.1,Accepted,Aizoaceae,Erepsia,,heteropetala,,,(Haw.) Schwantes,kew-2792420,Accepted,FALSE,FALSE,FALSE,2021-08-03
Erigeron karvinskianus,Erigeron,,karvinskianus,NA,NA,,,gcc-105730,TRUE,1.1,Unresolved,Compositae,Erigeron,,karvinskianus,,,DC.,gcc-105730,Unresolved,FALSE,FALSE,FALSE,2021-08-03
Eriobotrya japonica,Eriobotrya,,japonica,NA,NA,,,rjp-1354,TRUE,1.1,Accepted,Rosaceae,Eriobotrya,,japonica,,,(Thunb.) Lindl.,rjp-1354,Accepted,FALSE,FALSE,FALSE,2021-08-03
Erodium botrys,Erodium,,botrys,NA,NA,,,kew-2798142,TRUE,1.1,Accepted,Geraniaceae,Erodium,,botrys,,,(Cav.) Bertol.,kew-2798142,Accepted,FALSE,FALSE,FALSE,2021-08-03
Erythrina berteroana,Erythrina,,berteroana,NA,NA,,,ild-2674,TRUE,1.1,Accepted,Leguminosae,Erythrina,,berteroana,,,Urb.,ild-2674,Accepted,FALSE,FALSE,FALSE,2021-08-03
Erythrina poeppigiana,Erythrina,,poeppigiana,NA,NA,,,ild-12331,TRUE,1.1,Accepted,Leguminosae,Erythrina,,poeppigiana,,,(Walp.) O.F.Cook,ild-12331,Accepted,FALSE,FALSE,FALSE,2021-08-03
Etlingera elatior,Etlingera,,elatior,NA,NA,,,kew-244696,TRUE,1.1,Accepted,Zingiberaceae,Etlingera,,elatior,,,(Jack) R.M.Sm.,kew-244696,Accepted,FALSE,FALSE,FALSE,2021-08-03
Eucalyptus,Eucalyptus,,NA,NA,NA,,,,FALSE,1.1,,,Eucalyptus,,NA,NA,,,,,FALSE,FALSE,FALSE,2021-08-03
Eucalyptus camaldulensus,Eucalyptus,,camaldulensus,NA,NA,,,kew-72616,TRUE,1.1,Accepted,Myrtaceae,Eucalyptus,,camaldulensis,,,Dehnh.,kew-72616,Accepted,TRUE,FALSE,FALSE,2021-08-03
Eucalyptus cladocalyx,Eucalyptus,,cladocalyx,NA,NA,,,kew-72677,TRUE,1.1,Accepted,Myrtaceae,Eucalyptus,,cladocalyx,,,F.Muell.,kew-72677,Accepted,FALSE,FALSE,FALSE,2021-08-03
Eucalyptus globulus,Eucalyptus,,globulus,NA,NA,,,kew-73008,TRUE,1.1,Accepted,Myrtaceae,Eucalyptus,,globulus,,,Labill.,kew-73008,Accepted,FALSE,FALSE,FALSE,2021-08-03
Eucalyptus paniculata,Eucalyptus,,paniculata,NA,NA,,,kew-73562,TRUE,1.1,Accepted,Myrtaceae,Eucalyptus,,paniculata,,,Sm.,kew-73562,Accepted,FALSE,FALSE,FALSE,2021-08-03
Eucalyptus sideroxylon,Eucalyptus,,sideroxylon,NA,NA,,,kew-73898,TRUE,1.1,Accepted,Myrtaceae,Eucalyptus,,sideroxylon,,,A.Cunn. ex Woolls,kew-73898,Accepted,FALSE,FALSE,FALSE,2021-08-03
Euphorbia terracina,Euphorbia,,terracina,NA,NA,,,kew-82490,TRUE,1.1,Accepted,Euphorbiaceae,Euphorbia,,terracina,,,L.,kew-82490,Accepted,FALSE,FALSE,FALSE,2021-08-03
Euphorbia umbellata,Euphorbia,,umbellata,NA,NA,,,kew-345129,TRUE,1.1,Accepted,Euphorbiaceae,Euphorbia,,umbellata,,,(Pax) Bruyns,kew-345129,Accepted,FALSE,FALSE,FALSE,2021-08-03
Euryops chrysanthemoides,Euryops,,chrysanthemoides,NA,NA,,,gcc-13619,TRUE,1.1,Accepted,Compositae,Euryops,,chrysanthemoides,,,(DC.) B.Nord.,gcc-13619,Accepted,FALSE,FALSE,FALSE,2021-08-03
Falcataria moluccana,Falcataria,,moluccana,NA,NA,,,ild-42690,TRUE,1.1,Accepted,Leguminosae,Falcataria,,moluccana,,,(Miq.) Barneby & J.W.Grimes,ild-42690,Accepted,FALSE,FALSE,FALSE,2021-08-03
Fallopia sachalinensis,Fallopia,,sachalinensis,NA,NA,,,kew-2807657,TRUE,1.1,Unresolved,Polygonaceae,Fallopia,,sachalinensis,,,(F.Schmidt) Ronse Decr.,kew-2807657,Unresolved,FALSE,FALSE,FALSE,2021-08-03
Filago gallica,Filago,,gallica,NA,NA,,,gcc-116641,TRUE,1.1,Accepted,Compositae,Filago,,gallica,,,(L.) L.,gcc-116641,Accepted,FALSE,FALSE,FALSE,2021-08-03
Flemingia macrophylla,Flemingia,,macrophylla,NA,NA,,,ild-41470,TRUE,1.1,Accepted,Leguminosae,Flemingia,,macrophylla,,,(Willd.) Merr.,ild-41470,Accepted,FALSE,FALSE,FALSE,2021-08-03
Flemingia strobilifera,Flemingia,,strobilifera,NA,NA,,,ild-41472,TRUE,1.1,Accepted,Leguminosae,Flemingia,,strobilifera,,,(L.) W.T.Aiton,ild-41472,Accepted,FALSE,FALSE,FALSE,2021-08-03
Fragaria vesca,Fragaria,,vesca,NA,NA,,,rjp-23,TRUE,1.1,Accepted,Rosaceae,Fragaria,,vesca,,,L.,rjp-23,Accepted,FALSE,FALSE,FALSE,2021-08-03
Frangula alnus,Frangula,,alnus,NA,NA,,,kew-2814031,TRUE,1.1,Accepted,Rhamnaceae,Frangula,,alnus,,,Mill.,kew-2814031,Accepted,FALSE,FALSE,FALSE,2021-08-03
Fumaria densiflora,Fumaria,,densiflora,NA,NA,,,kew-2815356,TRUE,1.1,Accepted,Papaveraceae,Fumaria,,densiflora,,,DC.,kew-2815356,Accepted,FALSE,FALSE,FALSE,2021-08-03
Galega officinalis,Galega,,officinalis,NA,NA,,,ild-7674,TRUE,1.1,Accepted,Leguminosae,Galega,,officinalis,,,L.,ild-7674,Accepted,FALSE,FALSE,FALSE,2021-08-03
Galinsoga parviflora,Galinsoga,,parviflora,NA,NA,,,gcc-96478,TRUE,1.1,Accepted,Compositae,Galinsoga,,parviflora,,,Cav.,gcc-96478,Accepted,FALSE,FALSE,FALSE,2021-08-03
Genista monspessulana,Genista,,monspessulana,NA,NA,,,ild-8410,TRUE,1.1,Accepted,Leguminosae,Genista,,monspessulana,,,(L.) L.A.S.Johnson,ild-8410,Accepted,FALSE,FALSE,FALSE,2021-08-03
Genista stenopetala,Genista,,stenopetala,NA,NA,,,ild-31957,TRUE,1.1,Accepted,Leguminosae,Genista,,stenopetala,,,Webb & Berthel.,ild-31957,Accepted,FALSE,FALSE,FALSE,2021-08-03
Geoffroea decorticans,Geoffroea,,decorticans,NA,NA,,,ild-10407,TRUE,1.1,Accepted,Leguminosae,Geoffroea,,decorticans,,,(Hook. & Arn.) Burkart,ild-10407,Accepted,FALSE,FALSE,FALSE,2021-08-03
Geranium robertianum,Geranium,,robertianum,NA,NA,,,kew-2823970,TRUE,1.1,Accepted,Geraniaceae,Geranium,,robertianum,,,L.,kew-2823970,Accepted,FALSE,FALSE,FALSE,2021-08-03
Glyceria declinata,Glyceria,,declinata,NA,NA,,,kew-417753,TRUE,1.1,Accepted,Poaceae,Glyceria,,declinata,,,Bréb.,kew-417753,Accepted,FALSE,FALSE,FALSE,2021-08-03
Glyceria fluitans,Glyceria,,fluitans,NA,NA,,,kew-417786,TRUE,1.1,Accepted,Poaceae,Glyceria,,fluitans,,,(L.) R.Br.,kew-417786,Accepted,FALSE,FALSE,FALSE,2021-08-03
Gmelina arborea,Gmelina,,arborea,NA,NA,,,kew-91180,TRUE,1.1,Accepted,Lamiaceae,Gmelina,,arborea,,,Roxb.,kew-91180,Accepted,FALSE,FALSE,FALSE,2021-08-03
Gomphocarpus physocarpus,Gomphocarpus,,physocarpus,NA,NA,,,kew-2828854,TRUE,1.1,Accepted,Apocynaceae,Gomphocarpus,,physocarpus,,,E.Mey.,kew-2828854,Accepted,FALSE,FALSE,FALSE,2021-08-03
Goniolimon tataricum,Goniolimon,,tataricum,NA,NA,,,kew-2829610,TRUE,1.1,Accepted,Plumbaginaceae,Goniolimon,,tataricum,,,(L.) Boiss.,kew-2829610,Accepted,FALSE,FALSE,FALSE,2021-08-03
Gracilaria salicornia,,,salicornia,NA,NA,,,,FALSE,1.1,,,Gracilaria,,salicornia,NA,,,,,TRUE,FALSE,FALSE,2021-08-03
Gymnocoronis spilanthoides,Gymnocoronis,,spilanthoides,NA,NA,,,gcc-39812,TRUE,1.1,Accepted,Compositae,Gymnocoronis,,spilanthoides,,,(D.Don ex Hook. & Arn.) DC.,gcc-39812,Accepted,FALSE,FALSE,FALSE,2021-08-03
Haematoxylum campechianum,Haematoxylum,,campechianum,NA,NA,,,ild-1485,TRUE,1.1,Accepted,Leguminosae,Haematoxylum,,campechianum,,,L.,ild-1485,Accepted,FALSE,FALSE,FALSE,2021-08-03
Hakea drupacea,Hakea,,drupacea,NA,NA,,,kew-2837675,TRUE,1.1,Unresolved,Proteaceae,Hakea,,drupacea,,,R.Br.,kew-2837675,Unresolved,FALSE,FALSE,FALSE,2021-08-03
Hakea gibbosa,Hakea,,gibbosa,NA,NA,,,kew-2837701,TRUE,1.1,Accepted,Proteaceae,Hakea,,gibbosa,,,Cav.,kew-2837701,Accepted,FALSE,FALSE,FALSE,2021-08-03
Hakea sericea,Hakea,,sericea,NA,NA,,,kew-2837858,TRUE,1.1,Accepted,Proteaceae,Hakea,,sericea,,,Schrad. & J.C.Wendl.,kew-2837858,Accepted,FALSE,FALSE,FALSE,2021-08-03
Halophila stipulacea,Halophila,,stipulacea,NA,NA,,,kew-308091,TRUE,1.1,Accepted,Hydrocharitaceae,Halophila,,stipulacea,,,(Forssk.) Asch.,kew-308091,Accepted,FALSE,FALSE,FALSE,2021-08-03
Hedychium flavescens,Hedychium,,flavescens,NA,NA,,,kew-248136,TRUE,1.1,Accepted,Zingiberaceae,Hedychium,,flavescens,,,Carey ex Roscoe,kew-248136,Accepted,FALSE,FALSE,FALSE,2021-08-03
Hedychium gardnerianum,Hedychium,,gardnerianum,NA,NA,,,kew-248143,TRUE,1.1,Accepted,Zingiberaceae,Hedychium,,gardnerianum,,,Sheppard ex Ker Gawl.,kew-248143,Accepted,FALSE,FALSE,FALSE,2021-08-03
