species,sub_tsn,acc_tsn,syn_author,syn_name,syn_tsn,acc_name,acc_author
Pastinaca sativa,29795,29795,(Mill.) Rouy & E.G. Camus,Pastinaca sativa ssp. sylvestris,822374,NA,NA
Pennisetum clandestinum,42008,796694,Hochst. ex Chiov.,Pennisetum clandestinum,42008,Cenchrus clandestinus,(Hochst. ex Chiov.) Morrone
Pennisetum clandestinum,42008,796694,(Hochst. ex Chiov.) H. Scholz,Kikuyuochloa clandestina,790754,Cenchrus clandestinus,(Hochst. ex Chiov.) Morrone
Pennisetum clandestinum,42008,796694,Pilg.,Pennisetum inclusum,793662,Cenchrus clandestinus,(Hochst. ex Chiov.) Morrone
Pennisetum clandestinum,42008,796694,Hochst. ex A. Rich.,Pennisetum longistylum,793668,Cenchrus clandestinus,(Hochst. ex Chiov.) Morrone
Pennisetum clandestinum,42008,796694,(Hochst. ex Chiov.) Chiov.,Pennisetum longistylum var. clandestinum,801969,Cenchrus clandestinus,(Hochst. ex Chiov.) Morrone
Pennisetum clandestinum,42008,796694,(Hochst. ex Chiov.) Leeke,Pennisetum longistylum var. clandestinum,801970,Cenchrus clandestinus,(Hochst. ex Chiov.) Morrone
Pennisetum macrourum,504199,796711,Trin.,Pennisetum macrourum,504199,Cenchrus macrourus,(Trin.) Morrone
Pereskia aculeata,19754,19754,L.,Cactus pereskia,509881,NA,NA
Pereskia aculeata,19754,19754,(L.) H. Karst,Pereskia pereskia,518700,NA,NA
Pereskia aculeata,19754,19754,(hort. ex Gard. Chron.) Backeb. & F.M. Knuth ex Krainz,Pereskia aculeata var. godseffiana,538551,NA,NA
Persicaria chinensis,823783,823783,L.,Polygonum chinense,504510,NA,NA
Petrorhagia prolifera,504264,504264,(L.) P.W. Ball & Heywood,Petrophagia prolifera,20352,NA,NA
Petrorhagia prolifera,504264,504264,L.,Dianthus prolifer,512224,NA,NA
Petrorhagia prolifera,504264,504264,(L.) Scop.,Tunica prolifera,522984,NA,NA
Phalaris aquatica,41341,41341,Roem. & Schult.,Phalaris commutata,41345,NA,NA
Phalaris aquatica,41341,41341,L.,Phalaris tuberosa,41347,NA,NA
Phalaris aquatica,41341,41341,Hack.,Phalaris stenoptera,518865,NA,NA
Phalaris aquatica,41341,41341,Batt. & Trab.,Phalaris tuberosa var. hirtiglumis,538639,NA,NA
Phalaris aquatica,41341,41341,(Hack.) Hitchc.,Phalaris tuberosa var. stenoptera,538640,NA,NA
Phalaris aquatica,41341,41341,L.,Phalaris tuberosa var. tuberosa,538641,NA,NA
Phalaris aquatica,41341,41341,Menezes,Phalaris altissima,793723,NA,NA
Phalaris aquatica,41341,41341,Murray,Phalaris nodosa,793762,NA,NA
Phalaris aquatica,41341,41341,L.,Phalaris aquatica var. aquatica,801986,NA,NA
Phalaris aquatica,41341,41341,(Hack.) Burkart,Phalaris aquatica var. stenoptera,801988,NA,NA
Phalaris aquatica,41341,41341,(Trab.) Maire & Weiller,Phalaris bulbosa var. alata,801996,NA,NA
Phalaris aquatica,41341,41341,(Maire & Trab.) Maire & Weiller,Phalaris bulbosa var. clausonis,801997,NA,NA
Phalaris aquatica,41341,41341,Lojac.,Phalaris nodosa var. minor,802022,NA,NA
Phalaris aquatica,41341,41341,Trab.,Phalaris tuberosa var. alata,802030,NA,NA
Phalaris aquatica,41341,41341,Maire & Trab.,Phalaris tuberosa var. clausonis,802031,NA,NA
Phalaris arundinacea,41335,41335,(L.) Rauschert,Phalaroides arundinacea,518868,NA,NA
Phalaris arundinacea,41335,41335,Aiton,Arundo colorata,786830,NA,NA
Phalaris arundinacea,41335,41335,Salisb.,Arundo riparia,786875,NA,NA
Phalaris arundinacea,41335,41335,(L.) Dumort.,Baldingera arundinacea,787255,NA,NA
Phalaris arundinacea,41335,41335,"P. Gaertn., B. Mey. & Scherb.",Baldingera colorata,787256,NA,NA
Phalaris arundinacea,41335,41335,(Aiton) Sibth.,Calamagrostis colorata,787779,NA,NA
Phalaris arundinacea,41335,41335,With.,Calamagrostis variegata,787919,NA,NA
Phalaris arundinacea,41335,41335,Elliott ex Loud.,Digraphis americana,789150,NA,NA
Phalaris arundinacea,41335,41335,(L.) Trin.,Digraphis arundinacea,789151,NA,NA
Phalaris arundinacea,41335,41335,Raf.,Endallex arundinacea,789563,NA,NA
Phalaris arundinacea,41335,41335,Raf. ex B.D. Jacks.,Endallex arundinaceae,789564,NA,NA
Phalaris arundinacea,41335,41335,(L.) St. Lag.,Phalaridantha arundinacea,793720,NA,NA
Phalaris arundinacea,41335,41335,(L.) Moench,Typhoides arundinacea,796265,NA,NA
Phalaris arundinacea,41335,41335,Paunero,Phalaris arundinacea ssp. typica,798003,NA,NA
Phalaris arundinacea,41335,41335,Hartm.,Phalaris arundinacea var. colorata,801989,NA,NA
Phalaris arundinacea,41335,41335,Hack.,Phalaris arundinacea var. genuina,801990,NA,NA
Phalaris arundinacea,41335,41335,(Prahl) Junge,Phalaris arundinacea f. coarctata,803622,NA,NA
Phalaris arundinacea,41335,41335,Jansen & Wacht.,Phalaris arundinacea f. minor,803624,NA,NA
Phalaris arundinacea,41335,41335,Stebler ex Hegi,Phalaris arundinacea f. pallens,803625,NA,NA
Phalaris arundinacea,41335,41335,Schwarz,Phalaris arundinacea f. pallida,803626,NA,NA
Phalaris arundinacea,41335,41335,Junge,Phalaris arundinacea f. ramifera,803629,NA,NA
Phalaris arundinacea,41335,41335,Gaudin,Phalaris arundinacea f. ramosa,803630,NA,NA
Physalis peruviana,30606,30606,Sims,Physalis edulis,519013,NA,NA
Pimenta dioica,27247,27247,Lindl.,Pimenta officinalis,519069,NA,NA
Pimenta dioica,27247,27247,(L.) Karst.,Pimenta pimenta,519070,NA,NA
Pinus radiata,183372,183372,Douglas ex Loudon,Pinus insignis,183373,NA,NA
Pinus radiata,183372,183372,auct. non (S. Watson) Lemmon,Pinus radiata var. binata,194793,NA,NA
Plantago coronopus,32903,32903,(Guss.) Pilg.,Plantago coronopus ssp. commutata,526408,NA,NA
Plectranthus scutellarioides,519177,519177,Blanco,Coleus pumilus,32470,NA,NA
Plectranthus scutellarioides,519177,519177,Benth.,Coleus blumei,32472,NA,NA
Plectranthus scutellarioides,519177,519177,(L.) Benth.,Coleus scutellarioides,501608,NA,NA
Plectranthus scutellarioides,519177,519177,(Benth.) Launert,Plectranthus blumei,519176,NA,NA
Poa compressa,41082,41082,(L.) Lunell,Paneion compressum,791779,NA,NA
Poa compressa,41082,41082,Torr.,Poa compressa var. sylvestris,802148,NA,NA
Poa compressa,41082,41082,Millsp.,Poa compressa f. depauperata,803673,NA,NA
Poa nemoralis,41146,41146,L.,Agrostis alba,40390,NA,NA
Poa nemoralis,41146,41146,L.,Agrostis alba var. alba,40391,NA,NA
Poa nemoralis,41146,41146,(L.) Lunell,Agrestis alba,785281,NA,NA
Poa nemoralis,41146,41146,(L.) Bastard,Decandolia alba,788757,NA,NA
Poa nemoralis,41146,41146,(L.) Lunell,Paneion nemorale,791783,NA,NA
Poa nemoralis,41146,41146,Steud.,Poa asperula,793988,NA,NA
Poa nemoralis,41146,41146,Fisch. ex Komarov,Poa kamtschatica,794178,NA,NA
Poa nemoralis,41146,41146,(L.) P. Beauv.,Vilfa alba,796374,NA,NA
Poa nemoralis,41146,41146,(L.) Kuntze,Agrostis stolonifera var. alba,798946,NA,NA
Poa nemoralis,41146,41146,(L.) Lilj.,Agrostis stolonifera var. alba,798947,NA,NA
Poa nemoralis,41146,41146,(L.) Gatt.,Agrostis vulgaris var. alba,798989,NA,NA
Poa nemoralis,41146,41146,Rech. f. & Scheff.,Poa pratensis var. fagetorum,802221,NA,NA
Poa nemoralis,41146,41146,L.,Agrostis alba f. alba,803209,NA,NA
Poa nemoralis,41146,41146,(L.) Schur,Agrostis stolonifera f. alba,803243,NA,NA
Podranea ricasoliana,504477,504477,Tanfani,Tecoma ricasoliana,522403,NA,NA
Polygonum arenastrum,20872,823866,Boreau,Polygonum arenastrum,20872,Polygonum aviculare ssp. depressum,(Meisn.) Arcang.
Polygonum arenastrum,20872,823866,Brenckle,Polygonum montereyense,20904,Polygonum aviculare ssp. depressum,(Meisn.) Arcang.
Polygonum arenastrum,20872,823866,Lindm.,Polygonum aequale,519347,Polygonum aviculare ssp. depressum,(Meisn.) Arcang.
Polygonum arenastrum,20872,823866,(Engelm.) Small,Polygonum microspermum,519387,Polygonum aviculare ssp. depressum,(Meisn.) Arcang.
Polygonum arenastrum,20872,823866,(Boreau) Rouy,Polygonum aviculare var. arenastrum,539047,Polygonum aviculare ssp. depressum,(Meisn.) Arcang.
Polygonum capitatum,20885,518727,Buch.-Ham. ex D. Don,Polygonum capitatum,20885,Persicaria capitata,(Buch.-Ham. ex D. Don) H. Gross
Polygonum lapathifolium,20860,518735,L.,Polygonum lapathifolium,20860,Persicaria lapathifolia,(L.) Gray
Polygonum lapathifolium,20860,518735,(Elliott) Small,Persicaria incarnata,518734,Persicaria lapathifolia,(L.) Gray
Polygonum lapathifolium,20860,518735,(Schrank) E.P. Bicknell,Persicaria tomentosa,518754,Persicaria lapathifolia,(L.) Gray
Polygonum lapathifolium,20860,518735,F.W. Schmidt,Polygonum incanum,519377,Persicaria lapathifolia,(L.) Gray
Polygonum lapathifolium,20860,518735,Elliott,Polygonum incarnatum,519378,Persicaria lapathifolia,(L.) Gray
Polygonum lapathifolium,20860,518735,Brenckle,Polygonum oneillii,519394,Persicaria lapathifolia,(L.) Gray
Polygonum lapathifolium,20860,518735,Moench,Polygonum scabrum,519405,Persicaria lapathifolia,(L.) Gray
Polygonum lapathifolium,20860,518735,Schrank,Polygonum tomentosum,519408,Persicaria lapathifolia,(L.) Gray
Polygonum lapathifolium,20860,518735,(With.) Fr.,Polygonum lapathifolium ssp. pallidum,526457,Persicaria lapathifolia,(L.) Gray
Polygonum lapathifolium,20860,518735,(Brenckle) Hultén,Polygonum pensylvanicum ssp. oneillii,526459,Persicaria lapathifolia,(L.) Gray
Polygonum lapathifolium,20860,518735,L.,Polygonum lapathifolium var. lapathifolium,529781,Persicaria lapathifolia,(L.) Gray
Polygonum lapathifolium,20860,518735,Sibth.,Polygonum lapathifolium var. salicifolium,529782,Persicaria lapathifolia,(L.) Gray
Polygonum lapathifolium,20860,518735,(F.W. Schmidt) W.D.J. Koch,Polygonum lapathifolium var. incanum,539077,Persicaria lapathifolia,(L.) Gray
Polygonum lapathifolium,20860,518735,A. Braun,Polygonum lapathifolium var. ovatum,539079,Persicaria lapathifolia,(L.) Gray
Polygonum lapathifolium,20860,518735,Wimm.,Polygonum lapathifolium var. prostratum,539080,Persicaria lapathifolia,(L.) Gray
Polygonum nepalense,20906,823779,Meisn.,Polygonum nepalense,20906,Persicaria nepalensis,(Meisn.) H. Gross
Polygonum nepalense,20906,823779,Buch.-Ham. ex D. Don,Polygonum alatum,519348,Persicaria nepalensis,(Meisn.) H. Gross
Polysiphonia brodiei,NA,NA,NA,NA,NA,NA,NA
Polysiphonia fucoides,NA,NA,NA,NA,NA,NA,NA
Prosopis juliflora,565434,565434,(Sw.) DC.,Prosopis juliflora var. juliflora,530974,NA,NA
Prosopis pallida,504620,504620,Benth.,Prosopis limensis,519641,NA,NA
Prosopis velutina,26883,26883,auct. non (Sw.) DC.,Prosopis juliflora,507836,NA,NA
Prosopis velutina,26883,26883,(Wooton) Britton & Rose,Neltuma velutina,517494,NA,NA
Prosopis velutina,26883,26883,S. Watson,Prosopis articulata,519639,NA,NA
Prosopis velutina,26883,26883,(Wooton) Standl.,Prosopis chilensis var. velutina,539266,NA,NA
Prosopis velutina,26883,26883,(S. Watson) Wiggins,Prosopis juliflora var. articulata,539267,NA,NA
Prosopis velutina,26883,26883,(Wooton) Sarg.,Prosopis juliflora var. velutina,539270,NA,NA
Ranunculus sardous,18645,18645,L.,Ranunculus parvulus,519971,NA,NA
Rauvolfia caffra,NA,NA,NA,NA,NA,NA,NA
Reseda luteola,504738,504738,(Boiss. & Reut.) Nyman,Reseda luteola ssp. gussonei,823406,NA,NA
Retama monosperma,565971,565971,(L.) Lam.,Genista monosperma,820463,NA,NA
Rhamphicarpa fistulosa,NA,NA,NA,NA,NA,NA,NA
Rhaponticum repens,780495,780495,(L) DC,Acroptilon repens,36459,NA,NA
Rhaponticum repens,780495,780495,Pall. ex Willd.,Centaurea picris,510528,NA,NA
Rhaponticum repens,780495,780495,L.,Centaurea repens,510530,NA,NA
Rhus longipes,NA,NA,NA,NA,NA,NA,NA
Rhynchosia caribaea,504759,504759,Jacq.,Glycine caribaea,514096,NA,NA
Robinia pseudoacacia,504804,504804,L.,Robinia pseudo-acacia,26185,NA,NA
Robinia pseudoacacia,504804,504804,(L.) Raber,Robinia pseudoacacia var. rectissima,539659,NA,NA
Robinia pseudoacacia,504804,504804,Pepin,Robinia pseudoacacia var. pyramidalis,821057,NA,NA
Robinia pseudoacacia,504804,504804,(Mirb.) Rehder,Robinia pseudoacacia f. inermis,821130,NA,NA
Rosmarinus officinalis,32677,32677,hort.,Rosmarinus officinalis var. prostratus,833969,NA,NA
Roystonea oleracea,NA,NA,NA,NA,NA,NA,NA
Rubus alceifolius,NA,NA,NA,NA,NA,NA,NA
Rubus armeniacus,837296,24891,auct. non P.J. Müll. ex Genev.,Rubus procerus,25024,Rubus bifrons,Vest
Rubus armeniacus,837296,24891,Ser.,Rubus linkianus,504863,Rubus bifrons,Vest
Rubus armeniacus,837296,24891,Focke,Rubus armeniacus,837296,Rubus bifrons,Vest
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus scambens,24851,NA,NA
Rubus flagellaris,24921,24921,Rydb.,Rubus aboriginum,24856,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus apogaeus,24874,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus aptatus,24875,NA,NA
Rubus flagellaris,24921,24921,Blanch.,Rubus arenicolus,24876,NA,NA
Rubus flagellaris,24921,24921,Focke,Rubus arizonensis,24878,NA,NA
Rubus flagellaris,24921,24921,Blanch.,Rubus arundelanus,24879,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus ashei,24882,NA,NA
Rubus flagellaris,24921,24921,Britton,Rubus baileyanus,24884,NA,NA
Rubus flagellaris,24921,24921,H.A. Davis & T. Davis,Rubus cacaponensis,24897,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus celer,24899,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus centralis,24900,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus clarus,24902,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus curtipes,24906,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus deamii,24907,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus decor,24908,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus depavitus,24912,NA,NA
Rubus flagellaris,24921,24921,Tratt.,Rubus enslenii,24916,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus exsularis,24917,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus fecundus,24919,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus felix,24920,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus grimesii,24936,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus hancinianus,24939,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus injunctus,24951,NA,NA
Rubus flagellaris,24921,24921,(L.H. Bailey) Britton,Rubus invisus,24954,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus ithacanus,24955,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus kentuckiensis,24962,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus leviculus,24969,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus meracus,24977,NA,NA
Rubus flagellaris,24921,24921,(Card ex L.H. Bailey) L.H. Bailey,Rubus michiganensis,24978,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus multifer,24983,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus mundus,24986,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus nefrens,24988,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus obsessus,24996,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus particeps,25006,NA,NA
Rubus flagellaris,24921,24921,Blanch.,Rubus plicatifolius,25018,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus profusiflorus,25025,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus pronus,25026,NA,NA
Rubus flagellaris,24921,24921,(L.H. Bailey) Rydb.,Rubus roribaccus,25037,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus russeus,25040,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus sailori,25041,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus schoolcraftianus,25043,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus steelei,25053,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus temerarius,25061,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus uvidus,25074,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus vixalacer,25082,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus whartoniae,25083,NA,NA
Rubus flagellaris,24921,24921,Blanch.,Rubus arenicola,504840,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus iniens,504859,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus obvius,504870,NA,NA
Rubus flagellaris,24921,24921,Fernald,Rubus pernagaeus,504875,NA,NA
Rubus flagellaris,24921,24921,Fernald,Rubus plexus,504876,NA,NA
Rubus flagellaris,24921,24921,Fernald,Rubus sewardianus,504887,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus alacer,520291,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus alius,520293,NA,NA
Rubus flagellaris,24921,24921,(L.H. Bailey) L.H. Bailey,Rubus almus,520294,NA,NA
Rubus flagellaris,24921,24921,(Fernald) L.H. Bailey,Rubus armatus,520302,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus austrinus,520308,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus bollianus,520315,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus bonus,520316,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus botruosus,520318,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus bretonis,520322,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus camurus,520324,NA,NA
Rubus flagellaris,24921,24921,H.A. Davis & T. Davis,Rubus canaanensis,520325,NA,NA
Rubus flagellaris,24921,24921,Fernald,Rubus cathartium,520328,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus census,520330,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus clair-brownii,520331,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus clandestinus,520332,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus coloniatus,520334,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus complex,520336,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus conabilis,520338,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus connixus,520342,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus cordialis,520344,NA,NA
Rubus flagellaris,24921,24921,(L.H. Bailey) L.H. Bailey,Rubus cordifrons,520345,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus currulis,520348,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus dives,520358,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus eflagellaris,520361,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus exemptus,520367,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus exutus,520370,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus fandus,520372,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus florenceae,520377,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus foliaceus,520380,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus folioflorus,520381,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus frustratus,520385,NA,NA
Rubus flagellaris,24921,24921,Weihe & Nees ex Bluff & Fingerh.,Rubus fuscus,520387,NA,NA
Rubus flagellaris,24921,24921,Blanch.,Rubus geophilus,520389,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey ex Core,Rubus gordonii,520391,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus housei,520396,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus ignarus,520399,NA,NA
Rubus flagellaris,24921,24921,Fernald,Rubus imperiorum,520401,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus indianensis,520405,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus inobvius,520406,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus jactus,520409,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus jaysmithii,520411,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus lassus,520418,NA,NA
Rubus flagellaris,24921,24921,Fernald,Rubus longipes,520426,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus lundelliorum,520428,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus macdanielsii,520429,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus mainensis,520431,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus maltei,520432,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus masseyi,520435,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus minnesotanus,520439,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus neonefrens,520446,NA,NA
Rubus flagellaris,24921,24921,(L.H. Bailey) L.H. Bailey,Rubus occidualis,520453,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus occultus,520454,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus pauper,520464,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus peracer,520470,NA,NA
Rubus flagellaris,24921,24921,S.J. Sm.,Rubus pityophilus,520475,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus pohlii,520477,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus polulus,520478,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus polybotrys,520479,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus prior,520483,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus problematicus,520484,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus redundans,520494,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus rhodinsulanus,520497,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus ricei,520500,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus rosagnetis,520503,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus sanfordii,520509,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus satis,520510,NA,NA
Rubus flagellaris,24921,24921,Blanch.,Rubus semierectus,520516,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus serenus,520520,NA,NA
Rubus flagellaris,24921,24921,Fernald,Rubus subinnoxius,520528,NA,NA
Rubus flagellaris,24921,24921,Rydb.,Rubus subuniflorus,520531,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus tantulus,520534,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus tenuicaulis,520537,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus terraltanus,520538,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus tetricus,520539,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus tracyi,520541,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus uncus,520549,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus uniflorifer,520550,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus urbanianus,520553,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus usus,520554,NA,NA
Rubus flagellaris,24921,24921,(Blanch.) L.H. Bailey,Rubus arundelanus var. jeckylanus,539734,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus flagellaris var. almus,539741,NA,NA
Rubus flagellaris,24921,24921,(Torr. & A. Gray) B. Boivin,Rubus flagellaris var. humifusus,539742,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus flagellaris var. occidualis,539743,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus jaysmithii var. angustior,539761,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus obsessus var. unilaris,539766,NA,NA
Rubus flagellaris,24921,24921,Fernald,Rubus recurvicaulis var. armatus,539779,NA,NA
Rubus flagellaris,24921,24921,Aiton,Rubus villosus,837254,NA,NA
Rubus flagellaris,24921,24921,Muhl.,Rubus procumbens,837255,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus brevipedalis,837276,NA,NA
Rubus flagellaris,24921,24921,L.H. Bailey,Rubus clairbrownii,837300,NA,NA
Rubus fruticosus,504851,837315,L.,Rubus fruticosus,504851,Rubus plicatus,Weihe & Nees
Rubus rosifolius,504882,504882,Sm.,Rubus rosaefolius,520502,NA,NA
Rubus ulmifolius,504890,504890,Weihe & Nees,Rubus discolor,24852,NA,NA
Rubus ulmifolius,504890,504890,Schott,Rubus ulmifolis,25071,NA,NA
Rubus ulmifolius,504890,504890,(Willd.) Focke,Rubus ulmifolius var. inermis,530154,NA,NA
Rubus ulmifolius,504890,504890,Schott,Rubus ulmifolius var. ulmifolius,530155,NA,NA
Rubus ulmifolius,504890,504890,Sudre,Rubus ulmifolius var. anoplothyrsus,837653,NA,NA
Rumex lunaria,NA,NA,NA,NA,NA,NA,NA
Sagittaria guyanensis,NA,NA,NA,NA,NA,NA,NA
Salsola vermiculata,504990,504990,Botsch.,Salsola damascena,822850,NA,NA
Schismus barbatus,42066,42066,L.,Festuca barbata,513523,NA,NA
Schismus barbatus,42066,42066,Nees ex Steud.,Electra brevifolia,789329,NA,NA
Schismus barbatus,42066,42066,Panz.,Electra calycina,789330,NA,NA
Schismus barbatus,42066,42066,Panz. ex Steud.,Electra nitida,789331,NA,NA
Schismus barbatus,42066,42066,Nees ex Steud.,Electra ovalis,789332,NA,NA
Schismus barbatus,42066,42066,Loefl.,Festuca calycina,789952,NA,NA
Schismus barbatus,42066,42066,Hoffm.,Festuca minuta,790053,NA,NA
Schismus barbatus,42066,42066,Steven ex M. Bieb.,Festuca minuta,790054,NA,NA
Schismus barbatus,42066,42066,Steud.,Hemisacris gonatodes,790419,NA,NA
Schismus barbatus,42066,42066,(Loefl.) DC. & Lam.,Koeleria calycina,790765,NA,NA
Schismus barbatus,42066,42066,Nees,Schismus brevifolius,794851,NA,NA
Schismus barbatus,42066,42066,(L.) K. Koch,Schismus calycinus,794852,NA,NA
Schismus barbatus,42066,42066,(Loefl.) Coss. & Durieu,Schismus calycinus,794853,NA,NA
