species,sub_tsn,acc_tsn,syn_author,syn_name,syn_tsn,acc_name,acc_author
Linanthus pungens,845254,845254,(Douglas ex Hook.) Wherry,Leptodactylon pungens ssp. hookeri,31236,NA,NA
Linanthus pungens,845254,845254,(Brand) H. Mason,Leptodactylon pungens ssp. pulchriflorum,31237,NA,NA
Linanthus pungens,845254,845254,Parish,Gilia hallii,514035,NA,NA
Linanthus pungens,845254,845254,(Torr.) Benth.,Gilia pungens,514053,NA,NA
Linanthus pungens,845254,845254,M. Peck,Leptodactylon hazeliae,515807,NA,NA
Linanthus pungens,845254,845254,Greene ex Brand,Leptodactylon lilacinum,515808,NA,NA
Linanthus pungens,845254,845254,(Rydb.) Wherry,Leptodactylon pungens ssp. brevifolium,526032,NA,NA
Linanthus pungens,845254,845254,(Brand) Wherry,Leptodactylon pungens ssp. eupungens,526033,NA,NA
Linanthus pungens,845254,845254,(M. Peck) R.J. Meinke,Leptodactylon pungens ssp. hazeliae,526034,NA,NA
Linanthus pungens,845254,845254,(A. Gray) Tidestr.,Leptodactylon pungens ssp. squarrosum,526035,NA,NA
Linanthus pungens,845254,845254,(Douglas ex Hook.) A. Gray,Gilia pungens var. hookeri,535804,NA,NA
Linanthus pungens,845254,845254,(Parish) Jeps.,Leptodactylon pungens var. hallii,536685,NA,NA
Linanthus pungens,845254,845254,(Douglas ex Hook.) Jeps.,Leptodactylon pungens var. hookeri,536686,NA,NA
Linaria arvensis,NA,NA,NA,NA,NA,NA,NA
Linaria caesia,NA,NA,NA,NA,NA,NA,NA
Linaria chalepensis,NA,NA,NA,NA,NA,NA,NA
Linaria hirta,NA,NA,NA,NA,NA,NA,NA
Linaria triornithophora,NA,NA,NA,NA,NA,NA,NA
Lobelia pedunculata,NA,NA,NA,NA,NA,NA,NA
Lopezia racemosa,836078,836078,Andrews,Lopezia coronata,836061,NA,NA
Lycopus exaltatus,NA,NA,NA,NA,NA,NA,NA
Lysichiton americanus,503629,503629,Hultén & H. St. John,Lysichitum americanum,42540,NA,NA
Lysichiton americanus,503629,503629,auct. non (L.) Schott,Lysichiton camtschatcensis,516532,NA,NA
Lysimachia atropurpurea,NA,NA,NA,NA,NA,NA,NA
Lysimachia ciliata,23984,23984,(L.) Baudo,Steironema ciliatum,521963,NA,NA
Lysimachia ciliata,23984,23984,Greene,Steironema pumilum,521970,NA,NA
Lythrum borysthenicum,NA,NA,NA,NA,NA,NA,NA
Lythrum hyssopifolium,895365,27085,Greene,Lythrum adsurgens,516537,Lythrum hyssopifolia,L.
Lythrum hyssopifolium,895365,27085,L.,Lythrum hyssopifolium,895365,Lythrum hyssopifolia,L.
Lythrum junceum,NA,NA,NA,NA,NA,NA,NA
Lythrum portula,27087,27087,L.,Peplis portula,518691,NA,NA
Lythrum volgense,NA,NA,NA,NA,NA,NA,NA
Malcolmia chia,NA,NA,NA,NA,NA,NA,NA
Malope malacoides,NA,NA,NA,NA,NA,NA,NA
Malva moschata,21835,21835,hort.,Malva moschata var. rosea,845928,NA,NA
Malvella sherardiana,NA,NA,NA,NA,NA,NA,NA
Matteuccia struthiopteris,17596,17596,(L.) Hoffm.,Onoclea struthiopteris,517780,NA,NA
Matteuccia struthiopteris,17596,17596,(Michx.) Nieuwl.,Pteretis nodulosa,519738,NA,NA
Medicago glandulosa,NA,NA,NA,NA,NA,NA,NA
Meum athamanticum,NA,NA,NA,NA,NA,NA,NA
Minuartia viscosa,NA,NA,NA,NA,NA,NA,NA
Misopates orontium,503855,503855,L.,Antirrhinum orontium,33480,NA,NA
Misopates orontium,503855,503855,Chav.,Antirrhinum orontium var. grandiflorum,834275,NA,NA
Montia fontana,20404,20404,Rydb.,Montia funstonii,20409,NA,NA
Montia fontana,20404,20404,(A. Gray) Greene,Montia hallii,20410,NA,NA
Montia fontana,20404,20404,Cham.,Montia lamprosperma,20412,NA,NA
Montia fontana,20404,20404,C.C. Gmel.,Montia rivularis,20417,NA,NA
Montia fontana,20404,20404,(L.) R.J. Davis,Claytonia fontana,511108,NA,NA
Montia fontana,20404,20404,Suksd.,Montia dipetala,517302,NA,NA
Montia fontana,20404,20404,C.C. Gmel.,Montia minor,517306,NA,NA
Montia fontana,20404,20404,Neck.,Montia verna,517314,NA,NA
Montia fontana,20404,20404,L.,Montia fontana ssp. fontana,524321,NA,NA
Montia fontana,20404,20404,Walters,Montia fontana ssp. variabilis,524322,NA,NA
Montia fontana,20404,20404,auct. non Sennen,Montia fontana ssp. amporitana,526181,NA,NA
Montia fontana,20404,20404,(Cham.) Fenzl,Montia fontana var. lamprosperma,537672,NA,NA
Montia fontana,20404,20404,(A. Gray) Fernald & Wiegand,Montia fontana var. tenerrima,537673,NA,NA
Montia fontana,20404,20404,(Fenzl) Walter,Montia fontana ssp. chondrosperma,566168,NA,NA
Montia fontana,20404,20404,(Walters) Kozhevn.,Montia fontana var. variabilis,847667,NA,NA
Montia sibirica,517312,20401,(Torr. & A. Gray) Swanson,Claytonia heterophylla,20389,Claytonia sibirica,L.
Montia sibirica,517312,20401,(Torr. & A. Gray) Jeps.,Montia heterophylla,517305,Claytonia sibirica,L.
Montia sibirica,517312,20401,(L.) Howell,Montia sibirica,517312,Claytonia sibirica,L.
Montia sibirica,517312,20401,A. Gray,Claytonia sibirica var. bulbifera,527410,Claytonia sibirica,L.
Montia sibirica,517312,20401,L.,Claytonia sibirica var. sibirica,527411,Claytonia sibirica,L.
Montia sibirica,517312,20401,(Torr. & A. Gray) A. Gray,Claytonia sibirica var. heterophylla,533664,Claytonia sibirica,L.
Montia sibirica,517312,20401,(A. Gray) B.L. Rob.,Montia sibirica var. bulbifera,537679,Claytonia sibirica,L.
Montia sibirica,517312,20401,(Torr. & A. Gray) B.L. Rob.,Montia sibirica var. heterophylla,537680,Claytonia sibirica,L.
Myosotis ramosissima,NA,NA,NA,NA,NA,NA,NA
Nassella filiculmis,783955,783955,Kuntze,Stipa ceresiensis,795451,NA,NA
Nassella filiculmis,783955,783955,Delile,Stipa filiculmis,795493,NA,NA
Nassella filiculmis,783955,783955,Steud.,Stipa leucogluma,795552,NA,NA
Nassella filiculmis,783955,783955,Phil.,Stipa trichocaulos,795697,NA,NA
Nassella filiculmis,783955,783955,Speg.,Stipa filiculmis var. major,802584,NA,NA
Nassella filiculmis,783955,783955,Speg.,Stipa filiculmis var. minor,802585,NA,NA
Nassella formicarum,507990,507990,Delile,Stipa formicarum,795499,NA,NA
Neosiphonia paniculata,NA,NA,NA,NA,NA,NA,NA
Nepeta faassenii,NA,NA,NA,NA,NA,NA,NA
Nepeta sibirica,NA,NA,NA,NA,NA,NA,NA
Neslia paniculata subsp. thracica,NA,NA,NA,NA,NA,NA,NA
Nonea pulla,NA,NA,NA,NA,NA,NA,NA
Oenothera flava,27397,27397,(Wooton & Standl.) Munz,Oenothera taraxacoides,27417,NA,NA
Oenothera flava,27397,27397,A. Nelson,Lavauxia flava,515720,NA,NA
Oenothera flava,27397,27397,Wooton & Standl.,Lavauxia taraxacoides,515722,NA,NA
Oenothera flava,27397,27397,(A. Nelson) Garrett,Oenothera flava ssp. flava,524355,NA,NA
Oenothera flava,27397,27397,(Wooton & Standl.) W.L. Wagner,Oenothera flava ssp. taraxacoides,524356,NA,NA
Oenothera issleri,NA,NA,NA,NA,NA,NA,NA
Oenothera parviflora,504007,504007,L.,Oenothera pariflora,27441,NA,NA
Oenothera parviflora,504007,504007,Bartlett,Oenothera cymatilis,517682,NA,NA
Oenothera parviflora,504007,504007,R.R. Gates,Oenothera rubricapitata,517732,NA,NA
Oenothera parviflora,504007,504007,Fernald,Oenothera cruciata var. sabulonensis,537886,NA,NA
Oenothera parviflora,504007,504007,Nutt. ex G. Don,Oenothera cruciata,565845,NA,NA
Oenothera victorinii,NA,NA,NA,NA,NA,NA,NA
Onopordum bracteatum,NA,NA,NA,NA,NA,NA,NA
Onopordum macracanthum,NA,NA,NA,NA,NA,NA,NA
Onopordum nervosum,NA,NA,NA,NA,NA,NA,NA
Opuntia macrorhiza,19718,19718,Engelm.,Opuntia grandiflora,19709,NA,NA
Opuntia macrorhiza,19718,19718,Engelm.,Opuntia macrorhiza var. macrorhiza,195287,NA,NA
Opuntia macrorhiza,19718,19718,MacKensen,Opuntia leptocarpa,517844,NA,NA
Opuntia macrorhiza,19718,19718,Rose,Opuntia mackensenii,517847,NA,NA
Opuntia macrorhiza,19718,19718,Rose,Opuntia plumbea,517858,NA,NA
Opuntia macrorhiza,19718,19718,Engelm. & J.M. Bigelow,Opuntia sphaerocarpa,517869,NA,NA
Opuntia macrorhiza,19718,19718,(Engelm.) D. Weniger,Opuntia compressa var. grandiflora,537995,NA,NA
Opuntia macrorhiza,19718,19718,(Engelm.) L.D. Benson,Opuntia compressa var. macrorhiza,537996,NA,NA
Opuntia macrorhiza,19718,19718,(Engelm. & J.M. Bigelow) D. Weniger,Opuntia compressa var. stenochila,537998,NA,NA
Orlaya daucorlaya,NA,NA,NA,NA,NA,NA,NA
Ornithogalum narbonense,NA,NA,NA,NA,NA,NA,NA
Orobanche amethystea,NA,NA,NA,NA,NA,NA,NA
Orobanche gracilis,NA,NA,NA,NA,NA,NA,NA
Orobanche lucorum,NA,NA,NA,NA,NA,NA,NA
Otanthus maritimus,NA,NA,NA,NA,NA,NA,NA
Paeonia mascula,895227,895227,Retz.,Paeonia corallina,895223,NA,NA
Paeonia mascula,895227,895227,Willk.,Paeonia cambessedesii,895226,NA,NA
Panicum decompositum,801420,507097,(Roxb.) Trimen,Panicum decompositum var. paludosum,801420,Panicum paludosum,Roxb.
Panicum decompositum,801420,507097,(Roxb.) Kuntze,Panicum repens var. paludosum,801657,Panicum paludosum,Roxb.
Panicum obtusum,40947,783536,Kunth,Panicum obtusum,40947,Hopia obtusa,(Kunth) Zuloaga & Morrone
Panicum obtusum,40947,783536,(Kunth) Nash,Brachiaria obtusa,787450,Hopia obtusa,(Kunth) Zuloaga & Morrone
Panicum obtusum,40947,783536,(Kunth) Smyth,Oplismenus obtusum,791661,Hopia obtusa,(Kunth) Zuloaga & Morrone
Panicum obtusum,40947,783536,Buckley,Panicum repente,792746,Hopia obtusa,(Kunth) Zuloaga & Morrone
Panicum philadelphicum,504104,504104,Fernald,Panicum tuckermanii,40925,NA,NA
Panicum philadelphicum,504104,504104,Nash,Panicum gattingeri,40933,NA,NA
Panicum philadelphicum,504104,504104,Swallen,Panicum lithophilum,40943,NA,NA
Panicum philadelphicum,504104,504104,Bernh. ex Nees,Panicum philadephicum,40949,NA,NA
Panicum philadelphicum,504104,504104,Gatt.,Panicum capillare var. campestre,538230,NA,NA
Panicum philadelphicum,504104,504104,Torr.,Panicum capillare var. sylvaticum,538236,NA,NA
Panicum philadelphicum,504104,504104,(Fernald) Steyerm. & Schmoll,Panicum philadelphicum var. tuckermanii,538311,NA,NA
Panicum philadelphicum,504104,504104,(Engelm. ex Gatt.) Scribn. & Merr.,Panicum minimum,792502,NA,NA
Panicum philadelphicum,504104,504104,Nash,Panicum minus,792504,NA,NA
Panicum philadelphicum,504104,504104,Trin. ex Nees,Panicum porphyrium,792680,NA,NA
Panicum philadelphicum,504104,504104,Tuck. ex Scribn. & Merr.,Panicum soboliferum,792843,NA,NA
Panicum philadelphicum,504104,504104,E. Fourn. ex Hemsl.,Panicum torreyi,792933,NA,NA
Panicum philadelphicum,504104,504104,Bernh. ex Nees,Panicum philadelphicum,796660,NA,NA
Panicum philadelphicum,504104,504104,(Nash) Freckmann & Lelong,Panicum philadelphicum ssp. gattingeri,797970,NA,NA
Panicum philadelphicum,504104,504104,(Swallen) Freckmann & Lelong,Panicum philadelphicum ssp. lithophilum,797971,NA,NA
Panicum philadelphicum,504104,504104,Nash,Panicum capillare var. gattingeri,801346,NA,NA
Panicum philadelphicum,504104,504104,Scribn.,Panicum capillare var. geniculatum,801347,NA,NA
Panicum philadelphicum,504104,504104,Engelm. ex Gatt.,Panicum capillare var. minimum,801349,NA,NA
Panicum philadelphicum,504104,504104,Muhl. ex Nash,Panicum capillare var. minus,801350,NA,NA
Panicum philadelphicum,504104,504104,Bernh. ex Trin.,Panicum philadelphicum var. philadelphicum,801623,NA,NA
Papaver pinnatifidum,NA,NA,NA,NA,NA,NA,NA
Papaver pseudoorientale,504113,18892,(Fedde) Medw.,Papaver pseudoorientale,504113,Papaver orientale,L.
Papaver pseudoorientale,504113,18892,(Fedde) Medw.,Papaver pseudo-orientale,506209,Papaver orientale,L.
Parapholis strigosa,507099,507099,Dumort.,Lepturus strigosus,790955,NA,NA
Parapholis strigosa,507099,507099,(Dumort.) Hyl.,Parapholis strigosa,793043,NA,NA
Parietaria lusitanica,NA,NA,NA,NA,NA,NA,NA
Pentaglottis sempervirens,31978,31978,L.,Anchusa sempervirens,508783,NA,NA
Pentaglottis sempervirens,31978,31978,(L.) Fisch. & Trautv.,Caryolophora sempervirens,510318,NA,NA
Petasites fragrans,NA,NA,NA,NA,NA,NA,NA
Peucedanum ostruthium,29819,29819,L.,Imperatoria ostruthia,515083,NA,NA
Peucedanum verticillare,NA,NA,NA,NA,NA,NA,NA
Phalaris platensis,784578,784578,Herter,Phalaris arechavaletae,793729,NA,NA
Phalaris platensis,784578,784578,(Arechav.) Parodi ex Valencia,Phalaris platensis,793767,NA,NA
Phalaris platensis,784578,784578,(Arechav.) Speg.,Phalaris intermedia var. platensis,802014,NA,NA
Phalaris platensis,784578,784578,Arechav.,Phalaris intermedia f. platensis,803635,NA,NA
Philadelphus pubescens,24443,24443,S.Y. Hu,Philadelphus gattingeri,24425,NA,NA
Philadelphus pubescens,24443,24443,Beadle,Philadelphus intectus,518905,NA,NA
Philadelphus pubescens,24443,24443,Schrad. ex DC.,Philadelphus latifolius,518906,NA,NA
Philadelphus pubescens,24443,24443,Beadle,Philadelphus intectus var. intectus,529593,NA,NA
Philadelphus pubescens,24443,24443,Loisel.,Philadelphus pubescens var. pubescens,529607,NA,NA
Philadelphus pubescens,24443,24443,(Beadle) A.H. Moore,Philadelphus pubescens var. intectus,531152,NA,NA
Philadelphus pubescens,24443,24443,S.Y. Hu,Philadelphus intectus var. pubigerus,538656,NA,NA
Philadelphus pubescens,24443,24443,(Schrad.) S.Y. Hu,Philadelphus pubescens var. verrucosus,538659,NA,NA
Phleum exaratum,784584,784584,Boiss. & Heldr. ex Boiss.,Phleum graecum,504313,NA,NA
Phleum exaratum,784584,784584,Mez,Phleum cornutum,793816,NA,NA
Phleum exaratum,784584,784584,Boiss. & Heldr. ex Boiss.,Phleum graecum ssp. graecum,798015,NA,NA
Phleum exaratum,784584,784584,Bornm.,Phleum arenarium f. breviglume,803649,NA,NA
Physalis ixocarpa,30602,529632,auct. non Brot. ex Hornem.,Physalis ixocarpa,30602,Physalis philadelphica var. immaculata,Waterf.
Physalis virginiana var. sonorae,538803,529628,Pollard & Ball,Physalis rigida,519027,Physalis longifolia var. longifolia,Nutt.
Physalis virginiana var. sonorae,538803,529628,Torr.,Physalis pumila var. sonorae,538801,Physalis longifolia var. longifolia,Nutt.
Physalis virginiana var. sonorae,538803,529628,(Torr.) Waterf.,Physalis virginiana var. sonorae,538803,Physalis longifolia var. longifolia,Nutt.
Picris sprengerana,NA,NA,NA,NA,NA,NA,NA
Pilea hyalina,NA,NA,NA,NA,NA,NA,NA
Pilea microphylla,19133,19133,L.,Parietaria microphylla,518436,NA,NA
Pilea peperomioides,NA,NA,NA,NA,NA,NA,NA
Pimpinella peregrina,NA,NA,NA,NA,NA,NA,NA
Plantago alpina,NA,NA,NA,NA,NA,NA,NA
Plantago bellardii,NA,NA,NA,NA,NA,NA,NA
Plantago holosteum,NA,NA,NA,NA,NA,NA,NA
Plantago patagonica,32907,32907,E. Morris,Plantago picta,519155,NA,NA
Plantago patagonica,32907,32907,Roem. & Schult.,Plantago purshii,519156,NA,NA
Plantago patagonica,32907,32907,Decne.,Plantago spinulosa,519159,NA,NA
Plantago patagonica,32907,32907,Gand.,Plantago wyomingensis,519160,NA,NA
Plantago patagonica,32907,32907,(Shinners) Shinners,Plantago patagonica var. breviscapa,538936,NA,NA
Plantago patagonica,32907,32907,(Nutt.) A. Gray,Plantago patagonica var. gnaphalioides,538938,NA,NA
Plantago patagonica,32907,32907,(E. Morris) Shinners,Plantago patagonica var. oblonga,538939,NA,NA
Plantago patagonica,32907,32907,(Decne.) A. Gray,Plantago patagonica var. spinulosa,538940,NA,NA
Plantago patagonica,32907,32907,Shinners,Plantago purshii var. breviscapa,538947,NA,NA
Plantago patagonica,32907,32907,(E. Morris) Shinners,Plantago purshii var. oblonga,538948,NA,NA
Plantago patagonica,32907,32907,(E. Morris) Pilg.,Plantago purshii var. picta,538949,NA,NA
Plantago patagonica,32907,32907,(Decne.) Shinners,Plantago purshii var. spinulosa,538950,NA,NA
Poa jubata,NA,NA,NA,NA,NA,NA,NA
Polycarpon tetraphyllum subsp. diphyllum,NA,NA,NA,NA,NA,NA,NA
Polygonatum hirtum,810269,43010,(Bosc ex Poir.) Pursh,Polygonatum hirsutum,507877,Polygonatum latifolium,(Jacq.) Desf.
Polygonatum hirtum,810269,43010,(Bosc ex Poir.) Pursh,Polygonatum hirtum,810269,Polygonatum latifolium,(Jacq.) Desf.
Polygonum alpinum,20870,823768,All.,Polygonum alpinum,20870,Aconogonon alpinum,(All.) Schur
Polygonum alpinum,20870,823768,(All.) Schur,Aconogonum alpinum,508330,Aconogonon alpinum,(All.) Schur
Polygonum alpinum,20870,823768,(All.) Kitag.,Pleuropteropyrum alpinum,519192,Aconogonon alpinum,(All.) Schur
Polygonum bistorta,20850,823770,L.,Polygonum bistorta,20850,Bistorta officinalis,Delarbre
Polygonum bistorta,20850,823770,L.,Polygonum bistorta var. bistorta,529775,Bistorta officinalis,Delarbre
Polygonum bistorta,20850,823770,(L.) Samp.,Persicaria bistorta,823834,Bistorta officinalis,Delarbre
Polygonum cognatum,NA,NA,NA,NA,NA,NA,NA
Polypogon chilensis,784771,784771,(J. Presl) Kunth,Agrostis muricata,785615,NA,NA
Polypogon chilensis,784771,784771,Hack. & Arechav.,Agrostis pectinata,785645,NA,NA
Polypogon chilensis,784771,784771,Kunth,Chaetotropis chilensis,788168,NA,NA
Polypogon chilensis,784771,784771,Phil.,Chaetotropis latifolia,788173,NA,NA
Polypogon chilensis,784771,784771,Brongn.,Polypogon affine,794518,NA,NA
Polypogon chilensis,784771,784771,Trin.,Polypogon chaetotropis,794525,NA,NA
Polypogon chilensis,784771,784771,J. Presl,Vilfa muricata,796440,NA,NA
Polypogon elongatus,41173,41173,(Kunth) Poir.,Alopecurus elongatus,785918,NA,NA
Polypogon elongatus,41173,41173,(Kunth) Björkman,Chaetotropis elongata,788169,NA,NA
Polypogon elongatus,41173,41173,J. Presl,Nowodworskya agrostoides,791569,NA,NA
Polypogon elongatus,41173,41173,Trin.,Polypogon inaequalis,794539,NA,NA
Polypogon elongatus,41173,41173,Carmich.,Polypogon intermedius,794540,NA,NA
Polypogon elongatus,41173,41173,hort. ex Steud.,Polypogon mexicanus,794543,NA,NA
Polypogon elongatus,41173,41173,J. Presl,Raspailia agrostoidea,794635,NA,NA
Polypogon elongatus,41173,41173,(Kunth) Björkman,Chaetotropis elongata var. elongata,799950,NA,NA
Polypogon elongatus,41173,41173,Nicora,Chaetotropis elongata var. longearistata,799951,NA,NA
Polypogon elongatus,41173,41173,E. Desv.,Polypogon elongatus var. strictus,802263,NA,NA
Polypogon imberbis,784773,784773,Speg.,Agrostis tehuelcha,785740,NA,NA
Polypogon imberbis,784773,784773,(Phil.) Björkman,Chaetotropis imberbis,788172,NA,NA
Polypogon imberbis,784773,784773,(Herter) Björkman,Chaetotropis rioplatensis,788175,NA,NA
Polypogon imberbis,784773,784773,Phil.,Nowodworskya imberbis,791571,NA,NA
Polypogon imberbis,784773,784773,(Phil.) Pilg.,Polypogon imberbis,794538,NA,NA
Polypogon imberbis,784773,784773,Herter,Polypogon rioplatensis,794549,NA,NA
Polypogon imberbis,784773,784773,Nicora,Chaetotropis imberbis var. bonariensis,799952,NA,NA
Polypogon imberbis,784773,784773,(Phil.) Björkman,Chaetotropis imberbis var. imberbis,799953,NA,NA
Polypogon imberbis,784773,784773,Hack.,Polypogon elongatus var. muticus,802261,NA,NA
Polypogon imberbis,784773,784773,Hack.,Polypogon elongatus f. minor,803689,NA,NA
Polypogon imberbis,784773,784773,Skottsb.,Polypogon imberbis f. aristata,803691,NA,NA
Polypogon imberbis,784773,784773,Herter,Polypogon rioplatensis f. elegans,803694,NA,NA
Polypogon imberbis,784773,784773,Herter,Polypogon rioplatensis f. robusta,803695,NA,NA
Polypogon maritimus,41175,41175,With.,Agrostis littoralis,785594,NA,NA
Polypogon maritimus,41175,41175,(Willd.) Poir.,Alopecurus maritimus,785928,NA,NA
Polypogon maritimus,41175,41175,(Willd.) Coss. & Durand,Polypogon monspeliensis var. maritimus,802271,NA,NA
Potamogeton trichoides,NA,NA,NA,NA,NA,NA,NA
Potentilla goldbachii,836946,504591,Rupr.,Potentilla goldbachii,836946,Potentilla thuringiaca,Bernhardi ex Link
Potentilla goldbachii,836946,504591,Tratt.,Potentilla nestleriana,836947,Potentilla thuringiaca,Bernhardi ex Link
Potentilla goldbachii,836946,504591,(Bernhardi ex Link) Simonk.,Potentilla chrysantha ssp. thuringiaca,837367,Potentilla thuringiaca,Bernhardi ex Link
Potentilla intermedia,24721,24721,Zimm.,Potentilla heidenreichii,836945,NA,NA
Potentilla norvegica,24730,24730,L.,Potentilla monspeliensis,519567,NA,NA
Potentilla norvegica,24730,24730,(Michx.) Hyl.,Potentilla norvegica ssp. hirsuta,524585,NA,NA
Potentilla norvegica,24730,24730,(L.) Asch. & Graebn.,Potentilla norvegica ssp. monspeliensis,524586,NA,NA
Potentilla norvegica,24730,24730,L.,Potentilla norvegica ssp. norvegica,524587,NA,NA
Potentilla norvegica,24730,24730,(Michx.) Lehm.,Potentilla norvegica var. hirsuta,539228,NA,NA
Potentilla norvegica,24730,24730,(Lehm.) Fernald,Potentilla norvegica var. labradorica,539229,NA,NA
Potentilla rivalis,24744,24744,Engelm. ex Lehm.,Potentilla millegrana,24724,NA,NA
Potentilla rivalis,24744,24744,Engelm. ex Torr. & A. Gray,Potentilla pentandra,24737,NA,NA
Potentilla rivalis,24744,24744,Rydb.,Potentilla leucocarpa,519559,NA,NA
