name,occurrences_new
Lolium multiflorum subvar. typicum,1
Lolium multiflorum var. brachypodiatum,2
Lolium multiflorum var. compositum,17
Lolium multiflorum var. crassispicum,2
Lolium multiflorum var. diminutum,7
Lolium multiflorum var. gaudinii,8
Lolium multiflorum var. italicum,11
Lolium multiflorum var. longearistatum,74
Lolium multiflorum var. longiaristatum,74
Lolium multiflorum var. muticum,14
Lolium multiflorum var. perennans,68376
Lolium multiflorum var. pumilum,68376
Lolium multiflorum var. ramosum,33
Lolium multiflorum var. submuticum,23
Lolium multiflorum var. typicum,1
Lolium multiflorum var. westerwoldicum,68376
Lolium perenne,593897
Lolium perenne forma compactum,593897
Lolium perenne forma compositum,74
Lolium perenne forma cristatum,99
Lolium perenne forma longiglume,1
Lolium perenne forma orgiale,2
Lolium perenne forma pauciflorum,9
Lolium perenne forma prostratum,593897
Lolium perenne forma ramosum,5
Lolium perenne forma typicum,593897
Lolium perenne forma viviparum,5
Lolium perenne ssp. rigidum,121
Lolium perenne subsp. italicum,3
Lolium perenne subsp. multiflorum,260
Lolium perenne subvar. aristatum,30
Lolium perenne subvar. cristatum,99
Lolium perenne subvar. polyanthum,8
Lolium perenne subvar. ramosum,5
Lolium perenne subvar. tenue,5
Lolium perenne var. aristatum,30
Lolium perenne var. compactum,593897
Lolium perenne var. compositum,74
Lolium perenne var. cristatum,99
Lolium perenne var. furcatum,6
Lolium perenne var. gaudinii,593897
Lolium perenne var. geminatum,593897
Lolium perenne var. glomeratum,593897
Lolium perenne var. italicum,3
Lolium perenne var. laxiusculum,593897
Lolium perenne var. longiglume,1
Lolium perenne var. multiflorum,260
Lolium perenne var. obtusiflorum,593897
Lolium perenne var. orgiale,2
Lolium perenne var. pauciflorum,9
Lolium perenne var. planellae,593897
Lolium perenne var. polyanthum,8
Lolium perenne var. racemosum,593902
Lolium perenne var. ramosum,5
Lolium perenne var. reptans,593897
Lolium perenne var. speirostachyum,593897
Lolium perenne var. sphaerostachyum,9
Lolium perenne var. subsecundum,593897
Lolium perenne var. tenue,5
Lolium perenne var. typicum,593897
Lolium perenne var. viviparum,5
Lolium pratense,2201
Lolium rieffelianum,9
Lolium rigidum,23142
Lolium siculum,9
Lolium siculum forma aristatum,9
Lolium siculum var. cristatum,9
Lolium siculum var. ramosum,9
Lolium strictum,10
Lolium temulentum forma glaberrimum,1
Lolium temulentum var. ramosum,1
Lolium tenue,1
Lolium Xhybridum,8369
Lonchocarpus cyanescens,448
Lonchocarpus sericeus,2627
Lonicera alpigena,17449
Lonicera confusa,77
Lonicera insularis,23
Lonicera maackii,5186
Lonicera maackii f. podocarpa,2
Lonicera morrowii,1497
Lonicera standishii,32
Lopezia coronata,14
Lopezia racemosa,1592
Lotus americanus,23
Lotus biflorus,22
Lotus cytisoides,3524
Lotus drepanocarpus,12
Lotus hispidus,2562
Lotus parviflorus,2132
Lotus purshianus,574
Lotus purshianus var. glaber,4
Lotus sericeus,1
Lotus unifoliolatus,147
Lotus unifoliolatus var. unifoliolatus,115
Ludwigia alternifolia,1282
Ludwigia alternifolia var. linearifolia,36
Ludwigia alternifolia var. pubescens,4
Ludwigia alternifolia var. typica,2
Ludwigia arcuata,85
Ludwigia brevipes,4
Ludwigia cylindrica,1
Ludwigia glandulosa,178
Ludwigia helminthorrhiza,595
Ludwigia hyssopifolia,2383
Ludwigia inclinata,268
Ludwigia ovalis,208
Ludwigia perennis,1195
Ludwigia salicifolia,1
Ludwigiantha brevipes,1
Luffa acutangula,118
Lupinus glabratus,3
Lupinus nuttallii,11
Lupinus perennis,1665
Lupinus perennis forma albiracemus,3
Lupinus perennis forma bicolor,2
Lupinus perennis forma roseus,2
Lupinus perennis subsp. gracilis,7
Lupinus perennis var. gracilis,7
Lupinus perennis var. occidentalis,26
Lupinus plattensis,138
Lupinus polyphyllus,135373
Luziola brasiliana,28
Luziola divergens,4
Luziola doelliana,6
Luziola peruviana,211
Luziola subintegra,205
Luzula campestris,297857
Luzula campestris var. campestris,4749
Luzula campestris var. pallescens,2
Luzula multiflora,171582
Luzula pallescens,12052
Luzula pallidula,513
Lychnis alba,213
Lychnis arvensis,4
Lychnis divaricata,5
Lychnis macrocarpa,9
Lychnis vespertina,45
Lychnis Xloveae,724
Lycium ferocissimum,108975
Lycium ferrocissimum,108975
Lycopus exaltatus,599
Lysichiton americanus,6992
Lysichiton camtschatcensis,708
Lysichitum americanum,52
Lysimachia arvensis,89921
Lysimachia arvensis var. caerulea,162
Lysimachia atropurpurea,184
Lysimachia ciliata,4041
Lythrum adsurgens,4
Lythrum borysthenicum,1048
Lythrum hyssopifolia,24539
Lythrum hyssopifolium,11
Lythrum junceum,3851
Lythrum maritimum,84
Lythrum portula,34844
Lythrum virgatum,824
Lythrum volgense,21
Macaranga tanarius,2801
Machaeranthera riparia,37
Machaeranthera sonorae,1
Machaerina rubiginosa,376
Macrobriza maxima,554
Macrochloa tenacissima,52
Macrosyringion glutinosum,105
Maianthemum bifolium,151968
Maianthemum stellatum,7323
Malachium aquaticum,138
Malcolmia chia,223
Malcolmia crenulata,3
Malcolmia orsiniana,9
Malope malacoides,162
Malva ambigua,4
Malva erecta,19
Malva mauritiana,31
Malva moschata,81694
Malva pusilla,6377
Malva rotundifolia,165
Malva sinensis,74
Malva sylvestris,156541
Malva sylvestris ssp. mauritiana,195
Malva sylvestris var. mauritiana,195
Malvella leprosa,1394
Malvella sherardiana,37
Mangifera sylvatica,25
Mariscus meyenianus,2
Mariscus sphaerocephalus,1
Marrubium vulgare,41758
Marsilea hirsuta,1552
Marsilea minuta,196
Martynia annua,1586
Matricaria aurea,131
Matricaria chamomilla,85760
Matricaria chamomilla var. coronata,22
Matricaria courrantiana,4
Matricaria discoidea,227114
Matricaria inodora,571
Matricaria maritima ssp. inodora,36
Matricaria maritima var. agrestis,27
Matricaria matricarioides,3432
Matricaria parthenium,1
Matricaria perforata,11602
Matricaria recutita,41491
Matricaria suaveolens,108
Matteuccia struthiopteris,30957
Matthiola bicornis,28
Matthiola longipetala,376
Matthiola longipetala ssp. bicornis,159
Matthiola lunata,250
Mayaca sellowiana,284
Medicago caerulea,15
Medicago cancellata,27
Medicago coronata,1338
Medicago fischeriana,4
Medicago italica,399
Medicago monspeliaca,4354
Medicago murex,550
Medicago obscura,2
Medicago orthoceras,17
Medicago rigidula,8945
Medicago tornata,220
Medicago tornata var. rugulosa,5
Melandrium album,1549
Melandrium boissieri,8
Melandrium latifolium,1
Melandrium macrocarpum,12
Melandrium pratense,8
Melandrium vespertinum,2
Melastoma affine,576
Melastoma borneense,1
Melastoma caesium,2
Melastoma candidum,1948
Melastoma congestum,1
Melastoma denticulatum,36
Melastoma fuscum,1
Melastoma homostegium,1
Melastoma houtteanum,3
Melastoma intermedium,33
Melastoma malabathricum,1617
Melastoma malabathricum subsp. normale,13
Melastoma malabathricum var. mariannum,29
Melastoma malabathricum var. normale,13
Melastoma malabathricum var. obvolutum,1617
Melastoma mariannum,25
Melastoma normale,132
Melastoma paleaceum,4
Melastoma pinatubense,1
Melastoma polyanthum,28
Melastoma polyanthum var. linearifolium,28
Melastoma polyanthum var. mollissimum,28
Melastoma roemeri,4
Melastoma septemnervium,62
Melastoma stenophyllum,3
Melastoma sylvaticum,1
Melastoma sylvaticum var. permultiflorum,1
Melastoma trachyphyllum,2
Melastoma trachyphyllum var. ochraceum,2
Melica decumbens,27
Melochia umbellata,328
Mentha aquatica,320060
Mentha cardiaca,158
Mentha cervina,2349
Mentha citrata,143
Mentha gentilis,472
Mentha piperita ssp. citrata,142
Mentha pulegium,23827
Mentha X gracilis,1375
Mentha X muelleriana,2
Mentha X piperi var. citrata,1
Mentha X piperita var. citrata,142
Mercurialis ovata,608
Merremia bracteata,2
Merremia pacifica,14
Merremia peltata,259
Mesembryanthemum crystallinum,6770
Meum athamanticum,17618
Mibora minima,8126
Mibora verna,13
Miconia calvescens,94624
Micrampelis lobata,2
Micranthemum callitrichoides,9
Micranthemum micranthemoides,3
Micranthemum orbiculatum,3
Micranthemum umbros,359
Microlaena stipoides,17285
Micropus supinus,205
Microsorum latifolius,887
Microsorum pteropus,135
Microthlaspi perfoliatum,22088
Mikania cordata,517
Mimosa arenosa,564
Mimosa asperata var. scandens,2
Mimosa casta,50
Mimosa ceratonia,67
Mimosa diplotricha,268
Mimosa invisa,304
Mimosa pellita,169
Mimosa pigra,27745
Mimosa pigra var. pigra,715
Mimulus moschatus,1928
Minuartia glomerata,197
Minuartia hamata,388
Minuartia viscosa,683
Misopates orontium,24473
Moenchia mantica,333
Moghania strobilifera,13
Moluccella spinosa,204
Montanoa hibiscifolia,51
Montia dipetala,2
Montia fontana,42029
Montia fontana ssp. amporitana,1083
Montia fontana ssp. chondrosperma,2167
Montia fontana ssp. fontana,3793
Montia fontana ssp. variabilis,743
Montia fontana var. lamprosperma,2
Montia fontana var. tenerrima,21
Montia fontana var. variabilis,743
Montia hallii,108
Montia heterophylla,1
Montia lamprosperma,74
Montia minor,3677
Montia parvifolia,943
Montia parvifolia ssp. flagellaris,18
Montia parvifolia ssp. parvifolia,84
Montia parvifolia var. flagellaris,18
Montia rivularis,85
Montia sibirica,62
Montia sibirica var. heterophylla,2
Montia verna,16
Moorochloa eruciformis,102
Moraea,648
Moraea collina,150
Moraea flaccida,2180
Moraea miniata,580
Morus nigra,1483
Mosla dianthera,2478
Muehlenbeckia axillaris,411
Muehlenbeckia complexa,3633
Muhlenbergia frondosa,851
Muscari atlanticum,421
Muscari azureum,134
Muscari grandifolium,1
Muscari leucostomum,1
Muscari mordoanum,3
Muscari neglectum,36838
Muscari nivale,1
Muscari pulchellum,44
Muscari racemosum,1840
Myagrum perfoliatum,2264
Mycelis muralis,74008
Mygalurus caudatus,9
Myoporum tetrandrum,133
Myosotis arvensis,222408
Myosotis latifolia,1160
Myosotis palustris,4086
Myosotis ramosissima,53462
Myosotis scorpioides,238445
Myosotis secunda,17879
Myosoton aquaticum,53792
Myrica aethiopica,1
Myroxylon balsamum,458
Najas gracillima,241
Najas orientalis,3
Narcissus asturiensis,313
Narcissus calcicola,201
Narcissus cyclamineus,233
Narcissus minor,264
Narcissus pseudonarcissus subsp. minor,1
Nassella filiculmis,74
Nassella formicarum,3
Nassella neesiana,5908
Nassella poeppigiana,32
Nasturtium austriacum,4
Nasturtium microphyllum,23420
Nasturtium occidentale,1
Nasturtium officinale var. microphyllum,3
Nectaroscordum siculum,121
Neobeckia aquatica,62
Neomarica caerulea,53
Neonotonia wightii,668
Neonotonia wightii var. longicauda,88
Neonotonia wightii var. wightii,20
Neosiphonia paniculata,38
Neosiphonia tongatensis,51
Neotorularia torulosa,109
Nepeta amoena,4
Nepeta faassenii,809
Nepeta mussinii,83
Nepeta racemosa,1677
Nepeta sibirica,334
Nephrolepis hirsutula,922
Nesaea crassicaulis,56
Nesaea myrtifolia,16
Neslia paniculata,5521
Neslia paniculata subsp. thracica,1535
Nicandra physalodes,14221
Nicolaia elatior,5
Nicotiana wigandioides,48
Nigella hispanica,42
Nigella segetalis,14
Noaea mucronata,328
Nolina recurvata,5
Nonea echioides,288
Nonea erecta,316
Nonea pulla,1354
Nopalea cochenillifera,114
Nopalea dejecta,120
Notholcus mollis,1
Nothoscordum bivalve,3942
Nothoscordum striatum,12
Nothoscordum texanum,52
Nothoscordum x borbonicum,1007
Notodanthonia biannularis,5
Nuphar japonica,150
Nuphar lutea ssp. pumila,42
Nuphar luteum var. pumilum,5
Nuphar microphylla,135
Nuphar pumila,4820
Nuttallanthus canadensis,1664
Nymphaea pubescens,168
Nymphaea rubra,61
Nymphaea tetragona,2244
Nypa fruticans,276
Oberna commutata,3
Ochna atropurpurea,46
Ochna mossambicensis,95
Ocimum sanctum,85
Ocimum tenuiflorum,354
Odontites glutinosus,45
Odontites serotina,510
Odontites serotinus,4
Odontites verna,62214
Odontites vernus ssp. serotinus,17283
Odontites vulgaris,19159
Oenanthe silaifolia,7019
Oenothera acutifolia,4
Oenothera adriatica,1
Oenothera biennis,40690
Oenothera biennis forma muricata,1
Oenothera biennis subsp. caeciarum,6
Oenothera biennis subsp. centralis,1
Oenothera biennis subsp. grandiflora,2
Oenothera biennis var. leptomeres,20
Oenothera biennis var. muricata,1
Oenothera cambrica,1028
Oenothera carinthiaca,2
Oenothera chicaginensis,50
Oenothera chicaginensis var. bartlettii,1
Oenothera compacta,3
Oenothera cruciata,2
Oenothera cruciata var. sabulonensis,1
Oenothera ersteinensis,220
Oenothera fallacoides,12
Oenothera fallax,1326
Oenothera flaemingina,2
Oenothera flava,317
Oenothera flava ssp. flava,58
Oenothera flava ssp. taraxacoides,47
Oenothera hoelscheri,29
Oenothera humifusa,192
Oenothera issleri,50
Oenothera jueterbogensis,4
Oenothera lindheimeri,829
Oenothera macrosperma,1
Oenothera muricata,3325
Oenothera niveifolia,2
Oenothera nuda,19
Oenothera obscurifolia,1
Oenothera paradoxa,25
Oenothera parviflora,1998
Oenothera pedemontana,8
Oenothera punctulata,21
Oenothera pycnocarpa,411
Oenothera rosea,5941
Oenothera royfraseri,17
Oenothera rubiella,12933
Oenothera rubricaulis,942
Oenothera sinuata var. humifusa,2
Oenothera stucchii,50
Oenothera suaveolens,360
Oenothera taraxacoides,23
Oenothera victorinii,76
Oenothera x drawertii,19
Oglifa arvensis,3
Oglifa gallica,2
Oldenlandia capensis,98
Olea europaea subsp. cuspidata,3479
Olea europaea subsp. europaea,3235
Olearia macrodonta,432
Olimarabidopsis pumila,55
Omalotheca supina,12919
Onagra biennis,3
Onagra vulgaris,6
Oncosiphon suffruticosum,652
Onoclea struthiopteris,1789
Ononis diffusa,248
Ononis natrix,22318
Ononis subspicata,6
Onopordum acaulon,1673
Onopordum bracteatum,11
Onopordum illyricum,1780
Onopordum macracanthum,169
Onopordum nervosum,350
Ophrys insectifera,51177
Oplismenus hirtellus subsp. undulatifolius,11
Opuntia,13811
Opuntia abjecta,20
Opuntia ammophila,68
Opuntia aurantiaca,1496
Opuntia austrina,269
Opuntia bensonii,15
Opuntia calcicola,1
Opuntia cantabrigiensis,332
Opuntia cespitosa,412
Opuntia cochenillifera,241
Opuntia compressa var. ammophila,2
Opuntia compressa var. macrorhiza,7
Opuntia crassa,3
Opuntia crystalenia,2
Opuntia cumulicola,1
Opuntia deamii,19
Opuntia dejecta,123
Opuntia eichlamii,10
Opuntia elatior,121
Opuntia elizondoana,16
Opuntia engelmannii,2404
Opuntia engelmannii var. aciculata,3
Opuntia engelmannii var. lindheimeri,20
Opuntia feroacantha,10
Opuntia fulgida,33
Opuntia fuscoatra,8
Opuntia grandiflora,1
Opuntia guatemalensis,150
Opuntia guilanchi,87
Opuntia hitchcockii,7
Opuntia howeyi,3
Opuntia humifusa,2085
Opuntia humifusa var. austrina,1
Opuntia impedata,1
Opuntia jaliscana,45
Opuntia karwinskiana,208
Opuntia lata,24
Opuntia leptocarpa,6
Opuntia lindheimeri,426
Opuntia lindheimeri var. lehmannii,4
Opuntia lindheimeri var. tricolor,2
Opuntia mackensenii,26
Opuntia macrorhiza,1065
Opuntia macrorhiza var. macrorhiza,107
Opuntia mesacantha,166
Opuntia mesacantha subsp. lata,99
Opuntia microdasys,2923
Opuntia nemoralis,22
Opuntia orbiculata,96
Opuntia pallida,1
Opuntia pollardii,2
Opuntia polycarpa,3
Opuntia rafinesquei,2
Opuntia rafinesquei var. parva,2
Opuntia rastrera,348
Opuntia rileyi,26
Opuntia rosea,245
Opuntia spinulifera,81
Opuntia spraguei,30
Opuntia subarmata,3
Opuntia tapona,153
Opuntia tardospina,11
Opuntia tomentosa,1369
Opuntia tricolor,1
Opuntia turbinata,2
Opuntia turgida,2
Opuntia vulgaris var. media,10
Opuntia X subarmata,3
Opuntia xanthoglochia,5
Orchis laxiflora,524
Orchis palustris,2099
Origanum onites,205
Orlaya daucorlaya,194
Orlaya grandiflora,5473
Orlaya maritima,8
Ornithogalum divergens,1369
Ornithogalum narbonense,1472
Ornithogalum nutans,4332
Ornithogalum pyrenaicum,8895
Ornithopus compressus,11788
Orobanche,5036
Orobanche amethystea,6093
Orobanche cernua,572
Orobanche crenata,1019
Orobanche cumana,142
Orobanche gracilis,14556
Orobanche hederae,13202
Orobanche lavandulacea,51
Orobanche lucorum,195
Orobanche pubescens,439
Orobanche ramosa,2166
Orobanche sanguinea,293
Orontium aquaticum,746
Orthodon dianthera,2
Orthopogon crus-galli,1
Oryza barthii,2562
Oryza breviligulata,20
Oryza glaberrima,3527
Oryza longistaminata,1639
Oryza punctata,206
Oryzopsis cuspidata,1
Oryzopsis hymenoides,339
Osteospermum jucundum,296
Otanthus maritimus,913
Ottelia ulvifolia,285
Ottochloa malabarica,2
Ottochloa nodosa,307
Oxalis acetosella,288235
Oxalis albicans,169
Oxalis albicans subsp. californica,50
Oxalis albicans subsp. pilosa,45
Oxalis amamiana,5
Oxalis ambigua,60
Oxalis bushii,1
Oxalis californica,451
Oxalis californica var. subglabra,1
Oxalis cernua,60
Oxalis coloradensis,2
Oxalis corniculata,67552
Oxalis corniculata forma erecta,25
Oxalis corniculata forma purpurea,2
Oxalis corniculata forma tropaeoloides,67552
Oxalis corniculata forma uniflora,67552
Oxalis corniculata forma variegata,67552
Oxalis corniculata subsp. albicans,77
Oxalis corniculata subsp. pilosa,117
Oxalis corniculata subsp. repens,125
Oxalis corniculata subvar. piletocarpa,67552
Oxalis corniculata var. adscendens,67552
Oxalis corniculata var. atropurpurea,858
Oxalis corniculata var. corcovadensis,1
Oxalis corniculata var. diffusa,67552
Oxalis corniculata var. frigida,67552
Oxalis corniculata var. genuina,67552
Oxalis corniculata var. langloisii,1
Oxalis corniculata var. longepedunculata,67552
Oxalis corniculata var. minima,67552
Oxalis corniculata var. purpurea,2
Oxalis corniculata var. pusilla,67552
Oxalis corniculata var. repens,125
Oxalis corniculata var. rubra,67552
Oxalis corniculata var. rubrifolia,67552
Oxalis corniculata var. sericea,3
Oxalis corniculata var. stricta,2
Oxalis corniculata var. subglabra,1
Oxalis corniculata var. taiwanensis,5
Oxalis corniculata var. trichocaulon,66
Oxalis corniculata var. tropaeoloides,67552
Oxalis corniculata var. typica,67552
Oxalis corniculata var. variegata,67552
Oxalis corniculata var. viscidula,1
Oxalis corymbosa,1566
Oxalis cymosa,3
Oxalis debilis,3361
Oxalis debilis subsp. corymbosa,567
Oxalis debilis var. corymbosa,567
Oxalis decaphylla,477
Oxalis dillenii,6623
Oxalis dillenii subsp. filipes,59
Oxalis dillenii var. radicans,2
Oxalis dillenii var. recurva,4
Oxalis divergens,18
Oxalis eggersii,2
Oxalis europaea,981
Oxalis europaea forma cymosa,1
Oxalis europaea forma subglabrata,2
Oxalis europaea var. bushii,3
Oxalis exilis,8785
Oxalis filipes,11
Oxalis florida,73
Oxalis florida var. recurva,1
Oxalis fontana,24975
Oxalis fontana forma cymosa,24975
Oxalis fontana forma pallidiflora,24975
Oxalis fontana forma pilosella,24975
Oxalis fontana forma stricta,24975
Oxalis fontana forma subglabrata,24975
Oxalis fontana forma vestita,24975
Oxalis fontana var. bushii,4
Oxalis furcata,1
Oxalis grayi,5
Oxalis incarnata,1515
Oxalis langloisii,1
Oxalis lasiandra,18
Oxalis latifolia,3410
Oxalis lejeunei,6
Oxalis lyonii,15
Oxalis martiana,68
Oxalis microphylla,1
Oxalis navieri,3
Oxalis palustris,2
Oxalis papilionacea,1
Oxalis perennans,35982
Oxalis pes-caprae,33924
Oxalis pilosa,59
Oxalis procumbens,14
Oxalis pubescens,46
Oxalis pusilla,32
Oxalis recurva,1
Oxalis regnellii,32
Oxalis repens,608
Oxalis repens forma speciosa,1
Oxalis rosea,135
Oxalis rubens,490
Oxalis rupestris,22
Oxalis stricta,27625
Oxalis stricta forma condensata,27625
Oxalis stricta var. europaea,20
Oxalis stricta var. fontana,27625
Oxalis stricta var. lanulosa,27625
Oxalis stricta var. micrantha,27625
Oxalis stricta var. navieri,27625
Oxalis stricta var. pseudocorniculata,27625
Oxalis stricta var. rufa,164
Oxalis taimoni,5
Oxalis taiwanensis,1
Oxalis triangularis,431
Oxalis triangularis subsp. papilionacea,19
Oxalis trinidadensis,1
Oxalis variabilis,4
Oxalis verticillata,2
Oxalis wrightii,6
Oxybasis glauca,8359
Oxyspora paniculata,272
Ozothamnus,354
Paederia cruddasiana,19
Paeonia cambessedesii,47
Paeonia corallina,25
Paeonia mascula,679
Paepalanthus fluviatilis,6
Pandanus odoratissimus,14
Pandanus tectorius,609
Pandanus tectorius var. oahuensis,2
Pandanus tomilensis,1
Pandanus veitchii,1
Panicularia brachyphylla,4
Panicum acuminatum,257
Panicum acuminatum var. acuminatum,422
Panicum affine,1
Panicum angustifolium,2
Panicum annulum,1
Panicum barbulatum,9
Panicum brizaeforme,1
Panicum caerulescens,4
Panicum chloroticum,43
Panicum clutei,1
Panicum crus-galli,33
Panicum decompositum,4745
Panicum dichotomiflorum,10821
Panicum dichotomiflorum ssp. puritanorum,9
Panicum dichotomiflorum var. dichotomiflorum,194
Panicum dichotomiflorum var. geniculatum,158
Panicum dichotomiflorum var. puritanorum,9
Panicum dichotomum,254
Panicum dichotomum var. mattamuskeetense,1
Panicum dichotomum var. nitidum,1
Panicum dichotomum var. ramulosum,23
Panicum dilatatum,1
Panicum gattingeri,51
Panicum geminatum,1
Panicum lithophilum,1
Panicum lucidum,8
Panicum maculatum,1
Panicum mattamuskeetense,10
Panicum microcarpon,23
Panicum miliaceum,10772
Panicum multiflorum,1
Panicum multirameum,3
Panicum nitidum,11
Panicum nitidum var. ramulosum,14
Panicum obtusum,807
Panicum paludivagum,3
Panicum paludosum,480
Panicum paspaloides,4
Panicum philadelphicum,60
Panicum philadelphicum ssp. gattingeri,50
Panicum philadelphicum var. philadelphicum,26
Panicum philadelphicum var. tuckermanii,19
Panicum philadephicum,3
Panicum proliferum,13
Panicum pruriens,2
Panicum pungens,1
Panicum pyramidale,1
Panicum ramosum,1
Panicum roanokense,5
Panicum scindens,2
Panicum spectabile var. guadeloupense,1
Panicum sphagnicola,1
Panicum texanum,21
Panicum tuckermanii,101
Panicum yadkinense,6
Papaver apulum,289
Papaver apulum var. micranthum,1
Papaver dubium,61108
Papaver hortense,5
Papaver hybridum,6836
Papaver mexicanum,1
Papaver nigrum,1
Papaver officinale,1
Papaver orientale,1014
Papaver pavoninum,95
Papaver pinnatifidum,1037
Papaver pseudo-orientale,33
Papaver pseudoorientale,39
Papaver radicatum,284
Papaver setigerum var. hortense,230
Papaver somniferum,33031
Papaver somniferum forma dinocarpum,33031
Papaver somniferum var. album,1
Papaver somniferum var. apodocarpum,33031
Papaver somniferum var. caesium,33031
Papaver somniferum var. glabrum,33031
Papaver somniferum var. griseum,33031
Papaver somniferum var. haageanum,33031
Papaver somniferum var. hussenotii,33031
Papaver somniferum var. luteum,33031
Papaver somniferum var. nigrum,104
Papaver somniferum var. paeoniflorum,33031
Papaver somniferum var. quassandrum,33031
Papaver somniferum var. roseum,33031
Papaver somniferum var. setigerum,980
Papaver somniferum var. stipitatum,33031
Papaver soporiferum,5181
Paraderris elliptica,98
Parapholis strigosa,7357
Paraserianthes falcataria,99
Parentucellia viscosa,2530
Parietaria debilis,4293
Parietaria diffusa,148
Parietaria diffusa var. genuina,5536
Parietaria floridana,339
Parietaria judaica,52872
Parietaria judaica var. typica,52872
Parietaria lusitanica,2770
Parietaria nummularia,1
Parietaria officinalis subsp. judaica,31
Parietaria officinalis var. ramiflora,1
Parietaria ramiflora,6
Parkia africana,31
Parkia biglobosa,3987
Parkia clappertoniana,77
Parodiochloa flabellata,1
Paronychia arabica,142
Paronychia kapela,1632
Parsonsia petiolata,1
Parthenocissus vitacea,1320
Paspalidium geminatum,662
Paspalidium geminatum var. geminatum,16
Paspalidium geminatum var. paludivagum,16
Paspalidium paludivagum,51
Paspalum boscianum,139
Paspalum commersonii,71
Paspalum commutatum,16
Paspalum consanguineum,1
Paspalum densum,144
Paspalum millegrana,107
Paspalum notatum var. saurae,125
Paspalum saurae,54
Paspalum scrobiculatum,5816
Paspalum virgatum,1150
Passerina annua,15
Passiflora antioquiensis,92
Passiflora bicornis,348
Passiflora biflora,1625
Passiflora brighamii,6
Passiflora lunata,2
Passiflora maliformis,240
Passiflora mollissima,456
Passiflora morifolia,378
Passiflora pulchella,72
Passiflora subpeltata,1713
Passiflora tarminiana,638
Passiflora transversa,2
Passiflora tripartita var. mollissima,376
Pastinaca sativa,98287
Pastinaca sativa ssp. sylvestris,24
Pastinaca sativa var. pratensis,1312
Pastinaca sativa var. sativa,31671
Pastinaca umbrosa,1
Pavonia hastata,1091
Pavonia hastata forma longifolia,2
Pedicellaria pentaphylla,4
Pedicellaria pentaphylla var. hirsutissima,4
Pelargonium cordifolium,211
Pelargonium inquinans,117
Pelargonium odoratissimum,121
Pelargonium peltatum,444
Pelargonium zonale,362
Pennisetum clandestinum,1259
Pennisetum inclusum,1
Pennisetum longistylum,8
Pennisetum macrourum,352
Pentaglottis sempervirens,28878
Pentaphylloides floribunda,354
Pentaphylloides fruticosa,207
Peplis diandra,2
Peplis portula,1894
Peramium ophioides,1
Pereskia aculeata,723
Pereskia aculeata var. godseffiana,1
Pereskia pereskia,4
Pericallis hybrida,274
Perizoma rhomboidea,6
Persicaria bioritsuensis,1
Persicaria bistorta,2705
Persicaria caespitosa,70
Persicaria capitata,4815
Persicaria chinensis,677
Persicaria hydropiper,102216
Persicaria incarnata,1
Persicaria lapathifolia,38441
Persicaria lapathifolia subsp. genuina,38441
Persicaria lapathifolia var. tomentosa,95
Persicaria nepalensis,1308
Persicaria nodosa,2
Persicaria perfoliata,2003
Persicaria posumbu,1039
Persicaria tomentosa,4
Persicaria wallichii,1751
Petasites fragrans,12002
Petrorhagia prolifera,33267
Petrosedum reflexum,76
Peucedanum ostruthium,554
Peucedanum verticillare,22
Phacelia ciliata,366
Phacelia tanacetifolia,30907
Phacelia tanacetifolia subvar. tenuisecta,30907
Phalacroloma annuum,443
Phalacroloma septentrionale,43
Phalaris aquatica,34860
Phalaris arundinacea,435570
Phalaris arundinacea f. coarctata,1
Phalaris arundinacea f. minor,3
Phalaris arundinacea f. pallens,3
Phalaris arundinacea f. pallida,3
Phalaris arundinacea f. ramifera,1
Phalaris arundinacea var. colorata,8
Phalaris arundinacea var. minor,3
Phalaris capensis,2
Phalaris mauritii,2
Phalaris minor,7194
Phalaris minor forma subcylindrica,4
Phalaris minor var. comulosa,7194
Phalaris minor var. genuina,2
Phalaris minor var. integra,2
Phalaris platensis,1
Phalaroides arundinacea,16337
Pharbitis indica,2
Pharbitis learii,1
Phedimus aizoon,1530
Phedimus kamtschaticus,451
Philadelphus intectus,5
Philadelphus latifolius,3
Philadelphus pubescens,421
Philadelphus pubescens var. intectus,2
Philadelphus pubescens var. pubescens,17
Philadelphus pubescens var. verrucosus,6
Philenoptera cyanescens,347
Philotria angustifolia,1
Philotria nuttallii,1
Phleum cornutum,1
Phleum exaratum,235
Phleum graecum,10
Phormium colensoi,23
Phormium tenax,4100
Photinia beauverdiana,757
Photinia floribunda,90
Photinia japonica,2
Photinia serratifolia,662
Photinia serrulata,667
Phragmites altissimus,39
Phragmites australis,648781
Phragmites australis subsp. altissimus,1506
Phragmites australis subsp. maximus,1
Phragmites communis,2125
Phragmites communis forma flavescens,10
Phragmites communis forma isiacus,1
Phragmites communis subsp. isiacus,1
Phragmites communis var. flavescens,10
Phragmites communis var. humilis,3
Phragmites communis var. isiacus,1
Phragmites flavescens,3
Phragmites humilis,1
Phragmites isiacus,2
Phragmites karka,432
Phragmites mauritianus,367
Phragmites vulgaris,3
Phragmites vulgaris var. flavescens,3
Phragmites vulgaris var. isiacus,1
Phragmites vulgaris var. typicus,3
Phyllanthus fluitans,70
Phyllanthus lathyroides,55
Phyllanthus niruri,2074
