acc_name,synonyms,acc_name_source,climate,Atlas,fl_nox,fed_nox,naturalized,weedy,occurrences,occurrences_new
Solanum tuberosum,"Solanum ajanhuiri, Solanum ajanhuiri forma jancko-ajanhuiri, Solanum ajanhuiri var. yari, Solanum andigena, Solanum andigena forma alccai-huarmi, Solanum andigena forma ancacc-maquin, Solanum andigena forma arcuatum, Solanum andigena forma basiscopum, Solanum andigena forma bifidum, Solanum andigena forma caesium, Solanum andigena forma caiceda, Solanum andigena forma ccompetillo, Solanum andigena forma ccompis, Solanum andigena forma cevallosii, Solanum andigena forma chalcoense, Solanum andigena forma chiar-imilla, Solanum andigena forma chimaco, Solanum andigena forma coeruleum, Solanum andigena forma conicicolumnatum, Solanum andigena forma cryptostylum, Solanum andigena forma dilatatum, Solanum andigena forma discolor, Solanum andigena forma globosum, Solanum andigena forma guatemalense, Solanum andigena forma huaca-lajra, Solanum andigena forma huallata, Solanum andigena forma huaman-uma, Solanum andigena forma incrassatum, Solanum andigena forma lanciacuminatum, Solanum andigena forma lapazense, Solanum andigena forma lecke-umo, Solanum andigena forma lilacinoflorum, Solanum andigena forma lisarassa, Solanum andigena forma llutuc-runtum, Solanum andigena forma magnicorollatum, Solanum andigena forma microstigmum, Solanum andigena forma nodosum, Solanum andigena forma pacus, Solanum andigena forma pallidum, Solanum andigena forma pomacanchicum, Solanum andigena forma ppacc-nacha, Solanum andigena forma ppaqui, Solanum andigena forma sunchchu, Solanum andigena forma tenue, Solanum andigena forma tiahuanacense, Solanum andigena forma tocanum, Solanum andigena forma tolucanum, Solanum andigena forma uncuna, Solanum andigena subsp. argentinum, Solanum andigena subsp. australiperuvianum, Solanum andigena subsp. aya-papa, Solanum andigena subsp. bolivianum, Solanum andigena subsp. centraliperuvianum, Solanum andigena subsp. ecuatorianum, Solanum andigena subsp. tarmense, Solanum andigena var. aymaranum, Solanum andigena var. bolivianum, Solanum andigena var. brevicalyx, Solanum andigena var. carhuas, Solanum andigena var. ccusi, Solanum andigena var. ckello-huaccoto, Solanum andigena var. columbianum, Solanum andigena var. cuzcoense, Solanum andigena var. digitotuberosum, Solanum andigena var. grauense, Solanum andigena var. hairuru, Solanum andigena var. hederiforme, Solanum andigena var. herrerae, Solanum andigena var. imilla, Solanum andigena var. juninum, Solanum andigena var. latius, Solanum andigena var. longibaccatum, Solanum andigena var. mexicanum, Solanum andigena var. platyantherum, Solanum andigena var. quechuanum, Solanum andigena var. sihuanum, Solanum andigena var. socco-huaccoto, Solanum andigena var. stenophyllum, Solanum andigena var. tarmense, Solanum ascasabii, Solanum boyacanse, Solanum cardenasii, Solanum chaucha, Solanum chaucha var. ccoe-sullu, Solanum chaucha var. ckati, Solanum chaucha var. khoyllu, Solanum chaucha var. puca-suitu, Solanum chaucha var. surimana, Solanum chiloense, Solanum churuspi, Solanum coeruleiflorum, Solanum cultum, Solanum estradae, Solanum goniocalyx, Solanum goniocalyx var. caeruleum, Solanum herrerae, Solanum leptostigmum, Solanum mamilliferum, Solanum phureja, Solanum phureja forma orbiculatum, Solanum phureja forma sayhuanimayo, Solanum phureja forma timusi, Solanum phureja forma viuda, Solanum phureja var. caeruleum, Solanum phureja var. flavum, Solanum phureja var. jancko-phureja, Solanum phureja var. pujeri, Solanum phureja var. rubro-rosea, Solanum phureja var. sanguineum, Solanum rybinii, Solanum rybinii var. boyacense, Solanum sinense, Solanum stenotomum, Solanum stenotomum forma alkka-phinu, Solanum stenotomum forma alkka-pitiquina, Solanum stenotomum forma ari-chuwa, Solanum stenotomum forma azureo-ckati, Solanum stenotomum forma ccami, Solanum stenotomum forma chiar-ckati, Solanum stenotomum forma chiar-phinu, Solanum stenotomum forma churi-puya, Solanum stenotomum forma jancko-chojllu, Solanum stenotomum forma kkarachi-pampa, Solanum stenotomum forma laram, Solanum stenotomum forma pacajes, Solanum stenotomum forma phiti-kalla, Solanum stenotomum forma pulu-wayku, Solanum stenotomum forma quime, Solanum stenotomum forma wila-chojllu, Solanum stenotomum var. ccami, Solanum stenotomum var. chojllu, Solanum stenotomum var. kkamara, Solanum stenotomum var. luru, Solanum stenotomum var. phinu, Solanum stenotomum var. pitiquina, Solanum stenotomum var. zapallo, Solanum subandigena, Solanum sylvestre, Solanum tenuifilamentum, Solanum tuberosum, Solanum tuberosum forma acuminatum, Solanum tuberosum forma alkka-imilla, Solanum tuberosum forma alkka-silla, Solanum tuberosum forma amajaya, Solanum tuberosum forma araucanum, Solanum tuberosum forma auriculatum, Solanum tuberosum forma azul-runa, Solanum tuberosum forma barmacca, Solanum tuberosum forma brachykalukon, Solanum tuberosum forma brevipapillosum, Solanum tuberosum forma camota, Solanum tuberosum forma ccompis, Solanum tuberosum forma cevallosii, Solanum tuberosum forma chaped, Solanum tuberosum forma chiar-lelekkoya, Solanum tuberosum forma chiar-pala, Solanum tuberosum forma chojo-samana, Solanum tuberosum forma conicum, Solanum tuberosum forma contortum, Solanum tuberosum forma coraila, Solanum tuberosum forma crassifilamentum, Solanum tuberosum forma elongatum, Solanum tuberosum forma enode, Solanum tuberosum forma huaca-lajra, Solanum tuberosum forma huaca-zapato, Solanum tuberosum forma huichinkka, Solanum tuberosum forma indianum, Solanum tuberosum forma infectum, Solanum tuberosum forma isla-imilla, Solanum tuberosum forma jancko-chockella, Solanum tuberosum forma jancko-kkoyllu, Solanum tuberosum forma jancko-pala, Solanum tuberosum forma kunurana, Solanum tuberosum forma laram-lelekkoya, Solanum tuberosum forma latum, Solanum tuberosum forma mahuinhue, Solanum tuberosum forma milagro, Solanum tuberosum forma montticum, Solanum tuberosum forma murukewillu, Solanum tuberosum forma nigrum, Solanum tuberosum forma oculosum, Solanum tuberosum forma ovatum, Solanum tuberosum forma overita, Solanum tuberosum forma pallidum, Solanum tuberosum forma pichuna, Solanum tuberosum forma pillicuma, Solanum tuberosum forma pulo, Solanum tuberosum forma sani-imilla, Solanum tuberosum forma sebastianum, Solanum tuberosum forma surico, Solanum tuberosum forma tenuipedicellatum, Solanum tuberosum forma thallasinum, Solanum tuberosum forma tinguipaya, Solanum tuberosum forma viride, Solanum tuberosum forma wila-huaycku, Solanum tuberosum forma wila-imilla, Solanum tuberosum forma wila-koyu, Solanum tuberosum forma wila-monda, Solanum tuberosum forma wila-pala, Solanum tuberosum forma yurac-taraco, Solanum tuberosum subsp. andigena, Solanum tuberosum subsp. bicolor, Solanum tuberosum subsp. corniforme, Solanum tuberosum subsp. flavum, Solanum tuberosum subsp. oculosum, Solanum tuberosum subsp. rubrum, Solanum tuberosum subsp. violaceum, Solanum tuberosum var. aethiopicum, Solanum tuberosum var. alaudinum, Solanum tuberosum var. album, Solanum tuberosum var. anglicum, Solanum tuberosum var. aymaranum, Solanum tuberosum var. batatinum, Solanum tuberosum var. bertuchii, Solanum tuberosum var. bolivianum, Solanum tuberosum var. borsdorfianum, Solanum tuberosum var. brachyceras, Solanum tuberosum var. brevipilosum, Solanum tuberosum var. bufoninum, Solanum tuberosum var. californicum, Solanum tuberosum var. cepinum, Solanum tuberosum var. chiar-imilla, Solanum tuberosum var. chiloense, Solanum tuberosum var. chilotanum, Solanum tuberosum var. conocarpum, Solanum tuberosum var. cordiforme, Solanum tuberosum var. corsicanum, Solanum tuberosum var. crassipedicellatum, Solanum tuberosum var. cucumerinum, Solanum tuberosum var. cultum, Solanum tuberosum var. drakeanum, Solanum tuberosum var. elegans, Solanum tuberosum var. elongatum, Solanum tuberosum var. erythroceras, Solanum tuberosum var. fragariinum, Solanum tuberosum var. guaraniticum, Solanum tuberosum var. hassicum, Solanum tuberosum var. helenanum, Solanum tuberosum var. hispanicum, Solanum tuberosum var. holsaticum, Solanum tuberosum var. julianum, Solanum tuberosum var. kaunitzii, Solanum tuberosum var. laurentinum, Solanum tuberosum var. lelekkoya, Solanum tuberosum var. leonhardianum, Solanum tuberosum var. longibaccatum, Solanum tuberosum var. macranthum, Solanum tuberosum var. malcachu, Solanum tuberosum var. melanoceras, Solanum tuberosum var. menapianum, Solanum tuberosum var. merceri, Solanum tuberosum var. multibaccatum, Solanum tuberosum var. multijugum, Solanum tuberosum var. nobile, Solanum tuberosum var. norfolcicum, Solanum tuberosum var. nucinum, Solanum tuberosum var. palatinatum, Solanum tuberosum var. pecorum, Solanum tuberosum var. peruvianum, Solanum tuberosum var. platyceras, Solanum tuberosum var. praecox, Solanum tuberosum var. praedicandum, Solanum tuberosum var. puberulum, Solanum tuberosum var. putscheanum, Solanum tuberosum var. recurvatum, Solanum tuberosum var. reniforme, Solanum tuberosum var. rockii, Solanum tuberosum var. rossicum, Solanum tuberosum var. rubrisuturatum, Solanum tuberosum var. rugiorum, Solanum tuberosum var. runa, Solanum tuberosum var. saccharatum, Solanum tuberosum var. salamandrinum, Solanum tuberosum var. schnittspahnii, Solanum tuberosum var. sesquimensale, Solanum tuberosum var. sicha, Solanum tuberosum var. sipancachi, Solanum tuberosum var. stenophyllum, Solanum tuberosum var. strobilinum, Solanum tuberosum var. taraco, Solanum tuberosum var. tener, Solanum tuberosum var. tinctorium, Solanum tuberosum var. ulmense, Solanum tuberosum var. versicolor, Solanum tuberosum var. villarcella, Solanum tuberosum var. vuchefeldicum, Solanum tuberosum var. vulgare, Solanum tuberosum var. xanthoceras, Solanum tuberosum var. yutuense, Solanum yabari",Atlas,1,1,0,0,1,1,24963,13624
Solanum villosum,"Solanum alatum, Solanum luteum, Solanum luteum ssp. alatum, Solanum luteum var. luteum, Solanum nigrum var. villosum, Solanum villosum",ITIS,1,0,0,0,1,1,5020,4153
Solanum wendlandii,Solanum wendlandii,ITIS,1,0,0,0,1,1,417,411
Solenanthus lanatus,"Cynoglossum mathezii, Solenanthus lanatus",TNRS,1,0,0,0,0,0,14,17
Solidago canadensis,Solidago canadensis,ITIS,1,0,0,0,1,1,82801,108447
Solidago rugosa,Solidago rugosa,ITIS,1,0,0,0,1,1,3713,2969
Solidago sempervirens,"Aster mexicanus, Aster sempervirens, Solidago mexicana, Solidago sempervirens, Solidago sempervirens forma citrea, Solidago sempervirens forma ochroleuca, Solidago sempervirens forma viminea, Solidago sempervirens subsp. mexicana, Solidago sempervirens var. mexicana, Solidago sempervirens var. typica, Solidago sempervirens var. viminea, Solidago viminea",Atlas,0,1,0,0,1,1,6334,5048
Solidago x niederederi,Solidago x niederederi,CABI,0,0,0,0,0,0,8,9
Soliva anthemifolia,"Gymnostyles anthemidifolia, Gymnostyles anthemifolia, Soliva anthemifolia, Soliva mutisii",Atlas,0,1,0,0,1,1,1010,192
Soliva sessilis,"Gymnostyles alata, Gymnostyles barcklayana, Gymnostyles chilensis, Gymnostyles pterosperma, Soliva alata, Soliva barcklayana, Soliva daucifolia, Soliva neglecta, Soliva pterosperma, Soliva sessilis, Soliva valdiviana",Atlas,1,1,0,0,1,1,3271,3260
Soliva stolonifera,"Gymnostyles lusitanica, Gymnostyles nasturtiifolia, Gymnostyles stolonifera, Hippia stolonifera, Soliva lusitanica, Soliva nasturtiifolia, Soliva stolonifera",Atlas,1,1,0,0,1,1,753,48
Sonchus arvensis,Sonchus arvensis,ITIS,1,0,0,0,1,1,175885,138866
Sonchus wightianus,Sonchus wightianus,TNRS,1,0,0,0,1,1,72,50
Sophora jaubertii,Sophora jaubertii,TNRS,1,0,0,0,1,1,0,0
Sorghum bicolor subsp. drummondii,"Andropogon drummondii, Andropogon halepensis var. sudanensis, Andropogon sorghum subsp. drummondii, Andropogon sorghum subsp. hewisonii, Andropogon sorghum subsp. niloticus, Andropogon sorghum var. drummondii, Andropogon sorghum var. nitens, Andropogon sorghum var. sudanensis, Andropogon sorghum var. transiens, Andropogon sudanensis, Holcus sorghum subsp. hewisonii, Holcus sorghum subsp. sudanensis, Holcus sorghum var. transiens, Holcus sorghumsubsp. drummondii, Holcus sudanensis, Sorghum aterrimum, Sorghum aterrimum var. angustum, Sorghum aterrimum var. transiens, Sorghum bicolor subsp. drummondii, Sorghum bicolor var. drummondii, Sorghum drummondii, Sorghum elliotii, Sorghum halepense subvar. aristatum, Sorghum halepense var. sudanense, Sorghum hewisonii, Sorghum niloticum, Sorghum niloticum var. kavirondense, Sorghum nitens, Sorghum saccharatum var. sudanense, Sorghum sudanense, Sorghum vulgare var. drummondii, Sorghum vulgare var. sudanense",Atlas,1,1,0,0,1,1,591,2541
Sparaxis fragrans,Sparaxis fragrans,ITIS,1,0,0,0,1,1,34,32
Sparganium glomeratum,"Sparganium erectum var. glomeratum, Sparganium glomeratum",ITIS,1,0,0,0,1,1,3872,3949
Spartina anglica,"Spartina anglica, Spartina townsendii var. anglica",ITIS,1,0,0,0,1,1,17030,17315
Spartina densiflora,"Chauvinia chilensis, Spartina densiflora, Spartina densiflora subvar. pauper, Spartina juncea var. laxiflora, Spartina juncea var. montevidense, Spartina montevidensis, Spartina patagonica",ITIS,1,0,0,0,1,1,506,536
Spartina maritima,"Dactylis maritima, Spartina capensis, Spartina intermedia, Spartina maritima, Spartina stricta",ITIS,0,0,0,0,1,1,1458,1632
Spartina patens,"Dactylis patens, Limnetis juncea, Limnetis juncea var. monogyna, Spartina juncea, Spartina juncea subvar. americana, Spartina juncea var. patens, Spartina patens, Spartina patens var. juncea, Spartina patens var. monogyna, Spartina platensis, Spartina polystachya var. juncea, Spartina pumila, Sporobolus pumilus, Trachynotia juncea",Atlas,1,1,0,0,1,1,1300,1254
Spartina versicolor,Spartina versicolor,TNRS,1,0,0,0,1,1,2415,2074
Spartium junceum,Spartium junceum,ITIS,1,0,0,0,1,1,19965,25772
Spergula morisonii,Spergula morisonii,ITIS,1,0,0,0,1,1,24125,22329
Spergularia marina,"Alsine heterosperma, Alsine marina, Alsine marina var. minor, Alsine maritima, Alsine sparsiflora, Alsinella media, Arenaria halophila, Arenaria marina, Arenaria rubra var. marina, Arenaria salina, Buda marina, Buda marina var. leiosperma, Buda marina var. minor, Corion marinum, Corion marinum var. leiospermum, Lepigonum caninum var. leiospermum, Lepigonum leiospermum, Lepigonum marinum, Lepigonum neglectum, Lepigonum salinum, Spergula leiosperma, Spergula salina, Spergularia canina var. leiosperma, Spergularia canina var. salina, Spergularia dillenii var. leiosperma, Spergularia leiosperma, Spergularia marina, Spergularia neglecta, Spergularia neglecta var. genuina, Spergularia neglecta var. salina, Spergularia rubra var. marina, Spergularia salina, Spergularia salina var. genuina, Spergularia salina var. leiosperma, Spergularia salina var. minor, Spergularia salina var. sordida, Spergularia sparsiflora, Stipularia marina, Tissa leiosperma, Tissa marina, Tissa salina, Tissa salina var. sanfordii, Tissa salina var. sordida, Tissa sparsiflora",Atlas,1,1,0,0,1,1,40279,22291
Spergularia rubra,"Spergularia rubra, Spergularia rubra var. perennans, Tissa rubra",ITIS,1,0,0,0,1,1,80309,62912
Spermacoce latifolia,"Borreria bartlingiana, Borreria eradii, Borreria fockeana, Borreria latifolia, Borreria latifolia forma fockeana, Borreria latifolia forma scabrida, Borreria latifolia forma. minor, Borreria latifolia var. fockeana, Borreria latifolia var. minor, Borreria latifolia var. scabrida, Borreria latifolia var. sideritis, Borreria penicillata, Borreria perrottetii, Borreria platyphylla, Borreria scabrida, Borreria sideritis, Borreria splitgerberi, Borreria tetraptera, Neanotis monosperma var. tirunelvelica, Spermacoce aspera var. latifolia, Spermacoce bartlingiana, Spermacoce caerulescens, Spermacoce hexangularis, Spermacoce latifolia, Tardavel latifolia",Atlas,1,1,0,0,0,1,1537,1465
Sphaeralcea bonariensis,"Sphaeralcea bonariensis, Sphaeralcea cisplatina, Sphaeralcea miniata",ITIS,0,0,0,0,1,1,359,249
Sphaerophysa salsula,"Phaca salsula, Sphaerophysa salsula, Swainsona salsula",ITIS,1,0,0,0,1,1,282,379
Sphenoclea zeylanica,"Gaertnera pangati, Pongatium indicum, Pongatium zeylanicum, Rapinia herbacea, Sphenoclea dalzielii, Sphenoclea pongatium, Sphenoclea zeylanica",Atlas,1,1,0,0,1,1,1426,1398
Spinacia turkestanica,Spinacia turkestanica,TNRS,1,0,0,0,1,1,112,79
Spiraea chamaedryfolia,Spiraea chamaedryfolia,ITIS,1,0,0,0,1,1,3017,3563
Spondias purpurea,"Spondias dulcis var. macrocarpa, Spondias macrocarpa, Spondias myrobalanus, Spondias purpurea, Spondias purpurea var. munita, Spondias purpurea var. venulosa, Spondias venulosa, Warmingia pauciflora",Atlas,1,1,0,0,1,1,2183,2282
Sporobolus africanus,"Agrostis africana, Sporobolus africanus, Sporobolus capensis, Sporobolus indicus var. capensis",ITIS,1,0,0,0,1,1,9085,10208
Sporobolus pyramidatus,"Agrostis plumosa, Agrostis pyramidalis, Agrostis pyramidata, Sporobolus affinis, Sporobolus argutus, Sporobolus argutus f. purpurascens, Sporobolus argutus forma purpurascens, Sporobolus argutus var. tuberculatus, Sporobolus arkansanus, Sporobolus patens, Sporobolus pulvinatus, Sporobolus pyramidatus, Sporobolus sabeanus, Sporobolus tuberculatus, Vilfa agrostoidea, Vilfa arguta, Vilfa arkansana, Vilfa humifusa var. major, Vilfa richardii, Vilfa sabeana, Vilfa subpyramidata",Atlas,1,1,0,0,1,1,1452,1430
Stachys arvensis,"Cardiaca arvensis, Glechoma arvensis, Glechoma belgica, Glechoma marrubiastrum, Stachys arvensis, Stachys arvensis forma albiflora, Stachys arvensis var. albiflora, Stachys arvensis var. bermudiana, Stachys arvensis var. lamiiformis, Stachys arvensis var. typica, Trixago arvensis, Trixago colorata, Trixago cordifolia, Trixella arvensis",Atlas,1,1,0,0,1,1,26846,28203
Stachys byzantina,"Stachys byzantina, Stachys olympica",ITIS,1,0,0,0,1,1,3689,8064
Stachys cretica,"Stachys cretica, Stachys germanica var. italica, Stachys italica",ITIS,1,0,0,0,0,1,525,352
Stachys macrantha,"Betonica grandiflora, Stachys grandiflora, Stachys macrantha",ITIS,1,0,0,0,1,1,108,112
Stachys officinalis,"Betonica officinalis, Stachys officinalis",ITIS,1,0,0,0,1,1,158588,67855
Stachytarpheta cayennensis,"Abena cayennensis, Lippia cylindrica, Stachytarpheta cayennensis, Stachytarpheta cayennensis forma albiflora, Stachytarpheta dichotoma, Stachytarpheta guatemalensis, Stachytarpheta guatemalensis forma albiflora, Stachytarpheta hirta, Stachytarpheta tabascana, Stachytarpheta urticifolia, Stachytarpheta urticifolia forma albiflora, Stachytarpheta veronicifolia, Valerianoides cayennensis, Verbena cayennensis, Verbena dichotoma, Zappania cajanensis, Zappania dichotoma, Zappania urticifolia",Atlas,1,1,1,0,1,1,3971,5083
Stachytarpheta jamaicensis,"Abena jamaicensis, Cymburus urticifolius, Stachytarpheta bogoriensis, Stachytarpheta friedrichsthalii, Stachytarpheta indica, Stachytarpheta indica var. jamaicensis, Stachytarpheta jamaicensis, Stachytarpheta jamaicensis forma atrocoerulea, Stachytarpheta marginata, Stachytarpheta pilosiuscula, Stachytarpheta subincisa, Stachytarpheta surinamensis, Valerianoides jamaicensis, Valerianoides jamaicensis var. sloaneana, Valerianoides jamaicensis var. spathulata, Verbena jamaicensis, Verbena pilosiuscula, Vermicularia decurrens, Zapania jamaicensis",ITIS,1,0,0,0,1,1,3888,3418
Stellaria hebecalyx,Stellaria hebecalyx,TNRS,0,0,0,0,0,1,151,174
Stellaria media subsp. cupaniana,"Stellaria cupaniana, Stellaria media subsp. cupaniana",TNRS,1,0,0,0,0,0,223,349
Stenochlaena palustris,Stenochlaena palustris,TNRS,1,0,0,0,0,1,1277,906
Sterculia foetida,Sterculia foetida,ITIS,1,0,0,0,1,1,151,173
Sternbergia lutea,Sternbergia lutea,ITIS,1,0,0,0,1,1,792,2061
Stipa capensis,"Stipa capensis, Stipa humilis, Stipa retorta, Stipa seminuda, Stipa tortilis",ITIS,1,0,0,0,1,1,0,3400
Striga asiatica,"Striga asiatica, Striga lutea",ITIS,1,0,0,0,1,1,905,992
Striga aspera,Striga aspera,TNRS,1,0,0,0,0,1,283,245
Striga densiflora,Striga densiflora,ITIS,1,0,0,0,0,1,3,8
Striga hermonthica,Striga hermonthica,ITIS,1,0,0,0,1,1,1051,979
Strobilanthes alternata,"Blechum cordatum, Hemigraphis alternata, Hemigraphis colorata, Ruellia alternata, Ruellia colorata, Strobilanthes alternata",Atlas,0,1,0,0,1,1,190,197
Strobilanthes hamiltoniana,Strobilanthes hamiltoniana,TNRS,1,0,0,0,1,0,124,139
Strobilanthes maculata,Strobilanthes maculata,CABI,0,0,0,0,0,0,0,53
Suaeda acuminata,Suaeda acuminata,TNRS,0,0,0,0,1,0,117,118
Symphyotrichum × salignum,"Aster salignus, Symphyotrichum × salignum",TNRS,1,0,0,0,0,1,105,5299
Symphyotrichum dumosum,"Aster coridifolius, Aster dumosus, Aster dumosus forma monocephalus, Aster dumosus var. albus, Aster dumosus var. coridifolius, Aster dumosus var. dodgei, Aster dumosus var. gracilentus, Aster dumosus var. gracilipes, Aster dumosus var. pergracilis, Aster dumosus var. strictior, Aster dumosus var. subracemosus, Aster dumosus var. subulifolius, Aster dumosus var. verus, Aster dumosus var. violaceus, Aster foliolosus var. coridifolius, Aster gracilipes, Aster mutabilis, Aster sparsiflorus, Symphyotrichum dumosum, Symphyotrichum dumosum var. dodgei, Symphyotrichum dumosum var. pergracilis, Symphyotrichum dumosum var. strictior, Symphyotrichum dumosum var. subulifolium",Atlas,1,1,0,0,1,1,867,12581
Symphyotrichum lateriflorum,"Aster acadiensis, Aster agrostifolius, Aster diffusus, Aster diffusus forma hirsuticaulis, Aster diffusus var. hirsuticaulis, Aster diffusus var. horizontalis, Aster diffusus var. variifolius, Aster divergens, Aster divergens var. diffusus, Aster divergens var. pendulus, Aster hirsuticaulis, Aster horizontalis, Aster lateriflorus, Aster lateriflorus var. angustifolius, Aster lateriflorus var. flagellaris, Aster lateriflorus var. hirsuticaulis, Aster lateriflorus var. horizontalis, Aster lateriflorus var. indutus, Aster lateriflorus var. pendulus, Aster lateriflorus var. spatelliformis, Aster lateriflorus var. tenuipes, Aster miser var. diffusus, Aster miser var. divergens, Aster miser var. hirsuticaulis, Aster miser var. pendulus, Aster miser var. vimineus, Aster pendulus, Aster saxatilis, Aster spatelliformis, Aster tenuipes, Aster tradescantii, Aster tradescantii var. saxatilis, Aster vimineus, Aster vimineus var. saxatilis, Solidago lateriflora, Symphyotrichum lateriflorum, Symphyotrichum lateriflorum var. angustifolium, Symphyotrichum lateriflorum var. flagellare, Symphyotrichum lateriflorum var. hirsuticaule, Symphyotrichum lateriflorum var. horizontale, Symphyotrichum lateriflorum var. spatelliforme, Symphyotrichum lateriflorum var. tenuipes, Symphyotrichum tradescantii",Atlas,1,1,0,0,1,1,4766,4317
