usagekey,scientificname,rank,status,matchtype,acceptedusagekey,canonicalname,confidence,kingdom,phylum,order,family,genus,species,kingdomkey,phylumkey,classkey,orderkey,familykey,genuskey,specieskey,synonym,class,note,original_sciname,original_accepted,acc_matches,ext_matches,ae_matches,n
6289538,Mercurialis perennis subsp. ovata (Sternb. & Hoppe) Celak.,subspecies,SYNONYM,EXACT,3063010,Mercurialis perennis ovata,98,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Mercurialis,Mercurialis ovata,6,7707728,220,1414,4691,3062956,3063010,TRUE,Magnoliopsida,NA,Mercurialis perennis subsp. ovata,Mercurialis perennis subsp. ovata,0,2,0,2
3063014,Mercurialis perennis var. ovata (Sternb. & Hoppe) Müll.Arg.,variety,SYNONYM,EXACT,3063010,Mercurialis perennis ovata,92,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Mercurialis,Mercurialis ovata,6,7707728,220,1414,4691,3062956,3063010,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=-9; status=0,Mercurialis perennis subsp. ovata,Mercurialis perennis subsp. ovata,0,2,0,2
3814971,Queria hispanica L.,species,SYNONYM,EXACT,3813351,Queria hispanica,98,Plantae,Tracheophyta,Caryophyllales,Caryophyllaceae,Minuartia,Minuartia dichotoma,6,7707728,220,422,2518,3085483,3813351,TRUE,Magnoliopsida,NA,Queria hispanica,Queria hispanica,0,1,0,1
3728993,Macrosyringion glutinosum (M.Bieb.) Rothm.,species,SYNONYM,EXACT,7399947,Macrosyringion glutinosum,98,Plantae,Tracheophyta,Lamiales,Orobanchaceae,Odontites,Odontites glutinosa,6,7707728,220,408,6651,3172217,7399947,TRUE,Magnoliopsida,NA,Macrosyringion glutinosum,Macrosyringion glutinosum,0,1,0,1
5708909,Odontites vernus subsp. serotinus Corb.,subspecies,SYNONYM,EXACT,6560092,Odontites vernus serotinus,98,Plantae,Tracheophyta,Lamiales,Orobanchaceae,Odontites,Odontites vulgaris,6,7707728,220,408,6651,3172217,5415024,TRUE,Magnoliopsida,NA,Odontites vernus ssp. serotinus,Odontites vernus ssp. serotinus,0,1,0,1
10961215,Verbascum chaixii subsp. orientale (L.) Hayek,subspecies,SYNONYM,EXACT,7656357,Verbascum chaixii orientale,113,Plantae,Tracheophyta,Lamiales,Scrophulariaceae,Verbascum,Verbascum orientale,6,7707728,220,408,2390,2928970,8085683,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Verbascum chaixii subsp. orientale,Verbascum chaixii subsp. orientale,1,3,0,3
7532433,Verbascum chaixii subsp. orientale (M.Bieb.) Hayek,subspecies,SYNONYM,EXACT,3737884,Verbascum chaixii orientale,113,Plantae,Tracheophyta,Lamiales,Scrophulariaceae,Verbascum,Verbascum marschallianum,6,7707728,220,408,2390,2928970,3737884,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Verbascum chaixii subsp. orientale,Verbascum chaixii subsp. orientale,1,3,0,3
10227836,Verbascum chaixii subsp. orientale (M.Bieb.) Murb.,subspecies,SYNONYM,EXACT,3737884,Verbascum chaixii orientale,113,Plantae,Tracheophyta,Lamiales,Scrophulariaceae,Verbascum,Verbascum marschallianum,6,7707728,220,408,2390,2928970,3737884,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Verbascum chaixii subsp. orientale,Verbascum chaixii subsp. orientale,1,3,0,3
3170380,Cynanchum louiseae Kartesz & Gandhi,species,SYNONYM,EXACT,5414551,Cynanchum louiseae,98,Plantae,Tracheophyta,Gentianales,Apocynaceae,Vincetoxicum,Vincetoxicum nigrum,6,7707728,220,412,6701,7588865,5414551,TRUE,Magnoliopsida,NA,Cynanchum louiseae,Cynanchum louiseae,0,1,0,1
5610970,Cunila capitata (L.) L.f.,species,SYNONYM,EXACT,7308818,Cunila capitata,98,Plantae,Tracheophyta,Lamiales,Lamiaceae,Ziziphora,Ziziphora capitata,6,7707728,220,408,2497,7308760,7308818,TRUE,Magnoliopsida,NA,Cunila capitata,Cunila capitata,0,1,0,1
5373339,Lobularia libyca (Viv.) Meisn.,species,ACCEPTED,EXACT,NA,Lobularia libyca,97,Plantae,Tracheophyta,Brassicales,Brassicaceae,Lobularia,Lobularia libyca,6,7707728,220,7225535,3112,3040809,5373339,FALSE,Magnoliopsida,NA,Lobularia libyca,Lobularia libyca,1,2,1,1
3151736,Symphyotrichum patulum (Lam.) Karlsson,species,SYNONYM,EXACT,4236924,Symphyotrichum patulum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Symphyotrichum,Symphyotrichum novi-belgii,6,7707728,220,414,3065,3151391,3151558,TRUE,Magnoliopsida,NA,Symphyotrichum patulum,Symphyotrichum patulum,0,1,0,1
7219474,Chenopodium album var. album,variety,SYNONYM,EXACT,3083838,Chenopodium album album,98,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Chenopodium,Chenopodium album,6,7707728,220,422,3064,3083823,3083838,TRUE,Magnoliopsida,NA,Chenopodium album var. album,Chenopodium album var. album,0,2,0,2
7219473,Chenopodium album subsp. album,subspecies,SYNONYM,EXACT,3083838,Chenopodium album album,92,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Chenopodium,Chenopodium album,6,7707728,220,422,3064,3083823,3083838,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=-9; status=0,Chenopodium album var. album,Chenopodium album var. album,0,2,0,2
3083930,Chenopodium glaucum L.,species,SYNONYM,EXACT,8290282,Chenopodium glaucum,98,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Oxybasis,Oxybasis glauca,6,7707728,220,422,3064,7339868,8290282,TRUE,Magnoliopsida,NA,Chenopodium glaucum,Chenopodium glaucum,0,1,0,1
3025566,Cotoneaster acuminatus Lindl.,species,ACCEPTED,EXACT,NA,Cotoneaster acuminatus,98,Plantae,Tracheophyta,Rosales,Rosaceae,Cotoneaster,Cotoneaster acuminatus,6,7707728,220,691,5015,3025563,3025566,FALSE,Magnoliopsida,NA,Cotoneaster acuminatus,Cotoneaster acuminatus,1,4,1,1
3148475,Inula conyza DC.,species,SYNONYM,EXACT,10606799,Inula conyza,98,Plantae,Tracheophyta,Asterales,Asteraceae,Pentanema,Pentanema conyzae,6,7707728,220,414,3065,3146496,10606799,TRUE,Magnoliopsida,NA,Inula conyza,Inula conyza,1,1,0,1
3112151,Cotula squalida Hook.fil.,species,SYNONYM,EXACT,7065884,Cotula squalida,98,Plantae,Tracheophyta,Asterales,Asteraceae,Leptinella,Leptinella squalida,6,7707728,220,414,3065,3097472,3097504,TRUE,Magnoliopsida,NA,Cotula squalida,Cotula squalida,0,1,0,1
3140320,Lactuca muralis (L.) Gaertn.,species,ACCEPTED,EXACT,NA,Lactuca muralis,97,Plantae,Tracheophyta,Asterales,Asteraceae,Lactuca,Lactuca muralis,6,7707728,220,414,3065,3140231,3140320,FALSE,Magnoliopsida,NA,Lactuca muralis,Lactuca muralis,1,5,1,1
5651529,Polygonum coriarium Grig.,species,SYNONYM,EXACT,8976401,Polygonum coriarium,98,Plantae,Tracheophyta,Caryophyllales,Polygonaceae,Koenigia,Koenigia coriaria,6,7707728,220,422,2416,2889050,8976401,TRUE,Magnoliopsida,NA,Polygonum coriarium,Polygonum coriarium,0,1,0,1
3151751,Symphyotrichum ×versicolor (Willd.) G.L.Nesom,species,ACCEPTED,EXACT,NA,Symphyotrichum versicolor,98,Plantae,Tracheophyta,Asterales,Asteraceae,Symphyotrichum,Symphyotrichum versicolor,6,7707728,220,414,3065,3151391,3151751,FALSE,Magnoliopsida,NA,Symphyotrichum versicolor,Symphyotrichum versicolor,1,1,1,1
6135885,Chenopodium acuminatum subsp. virgatum Willd.,subspecies,ACCEPTED,EXACT,NA,Chenopodium acuminatum virgatum,97,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Chenopodium,Chenopodium acuminatum,6,7707728,220,422,3064,3083823,3760713,FALSE,Magnoliopsida,NA,Chenopodium acuminatum subsp. virgatum,Chenopodium acuminatum subsp. virgatum,1,4,1,1
4230852,Galatella sedifolia subsp. dracunculoides (Lam.) Greuter,subspecies,ACCEPTED,EXACT,NA,Galatella sedifolia dracunculoides,98,Plantae,Tracheophyta,Asterales,Asteraceae,Galatella,Galatella sedifolia,6,7707728,220,414,3065,3091599,3091620,FALSE,Magnoliopsida,NA,Galatella sedifolia subsp. dracunculoides,Galatella sedifolia subsp. dracunculoides,1,1,1,1
5361997,Sedum telephium Willd.,species,SYNONYM,EXACT,6441863,Sedum telephium,97,Plantae,Tracheophyta,Saxifragales,Crassulaceae,Hylotelephium,Hylotelephium telephium,6,7707728,220,7219248,2406,2985862,2985865,TRUE,Magnoliopsida,NA,Sedum telephium,Sedum telephium,0,3,0,3
8963946,Sedum telephium L.,species,SYNONYM,EXACT,6441863,Sedum telephium,97,Plantae,Tracheophyta,Saxifragales,Crassulaceae,Hylotelephium,Hylotelephium telephium,6,7707728,220,7219248,2406,2985862,2985865,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Sedum telephium,Sedum telephium,0,3,0,3
9209165,Sedum telephium Willd. ex Ledeb.,species,SYNONYM,EXACT,6441863,Sedum telephium,97,Plantae,Tracheophyta,Saxifragales,Crassulaceae,Hylotelephium,Hylotelephium telephium,6,7707728,220,7219248,2406,2985862,2985865,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Sedum telephium,Sedum telephium,0,3,0,3
3001836,Drymocallis rupestris (L.) Soják,species,ACCEPTED,EXACT,NA,Drymocallis rupestris,98,Plantae,Tracheophyta,Rosales,Rosaceae,Drymocallis,Drymocallis rupestris,6,7707728,220,691,5015,3001783,3001836,FALSE,Magnoliopsida,NA,Drymocallis rupestris,Drymocallis rupestris,1,1,1,1
3172044,Rhinanthus serotinus (Schönh. ex Halácsy & Heinr.Braun) Oborny,species,ACCEPTED,EXACT,NA,Rhinanthus serotinus,97,Plantae,Tracheophyta,Lamiales,Orobanchaceae,Rhinanthus,Rhinanthus serotinus,6,7707728,220,408,6651,3172042,3172044,FALSE,Magnoliopsida,NA,Rhinanthus serotinus,Rhinanthus serotinus,1,2,1,1
3900931,Elelis austriaca (Jacq.) Raf.,species,SYNONYM,EXACT,3902835,Elelis austriaca,98,Plantae,Tracheophyta,Lamiales,Lamiaceae,Salvia,Salvia austriaca,6,7707728,220,408,2497,2926981,3902835,TRUE,Magnoliopsida,NA,Elelis austriaca,Elelis austriaca,0,1,0,1
3628910,Seseli varium Trevis.,species,ACCEPTED,EXACT,NA,Seseli varium,98,Plantae,Tracheophyta,Apiales,Apiaceae,Seseli,Seseli varium,6,7707728,220,1351,6720,3034132,3628910,FALSE,Magnoliopsida,NA,Seseli varium,Seseli varium,2,1,1,1
2932040,Solanum seaforthianum Andrews,species,ACCEPTED,EXACT,NA,Solanum seaforthianum,98,Plantae,Tracheophyta,Solanales,Solanaceae,Solanum,Solanum seaforthianum,6,7707728,220,1176,7717,2928997,2932040,FALSE,Magnoliopsida,NA,Solanum seaforthianum,Solanum seaforthianum,1,1,1,1
2855683,Allium subhirsutum L.,species,ACCEPTED,HIGHERRANK,NA,Allium subhirsutum,97,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Allium,Allium subhirsutum,6,7707728,196,1169,7682,9624496,2855683,FALSE,Liliopsida,NA,Allium subhirsutum var. subvillosum,Allium subhirsutum var. subvillosum,1,0,0,1
4247591,Centaurea stoebe subsp. australis (A.Kern.) Greuter,subspecies,ACCEPTED,EXACT,NA,Centaurea stoebe australis,98,Plantae,Tracheophyta,Asterales,Asteraceae,Centaurea,Centaurea stoebe,6,7707728,220,414,3065,3127469,3127727,FALSE,Magnoliopsida,NA,Centaurea stoebe subsp. australis,Centaurea stoebe subsp. australis,1,1,1,1
4093976,Bignonia callistegioides Cham.,species,ACCEPTED,EXACT,NA,Bignonia callistegioides,98,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Bignonia,Bignonia callistegioides,6,7707728,220,408,6655,3172515,4093976,FALSE,Magnoliopsida,NA,Bignonia callistegioides,Bignonia callistegioides,1,1,1,1
7286034,Cuphea lutescens Pohl ex Koehne,species,ACCEPTED,EXACT,NA,Cuphea lutescens,97,Plantae,Tracheophyta,Myrtales,Lythraceae,Cuphea,Cuphea lutescens,6,7707728,220,690,6684,3188676,7286034,FALSE,Magnoliopsida,NA,Cuphea lutescens,Cuphea lutescens,2,2,1,1
5303642,Doryanthes excelsa var. palmeri (W.Bull) F.M.Bailey,variety,SYNONYM,EXACT,8004821,Doryanthes excelsa palmeri,98,Plantae,Tracheophyta,Asparagales,Doryanthaceae,Doryanthes,Doryanthes palmeri,6,7707728,196,1169,3726,2766193,8004821,TRUE,Liliopsida,NA,Doryanthes excelsa var. palmeri,Doryanthes excelsa var. palmeri,0,1,0,1
3048474,Erysimum hungaricum Zapal.,species,ACCEPTED,EXACT,NA,Erysimum hungaricum,98,Plantae,Tracheophyta,Brassicales,Brassicaceae,Erysimum,Erysimum hungaricum,6,7707728,220,7225535,3112,3048056,3048474,FALSE,Magnoliopsida,NA,Erysimum hungaricum,Erysimum hungaricum,2,1,1,1
3066673,Euphorbia talaina Radcl.-Sm.,species,ACCEPTED,EXACT,NA,Euphorbia talaina,98,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia talaina,6,7707728,220,1414,4691,3063749,3066673,FALSE,Magnoliopsida,NA,Euphorbia talaina,Euphorbia talaina,7,1,1,1
2874692,Frankenia pulverulenta L.,species,ACCEPTED,EXACT,NA,Frankenia pulverulenta,98,Plantae,Tracheophyta,Caryophyllales,Frankeniaceae,Frankenia,Frankenia pulverulenta,6,7707728,220,422,2380,2874684,2874692,FALSE,Magnoliopsida,NA,Frankenia pulverulenta,Frankenia pulverulenta,1,1,1,1
5390743,Gnaphalium filagineum DC.,species,SYNONYM,EXACT,3103100,Gnaphalium filagineum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Gamochaeta,Gamochaeta filaginea,6,7707728,220,414,3065,3139636,3103100,TRUE,Magnoliopsida,NA,Gnaphalium filagineum,Gnaphalium filagineum,0,1,0,1
7927009,Gladiolus carneus D.Delaroche,species,ACCEPTED,EXACT,NA,Gladiolus carneus,97,Plantae,Tracheophyta,Asparagales,Iridaceae,Gladiolus,Gladiolus carneus,6,7707728,196,1169,7698,2749747,7927009,FALSE,Liliopsida,NA,Gladiolus carneus,Gladiolus carneus,2,6,1,1
3101011,Pseudognaphalium gaudichaudianum (DC.) Anderb.,species,ACCEPTED,EXACT,NA,Pseudognaphalium gaudichaudianum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Pseudognaphalium,Pseudognaphalium gaudichaudianum,6,7707728,220,414,3065,3100917,3101011,FALSE,Magnoliopsida,NA,Pseudognaphalium gaudichaudianum,Pseudognaphalium gaudichaudianum,1,1,1,1
2743851,Romulea hirsuta (Steud. ex Klatt) Baker,species,ACCEPTED,EXACT,NA,Romulea hirsuta,97,Plantae,Tracheophyta,Asparagales,Iridaceae,Romulea,Romulea hirsuta,6,7707728,196,1169,7698,2743593,2743851,FALSE,Liliopsida,NA,Romulea hirsuta,Romulea hirsuta,2,2,1,1
3101212,Farfugium japonicum (L.) Kitam.,species,ACCEPTED,EXACT,NA,Farfugium japonicum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Farfugium,Farfugium japonicum,6,7707728,220,414,3065,3101209,3101212,FALSE,Magnoliopsida,NA,Farfugium japonicum,Farfugium japonicum,1,2,1,1
6288077,Dortmanna urens (L.) Kuntze,species,SYNONYM,FUZZY,5408353,Dortmanna urens,83,Plantae,Tracheophyta,Asterales,Campanulaceae,Lobelia,Lobelia urens,6,7707728,220,414,8801,2756426,5408353,TRUE,Magnoliopsida,NA,Dortmannia urens,Dortmannia urens,0,0,0,1
2965325,Medicago sativa subsp. microcarpa Urb.,subspecies,SYNONYM,EXACT,7068169,Medicago sativa microcarpa,98,Plantae,Tracheophyta,Fabales,Fabaceae,Medicago,Medicago sativa,6,7707728,220,1370,5386,2965200,9151957,TRUE,Magnoliopsida,NA,Medicago sativa subsp. microcarpa,Medicago sativa subsp. microcarpa,0,1,0,1
2858655,Narcissus pseudonarcissus subsp. cyclamineus (DC.) Baker,subspecies,SYNONYM,EXACT,2858654,Narcissus pseudonarcissus cyclamineus,98,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Narcissus,Narcissus cyclamineus,6,7707728,196,1169,7682,2858200,2858654,TRUE,Liliopsida,NA,Narcissus pseudonarcissus subsp. cyclamineus,Narcissus pseudonarcissus subsp. cyclamineus,0,1,0,1
3892345,Glechoma racemosa (Lam.) Kuntze,species,SYNONYM,EXACT,5341497,Glechoma racemosa,98,Plantae,Tracheophyta,Lamiales,Lamiaceae,Nepeta,Nepeta racemosa,6,7707728,220,408,2497,2927325,5341497,TRUE,Magnoliopsida,NA,Glechoma racemosa,Glechoma racemosa,0,1,0,1
2768035,Beaucarnea recurvata Lem.,species,ACCEPTED,EXACT,NA,Beaucarnea recurvata,98,Plantae,Tracheophyta,Asparagales,Asparagaceae,Beaucarnea,Beaucarnea recurvata,6,7707728,196,1169,7683,2768017,2768035,FALSE,Liliopsida,NA,Beaucarnea recurvata,Beaucarnea recurvata,1,1,1,1
3905166,Plectranthus deccanicus Briq.,species,ACCEPTED,EXACT,NA,Plectranthus deccanicus,98,Plantae,Tracheophyta,Lamiales,Lamiaceae,Plectranthus,Plectranthus deccanicus,6,7707728,220,408,2497,2926635,3905166,FALSE,Magnoliopsida,NA,Plectranthus deccanicus,Plectranthus deccanicus,1,1,1,1
4114143,Nipponocalamus argenteostriatus (Regel) Nakai,species,SYNONYM,EXACT,4132188,Nipponocalamus argenteostriatus,98,Plantae,Tracheophyta,Poales,Poaceae,Pleioblastus,Pleioblastus argenteostriatus,6,7707728,196,1369,3073,2705712,4132188,TRUE,Liliopsida,NA,Nipponocalamus argenteostriatus,Nipponocalamus argenteostriatus,0,1,0,1
6076957,Pulicaria arabica subsp. hispanica (Boiss.) Murb.,subspecies,ACCEPTED,EXACT,NA,Pulicaria arabica hispanica,98,Plantae,Tracheophyta,Asterales,Asteraceae,Pulicaria,Pulicaria arabica,6,7707728,220,414,3065,3095529,3095531,FALSE,Magnoliopsida,NA,Pulicaria arabica subsp. hispanica,Pulicaria arabica subsp. hispanica,2,2,2,2
6450912,Pulicaria arabica var. hispanica Boiss.,variety,ACCEPTED,EXACT,NA,Pulicaria arabica hispanica,93,Plantae,Tracheophyta,Asterales,Asteraceae,Pulicaria,Pulicaria arabica,6,7707728,220,414,3065,3095529,3095531,FALSE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=-9; status=1,Pulicaria arabica subsp. hispanica,Pulicaria arabica subsp. hispanica,2,2,2,2
5296650,Bulbocodium columnae (Sebast. & Mauri) Kuntze,species,SYNONYM,EXACT,2743594,Bulbocodium columnae,98,Plantae,Tracheophyta,Asparagales,Iridaceae,Romulea,Romulea columnae,6,7707728,196,1169,7698,2743593,2743594,TRUE,Liliopsida,NA,Bulbocodium columnae,Bulbocodium columnae,0,1,0,1
3002333,Rosa spinosissima L.,species,ACCEPTED,EXACT,NA,Rosa spinosissima,97,Plantae,Tracheophyta,Rosales,Rosaceae,Rosa,Rosa spinosissima,6,7707728,220,691,5015,8395064,3002333,FALSE,Magnoliopsida,NA,Rosa spinosissima,Rosa spinosissima,1,8,1,1
5392388,Kleinia repens (L.) Haw.,species,SYNONYM,EXACT,3149628,Kleinia repens,97,Plantae,Tracheophyta,Asterales,Asteraceae,Curio,Curio repens,6,7707728,220,414,3065,6064794,3149628,TRUE,Magnoliopsida,NA,Kleinia repens,Kleinia repens,0,2,0,2
8226063,Kleinia repens L.,species,SYNONYM,EXACT,3149628,Kleinia repens,97,Plantae,Tracheophyta,Asterales,Asteraceae,Curio,Curio repens,6,7707728,220,414,3065,6064794,3149628,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Kleinia repens,Kleinia repens,0,2,0,2
2931631,Solanum asperolanatum Ruiz & Pav.,species,ACCEPTED,EXACT,NA,Solanum asperolanatum,98,Plantae,Tracheophyta,Solanales,Solanaceae,Solanum,Solanum asperolanatum,6,7707728,220,1176,7717,2928997,2931631,FALSE,Magnoliopsida,NA,Solanum asperolanatum,Solanum asperolanatum,1,1,1,1
7950244,Sophora alopecuroides var. alopecuroides,variety,SYNONYM,EXACT,2959035,Sophora alopecuroides alopecuroides,98,Plantae,Tracheophyta,Fabales,Fabaceae,Sophora,Sophora alopecuroides,6,7707728,220,1370,5386,2958901,2959035,TRUE,Magnoliopsida,NA,Sophora alopecuroides var. alopecuroides,Sophora alopecuroides var. alopecuroides,0,2,0,2
7067755,Sophora alopecuroides subsp. alopecuroides,subspecies,SYNONYM,EXACT,2959035,Sophora alopecuroides alopecuroides,92,Plantae,Tracheophyta,Fabales,Fabaceae,Sophora,Sophora alopecuroides,6,7707728,220,1370,5386,2958901,2959035,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=-9; status=0,Sophora alopecuroides var. alopecuroides,Sophora alopecuroides var. alopecuroides,0,2,0,2
9265392,Bergbambos tessellata (Nees) Stapleton,species,ACCEPTED,FUZZY,NA,Bergbambos tessellata,96,Plantae,Tracheophyta,Poales,Poaceae,Bergbambos,Bergbambos tessellata,6,7707728,196,1369,3073,9574135,9265392,FALSE,Liliopsida,NA,Bergbambos tesellata,Bergbambos tesellata,1,0,0,1
5303524,Tinantia erecta (Jacq.) Fenzl,species,ACCEPTED,EXACT,NA,Tinantia erecta,97,Plantae,Tracheophyta,Commelinales,Commelinaceae,Tinantia,Tinantia erecta,6,7707728,196,553,2763195,2764513,5303524,FALSE,Liliopsida,NA,Tinantia erecta,Tinantia erecta,1,2,1,1
5329186,Lilaea scilloides (Poir.) Hauman,species,SYNONYM,EXACT,8010297,Lilaea scilloides,98,Plantae,Tracheophyta,Alismatales,Juncaginaceae,Triglochin,Triglochin scilloides,6,7707728,196,551,7679,2777072,8010297,TRUE,Liliopsida,NA,Lilaea scilloides,Lilaea scilloides,0,1,0,1
9605101,Veronica serpyllifolia subsp. repens (Clarion ex DC.),subspecies,SYNONYM,EXACT,7331874,Veronica serpyllifolia repens,98,Plantae,Tracheophyta,Lamiales,Plantaginaceae,Veronica,Veronica repens,6,7707728,220,408,2420,3172047,7331874,TRUE,Magnoliopsida,NA,Veronica serpyllifolia subsp. repens,Veronica serpyllifolia subsp. repens,0,1,0,1
3170376,Cynanchum rossicum Kleopow,species,SYNONYM,EXACT,5414550,Cynanchum rossicum,97,Plantae,Tracheophyta,Gentianales,Apocynaceae,Vincetoxicum,Vincetoxicum rossicum,6,7707728,220,412,6701,7588865,5414550,TRUE,Magnoliopsida,NA,Cynanchum rossicum,Cynanchum rossicum,1,2,0,2
8353462,Cynanchum rossicum (Kleopow) Borhidi,species,SYNONYM,EXACT,5414550,Cynanchum rossicum,97,Plantae,Tracheophyta,Gentianales,Apocynaceae,Vincetoxicum,Vincetoxicum rossicum,6,7707728,220,412,6701,7588865,5414550,TRUE,Magnoliopsida,Similarity: name=110; authorship=0; classification=-2; rank=5; status=0,Cynanchum rossicum,Cynanchum rossicum,1,2,0,2
3092973,Adenocaulon himalaicum Edgew.,species,ACCEPTED,EXACT,NA,Adenocaulon himalaicum,98,Plantae,Tracheophyta,Asterales,Asteraceae,Adenocaulon,Adenocaulon himalaicum,6,7707728,220,414,3065,3092972,3092973,FALSE,Magnoliopsida,NA,Adenocaulon himalaicum,Adenocaulon himalaicum,1,1,1,1
2928792,Cestrum parqui (Lam.) L'Hér.,species,ACCEPTED,EXACT,NA,Cestrum parqui,97,Plantae,Tracheophyta,Solanales,Solanaceae,Cestrum,Cestrum parqui,6,7707728,220,1176,7717,2928784,2928792,FALSE,Magnoliopsida,NA,Cestrum parqui,Cestrum parqui,1,2,1,1
3701009,Boerhavia africana Lour.,species,SYNONYM,EXACT,3794715,Boerhavia africana,98,Plantae,Tracheophyta,Caryophyllales,Gisekiaceae,Gisekia,Gisekia africana,6,7707728,220,422,3794707,3084007,3794715,TRUE,Magnoliopsida,NA,Boerhavia africana,Boerhavia africana,0,1,0,1
5403490,Crepis cretica Boiss.,species,SYNONYM,EXACT,9613564,Crepis cretica,98,Plantae,Tracheophyta,Asterales,Asteraceae,Crepis,Crepis neglecta,6,7707728,220,414,3065,3143303,7760759,TRUE,Magnoliopsida,NA,Crepis cretica,Crepis cretica,2,1,0,1
2715979,Cyperus digitatus subsp. auricomus (Sieber ex Spreng.) Kük.,subspecies,ACCEPTED,EXACT,NA,Cyperus digitatus auricomus,98,Plantae,Tracheophyta,Poales,Cyperaceae,Cyperus,Cyperus digitatus,6,7707728,196,1369,7708,2713455,2714238,FALSE,Liliopsida,NA,Cyperus digitatus subsp. auricomus,Cyperus digitatus subsp. auricomus,1,1,1,1
7535475,Hylomecon japonica var. japonica,variety,SYNONYM,EXACT,7404520,Hylomecon japonica japonica,98,Plantae,Tracheophyta,Ranunculales,Papaveraceae,Hylomecon,Hylomecon japonicum,6,7707728,220,399,2422,7314874,7404520,TRUE,Magnoliopsida,NA,Hylomecon japonica var. japonica,Hylomecon japonica var. japonica,1,1,0,1
3884347,Molucca spinosa (L.) Moench,species,SYNONYM,EXACT,3884141,Molucca spinosa,98,Plantae,Tracheophyta,Lamiales,Lamiaceae,Moluccella,Moluccella spinosa,6,7707728,220,408,2497,2926880,3884141,TRUE,Magnoliopsida,NA,Molucca spinosa,Molucca spinosa,0,1,0,1
2858407,Narcissus pseudonarcissus subsp. minor (L.) Baker,subspecies,SYNONYM,EXACT,2858420,Narcissus pseudonarcissus minor,98,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Narcissus,Narcissus minor,6,7707728,196,1169,7682,2858200,2858420,TRUE,Liliopsida,NA,Narcissus pseudonarcissus subsp. minor,Narcissus pseudonarcissus subsp. minor,0,4,0,4
6314296,Narcissus pseudonarcissus var. minor (L.) Baker,variety,SYNONYM,EXACT,2858420,Narcissus pseudonarcissus minor,92,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Narcissus,Narcissus minor,6,7707728,196,1169,7682,2858200,2858420,TRUE,Liliopsida,Similarity: name=110; authorship=0; classification=-2; rank=-9; status=0,Narcissus pseudonarcissus subsp. minor,Narcissus pseudonarcissus subsp. minor,0,4,0,4
9491693,"Narcissus pseudonarcissus var. minor (L.) P.Fourn., 1935",variety,SYNONYM,EXACT,2858420,Narcissus pseudonarcissus minor,92,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Narcissus,Narcissus minor,6,7707728,196,1169,7682,2858200,2858420,TRUE,Liliopsida,Similarity: name=110; authorship=0; classification=-2; rank=-9; status=0,Narcissus pseudonarcissus subsp. minor,Narcissus pseudonarcissus subsp. minor,0,4,0,4
10947307,"Narcissus pseudonarcissus f. minor (L.) Rouy, 1912",form,SYNONYM,EXACT,2858420,Narcissus pseudonarcissus minor,92,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Narcissus,Narcissus minor,6,7707728,196,1169,7682,2858200,2858420,TRUE,Liliopsida,Similarity: name=110; authorship=0; classification=-2; rank=-11; status=0,Narcissus pseudonarcissus subsp. minor,Narcissus pseudonarcissus subsp. minor,0,4,0,4
2705621,Paspalum notatum Flüggé,species,ACCEPTED,EXACT,NA,Paspalum notatum,98,Plantae,Tracheophyta,Poales,Poaceae,Paspalum,Paspalum notatum,6,7707728,196,1369,3073,2705540,2705621,FALSE,Liliopsida,NA,Paspalum notatum,Paspalum notatum,3,1,1,1
