acc_name,selected,synonyms,naturalized,weedy,fed_nox,fl_nox,occurrences,occurrences_new,Atlas,climate,acc_name_source
Oenothera fallacoides,0,Oenothera fallacoides,1,0,0,0,4,12,0,1,CABI
Oenothera fallax,0,Oenothera fallax,1,1,0,0,1575,1326,0,0,CABI
Oenothera flava,0,"Lavauxia flava, Lavauxia taraxacoides, Oenothera flava, Oenothera flava ssp. flava, Oenothera flava ssp. taraxacoides, Oenothera taraxacoides",0,1,0,0,301,445,0,0,ITIS
Oenothera hoelscheri,0,Oenothera hoelscheri,1,1,0,0,108,29,0,0,CABI
Oenothera humifusa,0,"Oenothera humifusa, Oenothera niveifolia, Oenothera sinuata var. humifusa, Raimannia humifusa, Raimannia mollissima",1,1,0,0,97,197,1,1,Atlas
Oenothera indivisa,0,Oenothera indivisa,0,0,0,0,0,0,0,0,CABI
Oenothera lindheimeri,0,"Gaura lindheimeri, Oenothera lindheimeri",1,1,0,0,793,1014,0,1,ITIS
Oenothera nuda,0,Oenothera nuda,1,0,0,0,26,19,0,1,CABI
Oenothera parviflora,0,"Oenothera cruciata, Oenothera cruciata var. sabulonensis, Oenothera cymatilis, Oenothera issleri, Oenothera pariflora, Oenothera parviflora, Oenothera rubricapitata",1,1,0,0,3485,2051,0,1,"TNRS, ITIS"
Oenothera rosea,0,Oenothera rosea,1,1,0,0,5864,5941,0,1,ITIS
Oenothera stucchii,0,Oenothera stucchii,1,0,0,0,26,50,0,1,CABI
Oenothera x albipercurva,0,Oenothera x albipercurva,0,0,0,0,43,0,0,0,CABI
Oenothera x drawertii,0,Oenothera x drawertii,0,0,0,0,81,19,0,0,CABI
Oldenlandia capensis,0,Oldenlandia capensis,1,1,0,0,180,98,0,1,TNRS
Olea europaea subsp. cuspidata,0,Olea europaea subsp. cuspidata,1,0,0,0,3731,3479,0,1,TNRS
Olea europaea subsp. europaea,0,Olea europaea subsp. europaea,0,0,0,0,10090,3235,0,1,TNRS
Olearia macrodonta,0,Olearia macrodonta,1,1,0,0,353,432,0,1,TNRS
Olimarabidopsis pumila,0,"Arabidopsis pumila, Olimarabidopsis pumila",1,1,0,0,116,71,0,1,TNRS
Omalotheca supina,0,"Gnaphalium supinum, Omalotheca supina",1,1,0,0,16944,21136,0,0,ITIS
Oncosiphon suffruticosum,0,"Matricaria suffruticosa, Oncosiphon suffruticosum",1,1,0,0,647,652,0,1,ITIS
Ononis diffusa,0,Ononis diffusa,0,0,0,0,339,248,0,1,TNRS
Ononis natrix,0,Ononis natrix,1,1,0,0,25100,22318,0,1,ITIS
Ononis subspicata,0,Ononis subspicata,0,0,0,0,525,6,0,0,TNRS
Onopordum acaulon,0,Onopordum acaulon,1,1,1,0,45235,1673,0,1,TNRS
Onopordum bracteatum,0,Onopordum bracteatum,0,0,0,0,31,11,0,1,TNRS
Onopordum illyricum,0,Onopordum illyricum,1,1,1,0,1795,1780,0,1,ITIS
Onopordum macracanthum,0,Onopordum macracanthum,0,1,0,0,821,169,0,0,TNRS
Onopordum nervosum,0,Onopordum nervosum,1,1,0,0,841,350,0,1,TNRS
Ophrys insectifera,0,Ophrys insectifera,0,0,0,0,50122,51177,0,0,ITIS
Oplismenus hirtellus subsp. undulatifolius,0,Oplismenus hirtellus subsp. undulatifolius,0,0,0,0,11,11,0,1,TNRS
Opuntia,0,"Opuntia, Opuntia armata, Opuntia bonplandii, Opuntia conjungens, Opuntia crassa, Opuntia crystalenia, Opuntia darrahiana, Opuntia deamii, Opuntia elizondoana, Opuntia feroacantha, Opuntia guatemalensis, Opuntia guilanchi, Opuntia hitchcockii, Opuntia howeyi, Opuntia inaequilateralis, Opuntia karwinskiana, Opuntia longispina, Opuntia orbiculata, Opuntia ritteri, Opuntia securigera, Opuntia spinulifera, Opuntia tapona, Opuntia x bernichiana, Opuntia X bernichiana, Platyopuntia, Salmiopuntia",1,1,0,0,122040,14647,0,1,ITIS
Opuntia aurantiaca,0,"Opuntia aurantiaca, Opuntia montevideensis",1,1,1,1,1424,1496,0,1,ITIS
Opuntia caespitosa,0,Opuntia caespitosa,1,0,0,0,0,0,0,1,CABI
Opuntia cochenillifera,0,"Cactus cochenillifer, Nopalea coccifera, Nopalea cochenillifera, Opuntia cochenillifera",1,1,0,0,594,355,1,1,Atlas
Opuntia elatior,0,"Opuntia eichlamii, Opuntia elatior",1,1,0,0,183,131,0,1,ITIS
Opuntia engelmannii,0,"Opuntia bensonii, Opuntia cantabrigiensis, Opuntia engelmannii, Opuntia neochrysacantha, Opuntia rastrera, Opuntia subarmata, Opuntia X subarmata",1,1,0,0,5890,3105,0,1,ITIS
Opuntia engelmannii var. lindheimeri,0,"Opuntia engelmannii var. aciculata, Opuntia engelmannii var. alta, Opuntia engelmannii var. cacanapa, Opuntia engelmannii var. dulcis, Opuntia engelmannii var. lindheimeri, Opuntia engelmannii var. texana, Opuntia lindheimeri, Opuntia lindheimeri var. lehmannii, Opuntia lindheimeri var. tricolor, Opuntia tardospina, Opuntia tricolor",0,1,0,0,613,467,0,1,ITIS
Opuntia humifusa,0,"Cactus humifusus, Cactus opuntia var. nana, Opuntia abjecta, Opuntia allairei, Opuntia ammophila, Opuntia austrina, Opuntia calcicola, Opuntia cespitosa, Opuntia compressa var. ammophila, Opuntia compressa var. austrina, Opuntia compressa var. fuscoatra, Opuntia compressa var. microsperma, Opuntia cumulicola, Opuntia eburnispina, Opuntia fuscoatra, Opuntia humifusa, Opuntia humifusa var. ammophila, Opuntia humifusa var. austrina, Opuntia humifusa var. microsperma, Opuntia humifusa var. parva, Opuntia impedata, Opuntia intermedia, Opuntia lata, Opuntia macateei, Opuntia mesacantha, Opuntia mesacantha subsp. lata, Opuntia mesacantha var. microsperma, Opuntia mesacantha var. parva, Opuntia nana, Opuntia nemoralis, Opuntia pisciformis, Opuntia pollardii, Opuntia polycarpa, Opuntia rafinesquei, Opuntia rafinesquei forma arkansana, Opuntia rafinesquei var. arkansana, Opuntia rafinesquei var. microsperma, Opuntia rafinesquei var. minor, Opuntia rafinesquei var. parva, Opuntia rubiflora, Opuntia rubrifolia, Opuntia turbinata, Opuntia turgida, Opuntia vulgaris forma nana, Opuntia vulgaris var. media, Opuntia vulgaris var. nana, Opuntia vulgaris var. rafinesquei, Opuntia xanthoglochia, Opuntia youngii",1,1,0,0,3554,3207,1,1,Atlas
Opuntia macrorhiza,0,"Opuntia compressa var. grandiflora, Opuntia compressa var. macrorhiza, Opuntia compressa var. stenochila, Opuntia grandiflora, Opuntia leptocarpa, Opuntia mackensenii, Opuntia macrorhiza, Opuntia macrorhiza var. macrorhiza, Opuntia plumbea, Opuntia sphaerocarpa",1,0,0,0,906,1212,0,1,ITIS
Opuntia microdasys,0,Opuntia microdasys,1,1,0,0,626,2923,0,1,ITIS
Opuntia tomentosa,0,"Opuntia jaliscana, Opuntia rileyi, Opuntia spraguei, Opuntia tomentella, Opuntia tomentosa",1,1,0,0,1808,1470,0,1,ITIS
Opuntia triacantha,0,"Cactus triacanthos, Cactus triacanthus, Opuntia abjecta, Opuntia triacantha",0,0,0,0,17,21,0,1,ITIS
Orchis palustris,0,"Orchis laxiflora, Orchis palustris",0,1,0,0,0,2623,0,0,TNRS
Origanum onites,0,"Majorana onites, Origanum onites",0,1,0,0,148,205,0,1,ITIS
Orlaya daucorlaya,0,Orlaya daucorlaya,0,0,0,0,67,194,0,1,TNRS
Orlaya grandiflora,0,Orlaya grandiflora,1,1,0,0,6283,5473,0,1,TNRS
Ornithogalum divergens,0,Ornithogalum divergens,1,0,0,0,1226,1369,0,0,TNRS
Ornithogalum narbonense,0,Ornithogalum narbonense,1,1,0,0,3448,1472,0,1,TNRS
Ornithogalum nutans,0,"Honorius nutans, Ornithogalum nutans",1,1,0,0,5879,5037,0,0,TNRS
Ornithogalum pyrenaicum,0,Ornithogalum pyrenaicum,1,1,0,0,30653,8895,0,0,ITIS
Ornithopus compressus,0,Ornithopus compressus,1,1,0,0,14237,11788,0,1,ITIS
Orobanche,0,Orobanche,0,0,0,1,114698,5036,0,1,ITIS
Orobanche amethystea,0,Orobanche amethystea,1,1,0,1,7449,6093,0,0,TNRS
Orobanche cernua,0,Orobanche cernua,1,1,0,1,1026,572,0,1,ITIS
Orobanche cernua var. cumana,0,"Orobanche cernua var. cumana, Orobanche cumana",0,1,0,1,54,142,0,1,TNRS
Orobanche crenata,0,Orobanche crenata,1,1,0,1,1346,1019,0,1,ITIS
Orobanche gracilis,0,Orobanche gracilis,1,1,0,1,15546,14556,0,1,TNRS
Orobanche hederae,0,Orobanche hederae,1,1,0,1,11021,13202,0,0,ITIS
Orobanche lavandulacea,0,Orobanche lavandulacea,0,1,0,1,0,51,0,1,TNRS
Orobanche lucorum,0,Orobanche lucorum,1,1,0,1,216,195,0,0,TNRS
Orobanche pubescens,0,Orobanche pubescens,0,0,0,1,436,439,0,0,TNRS
Orobanche ramosa,0,Orobanche ramosa,1,1,0,1,0,2166,0,1,ITIS
Orobanche sanguinea,0,Orobanche sanguinea,1,0,0,1,313,293,0,0,TNRS
Orontium aquaticum,0,"Aronia aquatica, Orontium angustifolium, Orontium aquaticum, Orontium aquaticum forma natans, Orontium aquaticum forma terrestre, Orontium vaginatum, Pothos ovatus",1,1,0,0,515,746,1,0,Atlas
Oryza barthii,0,"Oryza barthii, Oryza breviligulata, Oryza longistaminata",0,1,1,1,5826,4221,0,1,ITIS
Oryza glaberrima,0,Oryza glaberrima,0,0,0,0,8689,3527,0,1,ITIS
Oryza punctata,0,Oryza punctata,0,1,1,1,458,206,0,1,ITIS
Osteospermum jucundum,0,Osteospermum jucundum,1,1,0,0,80,296,0,1,TNRS
Otanthus maritimus,0,Otanthus maritimus,1,1,0,0,2086,913,0,1,TNRS
Ottelia ulvifolia,0,Ottelia ulvifolia,0,0,0,0,284,285,0,0,TNRS
Ottochloa nodosa,0,Ottochloa nodosa,0,1,0,0,408,307,0,1,TNRS
Oxalis corniculata,0,"Acetosella albicans, Acetosella corniculata, Acetosella corniculata var. villosa, Acetosella fontana, Acetosella herpestica, Acetosella simulans, Acetosella stricta, Acetosella verticillata, Acetosella wrightii, Ceratoxalis coloradensis, Ceratoxalis cymosa, Ceratoxalis stricta, Oxalis acetosella, Oxalis albicans, Oxalis albicans subsp. californica, Oxalis albicans subsp. pilosa, Oxalis albicans var. sericea, Oxalis amamiana, Oxalis ambigua, Oxalis boreaui, Oxalis bradei, Oxalis bushii, Oxalis californica, Oxalis californica var. subglabra, Oxalis ciliifera, Oxalis cognata, Oxalis coloradensis, Oxalis corniculata, Oxalis corniculata forma erecta, Oxalis corniculata forma maritima, Oxalis corniculata forma purpurea, Oxalis corniculata forma tropaeoloides, Oxalis corniculata forma uniflora, Oxalis corniculata forma variegata, Oxalis corniculata forma villosa, Oxalis corniculata subsp. albicans, Oxalis corniculata subsp. pilosa, Oxalis corniculata subsp. repens, Oxalis corniculata subvar. piletocarpa, Oxalis corniculata var. adscendens, Oxalis corniculata var. atropurpurea, Oxalis corniculata var. ciliifera, Oxalis corniculata var. corcovadensis, Oxalis corniculata var. crassifolia, Oxalis corniculata var. diffusa, Oxalis corniculata var. dillenii, Oxalis corniculata var. frigida, Oxalis corniculata var. genuina, Oxalis corniculata var. langloisii, Oxalis corniculata var. longepedunculata, Oxalis corniculata var. lupulina, Oxalis corniculata var. lyonii, Oxalis corniculata var. macrophylla, Oxalis corniculata var. microphylla, Oxalis corniculata var. minima, Oxalis corniculata var. minor, Oxalis corniculata var. pilosiuscula, Oxalis corniculata var. preissiana, Oxalis corniculata var. procumbens, Oxalis corniculata var. pubescens, Oxalis corniculata var. purpurea, Oxalis corniculata var. pusilla, Oxalis corniculata var. repens, Oxalis corniculata var. reptans, Oxalis corniculata var. ringoetii, Oxalis corniculata var. rubra, Oxalis corniculata var. rubrifolia, Oxalis corniculata var. sericea, Oxalis corniculata var. stricta, Oxalis corniculata var. subglabra, Oxalis corniculata var. taiwanensis, Oxalis corniculata var. trichocaulon, Oxalis corniculata var. tropaeoloides, Oxalis corniculata var. typica, Oxalis corniculata var. variegata, Oxalis corniculata var. villosa, Oxalis corniculata var. viscidula, Oxalis crassifolia, Oxalis cymosa, Oxalis diffusa, Oxalis dillenii, Oxalis dillenii subsp. filipes, Oxalis dillenii var. florida, Oxalis dillenii var. radicans, Oxalis dillenii var. recurva, Oxalis divergens, Oxalis europaea, Oxalis europaea forma cymosa, Oxalis europaea forma pallidiflora, Oxalis europaea forma pilosella, Oxalis europaea forma subglabrata, Oxalis europaea forma vestita, Oxalis europaea forma villicaulis, Oxalis europaea var. bushii, Oxalis europaea var. rufa, Oxalis exilis, Oxalis filipes, Oxalis florida, Oxalis florida forma strigosifolia, Oxalis florida subsp. prostrata, Oxalis florida var. filipes, Oxalis florida var. recurva, Oxalis fontana, Oxalis fontana forma cymosa, Oxalis fontana forma pallidiflora, Oxalis fontana forma pilosella, Oxalis fontana forma stricta, Oxalis fontana forma subglabrata, Oxalis fontana forma vestita, Oxalis fontana forma villicaulis, Oxalis fontana var. bushii, Oxalis furcata, Oxalis grenadensis, Oxalis herpestica, Oxalis interior, Oxalis jamaicensis, Oxalis javanica, Oxalis langloisii, Oxalis lejeunei, Oxalis lupulina, Oxalis lyonii, Oxalis meridensis, Oxalis microphylla, Oxalis navieri, Oxalis oneidica, Oxalis perennans, Oxalis pilosa, Oxalis pilosa var. subpilosa, Oxalis pilosa var. wrightii, Oxalis pilosiuscula, Oxalis preissiana, Oxalis procumbens, Oxalis propinqua, Oxalis prostrata, Oxalis pubescens, Oxalis pusilla, Oxalis recurva, Oxalis repens, Oxalis repens forma speciosa, Oxalis repens var. erecta, Oxalis ringoetii, Oxalis rubens, Oxalis rufa, Oxalis rupestris, Oxalis shinanoensis, Oxalis simulans, Oxalis stricta, Oxalis stricta forma condensata, Oxalis stricta forma cymosa, Oxalis stricta forma decumbens, Oxalis stricta forma villicaulis, Oxalis stricta forma viridiflora, Oxalis stricta var. bushii, Oxalis stricta var. decumbens, Oxalis stricta var. diffusa, Oxalis stricta var. europaea, Oxalis stricta var. fontana, Oxalis stricta var. lanulosa, Oxalis stricta var. lejeunei, Oxalis stricta var. micrantha, Oxalis stricta var. navieri, Oxalis stricta var. piletocarpa, Oxalis stricta var. pseudocorniculata, Oxalis stricta var. rufa, Oxalis stricta var. villicaulis, Oxalis stricta var. viridiflora, Oxalis taimoni, Oxalis taiwanensis, Oxalis tenuicaulis, Oxalis thunbergiana, Oxalis trinidadensis, Oxalis urvillei, Oxalis verticillata, Oxalis villosa, Oxalis wrightii, Oxalis wrightii var. pilosa, Oxalis wrightii var. subpilosa, Oxys corniculata, Oxys lutea, Oxys stricta, Xanthoxalis albicans, Xanthoxalis bushii, Xanthoxalis californica, Xanthoxalis coloradensis, Xanthoxalis corniculata, Xanthoxalis corniculata var. atropurpurea, Xanthoxalis cymosa, Xanthoxalis dillenii, Xanthoxalis dillenii var. piletocarpa, Xanthoxalis europaea, Xanthoxalis europaea forma cymosa, Xanthoxalis europaea forma subglabrata, Xanthoxalis europaea forma vestita, Xanthoxalis europaea forma villicaulis, Xanthoxalis europaea var. bushii, Xanthoxalis filipes, Xanthoxalis florida, Xanthoxalis fontana, Xanthoxalis interior, Xanthoxalis langloisii, Xanthoxalis lyonii, Xanthoxalis pilosa, Xanthoxalis recurva, Xanthoxalis repens, Xanthoxalis rufa, Xanthoxalis stricta, Xanthoxalis stricta forma viridiflora, Xanthoxalis stricta var. piletocarpa, Xanthoxalis trinidadensis, Xanthoxalis uittienii, Xanthoxalis wrightii",1,1,0,0,452751,1861174,1,1,Atlas
Oxalis debilis,0,"Acetosella debilis, Acetosella lasiandra, Acetosella martiana, Ionoxalis martiana, Oxalis bipunctata, Oxalis caripensis, Oxalis corymbosa, Oxalis debilis, Oxalis debilis subsp. corymbosa, Oxalis debilis var. corymbosa, Oxalis lasiandra, Oxalis martiana, Oxalis multibulbosa, Oxalis urbica",1,1,0,0,9295,6147,1,1,Atlas
Oxalis decaphylla,0,"Oxalis decaphylla, Oxalis grayi",1,1,0,0,380,482,0,0,ITIS
Oxalis incarnata,0,Oxalis incarnata,1,1,0,0,1132,1515,0,1,ITIS
Oxalis latifolia,0,"Ionoxalis martiana, Oxalis eggersii, Oxalis latifolia, Oxalis martiana",1,1,0,0,3252,3480,0,1,ITIS
Oxalis pes-caprae,0,"Bolboxalis cernua, Oxalis cernua, Oxalis pes-caprae",1,1,0,0,26756,33984,0,1,ITIS
Oxalis rosea,0,Oxalis rosea,1,1,0,0,107,135,0,1,ITIS
Oxalis triangularis,0,"Acetosella palustris, Acetosella papilionacea, Acetosella regnellii, Acetosella triangularis, Oxalis catharinensis, Oxalis palustris, Oxalis papilionacea, Oxalis regnellii, Oxalis regnellii var. catharinensis, Oxalis triangularis, Oxalis triangularis subsp. papilionacea, Oxalis vernalis",1,1,0,0,545,485,1,0,Atlas
Oxalis variabilis,0,Oxalis variabilis,1,1,0,0,4,4,0,1,TNRS
Oxybasis glauca,0,"Agathophytum glaucum, Atriplex glauca, Blitum glaucum, Botrys glauca, Chenopodium glaucum, Chenopodium glaucum subsp. euglaucum, Chenopodium glaucum subsp. salinum, Chenopodium glaucum var. salinum, Chenopodium salinum, Chenopodium wolffii, Orthospermum glaucum, Orthosporum glaucum, Oxybasis glauca",1,1,0,0,20246,47037,1,0,TNRS
Oxyspora paniculata,0,Oxyspora paniculata,1,1,0,0,260,272,0,1,ITIS
Ozothamnus,0,"Cassinia leptophylla, Ozothamnus",0,1,0,0,38791,360,0,0,TNRS
Paederia cruddasiana,0,Paederia cruddasiana,1,1,0,1,18,19,1,1,Atlas
Paeonia mascula,0,"Paeonia cambessedesii, Paeonia corallina, Paeonia mascula",1,1,0,0,1182,751,0,0,ITIS
Paepalanthus fluviatilis,0,Paepalanthus fluviatilis,0,0,0,0,0,6,0,0,CABI
Pandanus tectorius,0,"Pandanus chamissonis, Pandanus douglasii, Pandanus menziesii, Pandanus odoratissimus, Pandanus odoratissimus var. laevigatus, Pandanus odoratissimus var. oahuensis, Pandanus tectorius, Pandanus tectorius var. chamissonis, Pandanus tectorius var. douglasii, Pandanus tectorius var. laevigatus, Pandanus tectorius var. menziesii, Pandanus tectorius var. oahuensis, Pandanus tectorius var. sandvicensis, Pandanus tomilensis, Pandanus veitchii",1,1,0,0,1060,627,0,1,ITIS
Panicum dichotomiflorum,0,"Leptoloma dichotomiflora, Panicum ammophilum, Panicum amplectens, Panicum aquaticum var. chloroticum, Panicum brachiatum, Panicum chloroticum, Panicum chloroticum var. agreste, Panicum chloroticum var. luxurians, Panicum chloroticum var. pingue, Panicum chloroticum var. sylvestre, Panicum dichotomiflorum, Panicum dichotomiflorum ssp. puritanorum, Panicum dichotomiflorum var. dichotomiflorum, Panicum dichotomiflorum var. geniculatum, Panicum dichotomiflorum var. imperiorum, Panicum dichotomiflorum var. puritanorum, Panicum elliotii, Panicum francavillanum, Panicum geniculatum, Panicum miliaceum, Panicum multiflorum, Panicum proliferum, Panicum proliferum var. chloroticum, Panicum proliferum var. geniculatum, Panicum proliferum var. pilosum, Panicum proliferum var. richardii, Panicum proliferum var. strictum, Panicum proliferum var. xanthochlorum, Panicum retrofractum",1,1,0,0,10807,22020,0,1,ITIS
Panicum paludosum,0,"Panicum decompositum, Panicum decompositum var. paludosum, Panicum paludosum, Panicum repens var. paludosum",1,1,0,0,7309,5225,0,1,ITIS
Panicum philadelphicum,0,"Panicum capillare var. campestre, Panicum capillare var. gattingeri, Panicum capillare var. geniculatum, Panicum capillare var. minimum, Panicum capillare var. minus, Panicum capillare var. sylvaticum, Panicum gattingeri, Panicum lithophilum, Panicum minimum, Panicum minus, Panicum philadelphicum, Panicum philadelphicum ssp. gattingeri, Panicum philadelphicum ssp. lithophilum, Panicum philadelphicum var. philadelphicum, Panicum philadelphicum var. tuckermanii, Panicum philadephicum, Panicum porphyrium, Panicum soboliferum, Panicum torreyi, Panicum tuckermanii",1,1,0,0,278,311,0,1,ITIS
Papaver hybridum,0,"Papaver apulum, Papaver apulum var. micranthum, Papaver hybridum",1,1,0,0,8881,7126,0,1,ITIS
Papaver orientale,0,"Papaver orientale, Papaver pseudo-orientale, Papaver pseudoorientale",1,1,0,0,1611,1086,0,1,ITIS
Papaver pavoninum,0,Papaver pavoninum,1,1,0,0,132,95,0,1,TNRS
Papaver pinnatifidum,0,Papaver pinnatifidum,1,1,0,0,1190,1037,0,1,TNRS
Papaver radicatum,0,Papaver radicatum,0,0,0,0,4010,284,0,0,ITIS
Papaver somniferum,0,"Papaver album, Papaver amoenum, Papaver amplexicaule, Papaver amplexicaule var. album, Papaver amplexicaule var. nigrum, Papaver hortense, Papaver indehiscens, Papaver nigrum, Papaver officinale, Papaver polycephalum, Papaver setigerum var. hortense, Papaver somniferum, Papaver somniferum forma dinocarpum, Papaver somniferum var. album, Papaver somniferum var. apodocarpum, Papaver somniferum var. caesium, Papaver somniferum var. glabrum, Papaver somniferum var. griseum, Papaver somniferum var. haageanum, Papaver somniferum var. hortense, Papaver somniferum var. hussenotii, Papaver somniferum var. luteum, Papaver somniferum var. nigrum, Papaver somniferum var. officinale, Papaver somniferum var. paeoniflorum, Papaver somniferum var. poecilospermum, Papaver somniferum var. quassandrum, Papaver somniferum var. roseum, Papaver somniferum var. setigerum, Papaver somniferum var. stipitatum, Papaver soporiferum, Papaver sylvestre",1,1,0,0,23383,435906,1,1,Atlas
Paraderris elliptica,0,"Derris elliptica, Paraderris elliptica",1,1,0,0,174,178,0,1,ITIS
Parapholis strigosa,0,"Lepturus strigosus, Parapholis strigosa",1,1,0,0,6810,7357,0,0,ITIS
Parentucellia viscosa,0,Parentucellia viscosa,1,1,0,0,10535,2530,0,1,ITIS
Parietaria floridana,0,"Parietaria debilis, Parietaria debilis var. floridana, Parietaria floridana, Parietaria nummularia, Parietaria pensylvanica var. floridana",1,1,0,0,5075,4633,0,1,ITIS
Parietaria judaica,0,"Parietaria diffusa, Parietaria diffusa var. genuina, Parietaria judaica, Parietaria judaica var. typica, Parietaria officinalis subsp. judaica, Parietaria officinalis var. ramiflora, Parietaria ramiflora",1,1,0,0,44711,111466,1,1,Atlas
Parietaria lusitanica,0,Parietaria lusitanica,0,1,0,0,1639,2770,0,1,TNRS
Parkia biglobosa,0,"Parkia africana, Parkia biglobosa, Parkia clappertoniana",1,1,0,0,2638,4095,0,1,ITIS
Paronychia arabica,0,Paronychia arabica,0,1,0,0,243,142,0,1,TNRS
Paronychia kapela,0,Paronychia kapela,0,0,0,0,5211,1632,0,0,TNRS
Parthenocissus vitacea,0,Parthenocissus vitacea,0,1,0,0,22813,1320,0,1,ITIS
Paspalidium geminatum,0,"Digitaria affinis, Digitaria appressa, Echinochloa geminata, Panicum affine, Panicum appressum, Panicum beckmanniaeforme, Panicum beckmanniiforme, Panicum brizaeforme, Panicum brizoides, Panicum carnosum, Panicum emergens, Panicum fluitans, Panicum geminatum, Panicum glomeratum, Panicum paludivagum, Panicum paspalodes, Panicum paspaloides, Panicum truncatum, Paspalidium geminatum, Paspalidium geminatum var. geminatum, Paspalidium geminatum var. paludivagum, Paspalidium paludivagum, Paspalidium pilgeri, Paspalum adpressum, Paspalum appressum, Setaria geminata, Setaria geminata var. paludivaga, Setaria germinata var. paludivaga",1,1,0,0,1020,939,1,1,Atlas
Paspalum densum,0,"Paspalum densum, Paspalum densum var. ciliatum, Paspalum paniceum",1,0,0,0,119,144,0,1,ITIS
Paspalum millegrana,0,"Panicum lagascae var. schreberianum, Paspalum karwinskyii, Paspalum millegrana, Paspalum schreberianum, Paspalum underwoodii, Paspalum virgatum var. schreberianus, Paspalum vulnerans",1,1,0,0,90,107,0,1,ITIS
Paspalum notatum var. saurae,0,"Paspalum notatum var. saurae, Paspalum saurae",1,0,0,0,273,179,1,1,Atlas
Paspalum scrobiculatum,0,"Paspalum amazonicum, Paspalum boscianum, Paspalum brunneum, Paspalum coloratum, Paspalum commersonii, Paspalum commutatum, Paspalum confertum, Paspalum purpurascens, Paspalum scrobiculatum, Paspalum scrobiculatum var. orbiculatum, Paspalum virgatum, Paspalum virgatum var. purpurascens",1,1,1,1,6905,7192,0,1,ITIS
Passiflora antioquiensis,0,"Passiflora antioquiensis, Passiflora van-volxemii",1,1,0,0,113,92,0,1,ITIS
Passiflora bicornis,0,"Passiflora bicornis, Passiflora pulchella",1,1,0,0,378,420,0,1,ITIS
Passiflora biflora,0,"Cieca glabrata, Decaloba biflora, Decaloba biflora var. major, Decaloba biflora var. mexicana, Passiflora biflora, Passiflora brighamii, Passiflora glabrata, Passiflora lunata, Passiflora lunata var. costata, Passiflora normalis, Passiflora spathulata, Passiflora transversa",1,1,0,1,1581,1635,1,1,Atlas
Passiflora maliformis,0,Passiflora maliformis,1,1,0,0,254,240,0,1,ITIS
Passiflora morifolia,0,"Passiflora morifolia, Passiflora warmingii",1,1,0,0,503,378,0,1,ITIS
Passiflora subpeltata,0,Passiflora subpeltata,1,1,0,0,1726,1713,0,1,ITIS
Passiflora tarminiana,0,Passiflora tarminiana,1,1,0,0,523,638,0,1,ITIS
Passiflora tripartita var. mollissima,0,"Passiflora mollissima, Passiflora tripartita var. mollissima, Tacsonia mollissima",1,1,0,0,408,833,0,1,ITIS
Pastinaca sativa,0,"Pastinaca sativa, Pastinaca sativa ssp. sylvestris, Pastinaca sativa var. pratensis, Pastinaca sativa var. sativa",1,1,0,0,138193,131294,0,1,ITIS
Pastinaca umbrosa,0,Pastinaca umbrosa,1,1,0,0,1,1,0,1,TNRS
Pavonia hastata,0,"Greevesia cleisocalyx, Lass hastata, Malache hastata, Malva lecontei, Pavonia hastata, Pavonia hastata forma longifolia, Pavonia hastata subforma pubescens, Pavonia hastata subforma tomentosula, Pavonia hastata var. genuina, Pavonia hastata var. pubescens, Pavonia jonesii, Pavonia lecontei, Sida bonariensis",1,1,0,0,1145,1093,1,1,Atlas
Pelargonium cordifolium,0,Pelargonium cordifolium,0,0,0,0,230,211,0,0,TNRS
Pelargonium inquinans,0,Pelargonium inquinans,1,1,0,0,169,117,0,1,ITIS
Pelargonium odoratissimum,0,Pelargonium odoratissimum,1,1,0,0,135,121,0,1,ITIS
Pelargonium peltatum,0,Pelargonium peltatum,1,1,0,0,465,444,0,1,ITIS
Pelargonium zonale,0,Pelargonium zonale,1,1,0,0,380,362,0,1,ITIS
Pentaglottis sempervirens,0,"Anchusa sempervirens, Caryolophora sempervirens, Pentaglottis sempervirens",1,1,0,0,14779,28888,0,1,ITIS
Pereskia aculeata,0,"Cactus lucidus, Cactus pereskia, Pereskia aculeata, Pereskia aculeata forma rubescens, Pereskia aculeata var. godseffiana, Pereskia aculeata var. lanceolata, Pereskia aculeata var. rotundifolia, Pereskia aculeata var. rubescens, Pereskia godseffiana, Pereskia pereskia, Pereskia rubescens, Pereskia undulata",1,1,0,0,590,728,1,1,Atlas
Pericallis hybrida,0,"Pericallis cuneata, Pericallis hybrida, Senecio cruentus, Senecio hybridus, Senecio X hybridus",1,1,0,0,133,276,0,0,ITIS
Persicaria capitata,0,"Cephalophilon capitatum, Persicaria capitata, Polygonum capitatum",1,1,0,0,3399,5016,1,1,Atlas
Persicaria chinensis,0,"Persicaria chinensis, Polygonum chinense",1,1,0,0,3973,1220,0,1,ITIS
